year,month,date,hour,cloud_type,cloud_fraction,p01mm,precip_m,temp_F,temp_C,relh,es,ea,albedo,cumulative,eps_all,lw_down,lw_up,lw_net,datetime,J,LST,Gamma,E0,delta,Et,t_delta_SN,Ccloud,cos_Z,HK_in,HK_star,sw_net,Q_precip,,Qcum,0
2024,May,5/20/2024,13,Clear,0,0,0,47,8.3,26.98333333,10.98,2.96,0.50002421,382059.0107,0.669597594,238.2330197,355.7853578,-117.5523381,5/20/2024 13:00,141,13,2.409988885,0.975501793,0.349428045,0.063390444,0.869930444,0,0.932282926,1286.721824,643.3297603,643.3297603,0,525.7774222,#VALUE!,
2024,May,5/20/2024,14,Clear,0,0,0,53,11.7,26.89,13.72,3.69,0.50002303,382059.0107,0.671737657,250.7538728,373.2913737,-122.5375009,5/20/2024 14:00,141,14,2.409988885,0.975501793,0.349428045,0.063390444,1.869930444,0,0.864397829,1193.02791,596.4864795,596.4864795,0,473.9489786,#VALUE!,
2024,May,5/20/2024,15,Clear,0,0,0,55.4,13,17.46,14.98,2.62,0.500021907,382059.0107,0.668499558,254.1319007,380.1526829,-126.0207822,5/20/2024 15:00,141,15,2.409988885,0.975501793,0.349428045,0.063390444,2.869930444,0,0.751955007,1037.836145,518.8953364,518.8953364,0,392.8745542,#VALUE!,
2024,May,5/20/2024,16,Clear,0,0,0,56,13.3,8.766666667,15.31,1.34,0.500021012,382059.0107,0.663432815,253.2650802,381.7494018,-128.4843217,5/20/2024 16:00,141,16,2.409988885,0.975501793,0.349428045,0.063390444,3.869930444,0,0.602617252,831.7225903,415.843819,415.843819,0,287.3594973,#VALUE!,
2024,May,5/20/2024,17,Clear,0,0,0,58.4,14.7,6.913333333,16.7,1.15,0.500019822,382059.0107,0.662479228,257.8815427,389.2673639,-131.3858212,5/20/2024 17:00,141,17,2.409988885,0.975501793,0.349428045,0.063390444,4.869930444,0,0.426561687,588.733545,294.3551026,294.3551026,0,162.9692815,#VALUE!,
2024,May,5/20/2024,18,Clear,0,0,0,59.6,15.3,6.506666667,17.43,1.13,0.500005679,382059.0107,0.662374073,259.9971315,392.5231108,-132.5259793,5/20/2024 18:00,141,18,2.409988885,0.975501793,0.349428045,0.063390444,5.869930444,0,0.235786207,325.4283107,162.7123072,162.7123072,0,30.18632794,#VALUE!,
2024,May,5/20/2024,19,Clear,0,0,0,60.8,16,5.98,18.19,1.09,0.500005402,382059.0107,0.66216073,262.445582,396.3472465,-133.9016646,5/20/2024 19:00,141,19,2.409988885,0.975501793,0.349428045,0.063390444,6.869930444,0,0.043291844,59.75070387,29.87502916,29.87502916,0,-104.0266354,#VALUE!,
2024,May,5/20/2024,20,Clear,0.125,0,0,62,16.7,8.21,18.98,1.56,0.500005139,382059.0107,0.664449898,265.9123555,400.1992567,-134.2869013,5/20/2024 20:00,141,20,2.409988885,0.975501793,0.349428045,0.063390444,7.869930444,0,-0.137803227,0,0,0,0,-134.2869013,#VALUE!,
2024,May,5/20/2024,21,Clear,0,0,0,62,16.7,7.38,18.98,1.4,0.500004888,382059.0107,0.663718625,265.6197005,400.1992567,-134.5795562,5/20/2024 21:00,141,21,2.409988885,0.975501793,0.349428045,0.063390444,8.869930444,0,-0.295157677,0,0,0,0,-134.5795562,#VALUE!,
2024,May,5/20/2024,22,Scattered,0.541666667,0,0,62.6,17,5.156666667,19.38,1,0.500004649,382059.0107,0.661664864,265.8957719,401.8586847,-135.9629129,5/20/2024 22:00,141,22,2.409988885,0.975501793,0.349428045,0.063390444,9.869930444,0.25,-0.41804806,0,0,0,0,-135.9629129,#VALUE!,
2024,May,5/20/2024,23,Broken,0.458333333,0,0,62,16.7,6.553333333,18.98,1.24,0.500004423,382059.0107,0.662940705,265.3083775,400.1992567,-134.8908793,5/20/2024 23:00,141,23,2.409988885,0.975501793,0.349428045,0.063390444,10.86993044,0.75,-0.4980996,0,0,0,0,-134.8908793,#VALUE!,
2024,May,5/21/2024,0,Broken,0.625,0,0,53.6,12,10.26,14.03,1.44,0.500004207,382059.0107,0.663905509,248.875895,374.8664406,-125.9905457,5/21/2024,142,0,2.427203091,0.975120406,0.353007109,0.062295418,-12.13116458,0.75,-0.52681244,0,0,0,0,-125.9905457,#VALUE!,
2024,May,5/21/2024,1,Overcast,0.875,0,0,51.2,10.7,11.26666667,12.84,1.45,0.500004002,382059.0107,0.66395179,244.3853676,368.0769768,-123.6916091,5/21/2024 1:00,142,1,2.427203091,0.975120406,0.353007109,0.062295418,-11.13116458,1,-0.508190946,0,0,0,0,-123.6916091,#VALUE!,
2024,May,5/21/2024,2,Broken,0.541666667,0,0,45.2,7.3,18.28,10.25,1.87,0.500003807,382059.0107,0.665758858,233.5187673,350.7557799,-117.2370126,5/21/2024 2:00,142,2,2.427203091,0.975120406,0.353007109,0.062295418,-10.13116458,0.75,-0.440446665,0,0,0,0,-117.2370126,#VALUE!,
2024,May,5/21/2024,3,Scattered,0.375,0,0,44,6.7,40.54333333,9.79,3.97,0.500003621,382059.0107,0.672494513,233.8692102,347.7637449,-113.8945347,5/21/2024 3:00,142,3,2.427203091,0.975120406,0.353007109,0.062295418,-9.131164582,0.25,-0.32819626,0,0,0,0,-113.8945347,#VALUE!,
2024,May,5/21/2024,4,Broken,0.541666667,0,0,41.6,5.3,44.31666667,8.93,3.96,0.500003444,382059.0107,0.672468012,229.215287,340.8567885,-111.6415015,5/21/2024 4:00,142,4,2.427203091,0.975120406,0.353007109,0.062295418,-8.131164582,0.75,-0.179089409,0,0,0,0,-111.6415015,#VALUE!,
2024,May,5/21/2024,5,Scattered,0.375,0,0,41,5,54.96333333,8.73,4.8,0.500003276,382059.0107,0.674574393,228.9439478,339.3902142,-110.4462665,5/21/2024 5:00,142,5,2.427203091,0.975120406,0.353007109,0.062295418,-7.131164582,0.25,-0.003287498,0,0,0,0,-110.4462665,#VALUE!,
2024,May,5/21/2024,6,Overcast,1,0,0,42.8,6,57.66,9.35,5.39,0.726667723,382059.0107,0.675929984,232.7208528,344.2972768,-111.576424,5/21/2024 6:00,142,6,2.427203091,0.975120406,0.353007109,0.062295418,-6.131164582,1,0.187228863,88.59881464,24.21691574,24.21691574,0,-87.35950823,#VALUE!,
2024,May,5/21/2024,7,Overcast,0.75,0,0,42.8,6,47.49333333,9.35,4.44,0.836253529,382059.0107,0.67369971,231.9529756,344.2972768,-112.3443011,5/21/2024 7:00,142,7,2.427203091,0.975120406,0.353007109,0.062295418,-5.131164582,1,0.379476299,265.5649278,43.48531976,43.48531976,0,-68.85898138,#VALUE!,
2024,May,5/21/2024,8,Scattered,0.375,0,0,39.8,4.3,51.27333333,8.33,4.27,0.823447951,382059.0107,0.673272568,226.2105706,335.9866143,-109.7760438,5/21/2024 8:00,142,8,2.427203091,0.975120406,0.353007109,0.062295418,-4.131164582,0.25,0.560353465,582.6173639,102.8622894,102.8622894,0,-6.913754388,#VALUE!,
2024,May,5/21/2024,9,Broken,0.75,0,0,41,5,65.11666667,8.73,5.68,0.807673208,382059.0107,0.676564939,229.6195196,339.3902142,-109.7706946,5/21/2024 9:00,142,9,2.427203091,0.975120406,0.353007109,0.062295418,-3.131164582,0.75,0.717533881,502.1442288,96.57578865,96.57578865,0,-13.19490599,#VALUE!,
2024,May,5/21/2024,10,Broken,0.458333333,0,0,38.6,3.7,60.54,7.95,4.81,0.792667809,382059.0107,0.674598144,224.7016764,333.0896746,-108.3879982,5/21/2024 10:00,142,10,2.427203091,0.975120406,0.353007109,0.062295418,-2.131164582,0.75,0.840305962,810.2194854,167.9845811,167.9845811,0,59.59658287,#VALUE!,
2024,May,5/21/2024,11,Scattered,0.458333333,0,0,35,1.7,75.48666667,6.89,5.2,0.500008059,382059.0107,0.675503206,218.5714527,323.5683424,-104.9968897,5/21/2024 11:00,142,11,2.427203091,0.975120406,0.353007109,0.062295418,-1.131164582,0.25,0.920302993,887.352287,443.6689923,443.6689923,0,338.6721027,#VALUE!,
2024,May,5/21/2024,12,Scattered,0.458333333,0.508,0.00508,33.8,1,88.90333333,6.57,5.84,0.500007666,382059.0107,0.676907237,216.8029647,320.2846018,-103.4816371,5/21/2024 12:00,142,12,2.427203091,0.975120406,0.353007109,0.062295418,-0.131164582,0.25,0.952073308,917.9850919,458.9855087,458.9855087,0,355.5038716,#VALUE!,
2024,May,5/21/2024,13,Broken,0.625,0.254,0.00254,34.4,1.3,93.03,6.73,6.26,0.500007292,382059.0107,0.6777806,218.0344572,321.6888435,-103.6543863,5/21/2024 13:00,142,13,2.427203091,0.975120406,0.353007109,0.062295418,0.868835418,0.75,0.933451813,759.0117484,379.5003395,379.5003395,0,275.8459532,#VALUE!,
2024,May,5/21/2024,14,Broken,0.458333333,0,0,39.2,4,90.88333333,8.14,7.39,0.500006936,382059.0107,0.679972241,227.4750527,334.5357926,-107.06074,5/21/2024 14:00,142,14,2.427203091,0.975120406,0.353007109,0.062295418,1.868835418,0.75,0.865707533,834.7115738,417.3499973,417.3499973,0,310.2892574,#VALUE!,
2024,May,5/21/2024,15,Scattered,0.375,0,0,41.6,5.3,77.17333333,8.93,6.89,0.500006598,382059.0107,0.679028689,231.4515381,340.8567885,-109.4052504,5/21/2024 15:00,142,15,2.427203091,0.975120406,0.353007109,0.062295418,2.868835418,0.25,0.753457128,783.393399,391.6915306,391.6915306,0,282.2862803,#VALUE!,
2024,May,5/21/2024,16,Scattered,0.375,0,0,41,5,68.51333333,8.73,5.98,0.500006276,382059.0107,0.677202305,229.8358353,339.3902142,-109.5543789,5/21/2024 16:00,142,16,2.427203091,0.975120406,0.353007109,0.062295418,3.868835418,0.25,0.604350277,628.362252,314.1771824,314.1771824,0,204.6228035,#VALUE!,
2024,May,5/21/2024,17,Scattered,0.375,0,0,57.8,14.3,71.83,16.34,11.74,0.50000597,382059.0107,0.686921966,265.9130891,387.1081464,-121.1950573,5/21/2024 17:00,142,17,2.427203091,0.975120406,0.353007109,0.062295418,4.868835418,0.25,0.428548366,445.5754,222.7850399,222.7850399,0,101.5899826,#VALUE!,
2024,May,5/21/2024,18,Scattered,0.375,0,0,58.4,14.7,70.08,16.7,11.7,0.696181099,382059.0107,0.686865952,267.3744984,389.2673639,-121.8928654,5/21/2024 18:00,142,18,2.427203091,0.975120406,0.353007109,0.062295418,5.868835418,0.25,0.238032005,247.489465,75.19197726,75.19197726,0,-46.70088818,#VALUE!,
2024,May,5/21/2024,19,Scattered,0.375,0,0,60.2,15.7,77.12666667,17.81,13.73,0.686613234,382059.0107,0.689571993,272.1774623,394.7049259,-122.5274636,5/21/2024 19:00,142,19,2.427203091,0.975120406,0.353007109,0.062295418,6.868835418,0.25,0.045784569,47.60367598,14.91836206,14.91836206,0,-107.6091015,#VALUE!,
2024,May,5/21/2024,20,Scattered,0.375,0,0,62,16.7,78.82,18.98,14.96,0.677511999,382059.0107,0.691091814,276.5744302,400.1992567,-123.6248265,5/21/2024 20:00,142,20,2.427203091,0.975120406,0.353007109,0.062295418,7.868835418,0.25,-0.135092597,0,0,0,0,-123.6248265,#VALUE!,
2024,May,5/21/2024,21,Scattered,0.375,0,0,60.2,15.7,68.61666667,17.81,12.22,0.668854637,382059.0107,0.687585165,271.3932517,394.7049259,-123.3116742,5/21/2024 21:00,142,21,2.427203091,0.975120406,0.353007109,0.062295418,8.868835418,0.25,-0.292273014,0,0,0,0,-123.3116742,#VALUE!,
2024,May,5/21/2024,22,Scattered,0.375,0,0,57.2,14,55.31333333,15.99,8.85,0.660619499,382059.0107,0.682527917,263.1108522,385.4946377,-122.3837856,5/21/2024 22:00,142,22,2.427203091,0.975120406,0.353007109,0.062295418,9.868835418,0.25,-0.415045094,0,0,0,0,-122.3837856,#VALUE!,
2024,May,5/21/2024,23,Scattered,0.375,0,0,55.4,13,68.55,14.98,10.27,0.652785994,382059.0107,0.68478099,260.3213305,380.1526829,-119.8313524,5/21/2024 23:00,142,23,2.427203091,0.975120406,0.353007109,0.062295418,10.86883542,0.25,-0.495042125,0,0,0,0,-119.8313524,#VALUE!,
2024,May,5/22/2024,0,Clear,0,0,0,42.8,6,55.23,9.35,5.17,0.645334533,382059.0107,0.675435003,232.550432,344.2972768,-111.7468447,5/22/2024,143,0,2.444417298,0.974746401,0.356485782,0.061049386,-12.13241061,0,-0.523845636,0,0,0,0,-111.7468447,#VALUE!,
2024,May,5/22/2024,1,Clear,0,0,0,42.2,5.7,35.87,9.14,3.28,0.638246484,382059.0107,0.670568448,229.8840125,342.8196082,-112.9355956,5/22/2024 1:00,143,1,2.444417298,0.974746401,0.356485782,0.061049386,-11.13241061,0,-0.505310754,0,0,0,0,-112.9355956,#VALUE!,
2024,May,5/22/2024,2,Clear,0,0,0,39.2,4,29.8,8.14,2.42,0.633922226,382059.0107,0.667816354,223.4084733,334.5357926,-111.1273194,5/22/2024 2:00,143,2,2.444417298,0.974746401,0.356485782,0.061049386,-10.13241061,0,-0.437712642,0,0,0,0,-111.1273194,#VALUE!,
2024,May,5/22/2024,3,Clear,0,0,0,36.8,2.7,34.43333333,7.4,2.55,0.634579711,382059.0107,0.668263829,219.3931012,328.3031215,-108.9100203,5/22/2024 3:00,143,3,2.444417298,0.974746401,0.356485782,0.061049386,-9.132410614,0,-0.325657999,0,0,0,0,-108.9100203,#VALUE!,
2024,May,5/22/2024,4,Clear,0,0,0,33.8,1,40.10333333,6.57,2.63,0.635230654,382059.0107,0.668532948,214.120809,320.2846018,-106.1637928,5/22/2024 4:00,143,4,2.444417298,0.974746401,0.356485782,0.061049386,-8.132410614,0,-0.176783163,0,0,0,0,-106.1637928,#VALUE!,
2024,May,5/22/2024,5,Clear,0,0,0,32.6,0.3,51.04,6.26,3.2,0.63587512,382059.0107,0.670330891,212.5122664,317.0259187,-104.5136523,5/22/2024 5:00,143,5,2.444417298,0.974746401,0.356485782,0.061049386,-7.132410614,0,-0.00123371,0,0,0,0,-104.5136523,#VALUE!,
2024,May,5/22/2024,6,Clear,0,0,0,32,0,53.59333333,6.11,3.27,0.635690627,382059.0107,0.670538932,211.646883,315.6369792,-103.9900962,5/22/2024 6:00,143,6,2.444417298,0.974746401,0.356485782,0.061049386,-6.132410614,0,0.189026957,260.6899257,94.9717834,94.9717834,0,-9.018312834,#VALUE!,
2024,May,5/22/2024,7,Clear,0,0,0,32,0,45.72666667,6.11,2.79,0.629867595,382059.0107,0.669057882,211.1794087,315.6369792,-104.4575705,5/22/2024 7:00,143,7,2.444417298,0.974746401,0.356485782,0.061049386,-5.132410614,0,0.381032887,525.4881974,194.5002103,194.5002103,0,90.04263978,#VALUE!,
2024,May,5/22/2024,8,Clear,0,0,0,30.8,-0.7,45.89333333,5.82,2.67,0.623533877,382059.0107,0.668665807,208.900473,312.4138708,-103.5133979,5/22/2024 8:00,143,8,2.444417298,0.974746401,0.356485782,0.061049386,-4.132410614,0,0.561699193,774.647823,291.6286626,291.6286626,0,188.1152647,#VALUE!,
2024,May,5/22/2024,9,Clear,0,0,0,30.2,-1,44.33333333,5.68,2.52,0.617509059,382059.0107,0.668161707,207.8250987,311.0401219,-103.2150233,5/22/2024 9:00,143,9,2.444417298,0.974746401,0.356485782,0.061049386,-3.132410614,0,0.718713765,991.1889858,379.1208079,379.1208079,0,275.9057846,#VALUE!,
2024,May,5/22/2024,10,Clear,0,0,0,29.6,-1.3,43.12,5.54,2.39,0.611778074,382059.0107,0.667711216,206.7707389,309.6709085,-102.9001696,5/22/2024 10:00,143,10,2.444417298,0.974746401,0.356485782,0.061049386,-2.132410614,0,0.841376319,1160.354763,450.4751611,450.4751611,0,347.5749915,#VALUE!,
2024,May,5/22/2024,11,Clear,0,0,0,29.6,-1.3,35.53666667,5.54,1.97,0.778394231,382059.0107,0.66615549,206.2889757,309.6709085,-103.3819328,5/22/2024 11:00,143,11,2.444417298,0.974746401,0.356485782,0.061049386,-1.132410614,0,0.921327606,1270.616788,281.5760103,281.5760103,0,178.1940775,#VALUE!,
2024,May,5/22/2024,12,Clear,0,0,0,30.2,-1,31.83,5.68,1.81,0.764816785,382059.0107,0.665515298,207.0019594,311.0401219,-104.0381625,5/22/2024 12:00,143,12,2.444417298,0.974746401,0.356485782,0.061049386,-0.132410614,0,0.953119076,1314.460884,309.1391366,309.1391366,0,205.1009741,#VALUE!,
2024,May,5/22/2024,13,Clear,0,0,0,33.8,1,27.84333333,6.57,1.83,0.751901518,382059.0107,0.665596967,213.1804596,320.2846018,-107.1041422,5/22/2024 13:00,143,13,2.444417298,0.974746401,0.356485782,0.061049386,0.867589386,0,0.934584195,1288.899149,319.7739223,319.7739223,0,212.66978,#VALUE!,
2024,May,5/22/2024,14,Clear,0,0,0,41,5,24.12666667,8.73,2.11,0.739616136,382059.0107,0.666692696,226.2689768,339.3902142,-113.1212375,5/22/2024 14:00,143,14,2.444417298,0.974746401,0.356485782,0.061049386,1.867589386,0,0.866986082,1195.673573,311.3341051,311.3341051,0,198.2128676,#VALUE!,
2024,May,5/22/2024,15,Scattered,0.541666667,0,0,47,8.3,15.91333333,10.98,1.75,0.727929919,382059.0107,0.665267296,236.6923631,355.7853578,-119.0929947,5/22/2024 15:00,143,15,2.444417298,0.974746401,0.356485782,0.061049386,2.867589386,0.25,0.754931439,670.6198554,182.4555984,182.4555984,0,63.36260367,#VALUE!,
2024,May,5/22/2024,16,Scattered,0.375,0,0,52.4,11.3,9.233333333,13.43,1.24,0.716813646,382059.0107,0.662940705,246.0829346,371.1990117,-125.1160771,5/22/2024 16:00,143,16,2.444417298,0.974746401,0.356485782,0.061049386,3.867589386,0.25,0.606056603,629.8946871,178.3775798,178.3775798,0,53.26150268,#VALUE!,
2024,May,5/22/2024,17,Scattered,0.458333333,0,0,41,5,14.89333333,8.73,1.3,0.706239519,382059.0107,0.663238425,225.0966312,339.3902142,-114.2935831,5/22/2024 17:00,143,17,2.444417298,0.974746401,0.356485782,0.061049386,4.867589386,0.25,0.43050715,414.9339809,121.8912058,121.8912058,0,7.597622746,#VALUE!,
2024,May,5/22/2024,18,Broken,0.75,0,0,38.6,3.7,16.46666667,7.95,1.31,0.574927084,382059.0107,0.663287321,220.9341579,333.0896746,-112.1555167,5/22/2024 18:00,143,18,2.444417298,0.974746401,0.356485782,0.061049386,5.867589386,0.75,0.240246483,168.0646971,71.43975086,71.43975086,0,-40.71576584,#VALUE!,
2024,May,5/22/2024,19,Broken,0.458333333,0,0,38,3.3,14.84,7.76,1.15,0.571272847,382059.0107,0.662479228,219.3924619,331.1688165,-111.7763546,5/22/2024 19:00,143,19,2.444417298,0.974746401,0.356485782,0.061049386,6.867589386,0.75,0.048240553,46.49549906,19.93388294,19.93388294,0,-91.84247165,#VALUE!,
2024,May,5/22/2024,20,Scattered,0.541666667,0,0,40.4,4.7,13.16666667,8.52,1.12,0.567796829,382059.0107,0.662321121,223.8171019,337.9283777,-114.1112758,5/22/2024 20:00,143,20,2.444417298,0.974746401,0.356485782,0.061049386,7.867589386,0.25,-0.132425753,0,0,0,0,-114.1112758,#VALUE!,
2024,May,5/22/2024,21,Scattered,0.541666667,0,0,44,6.7,11.15666667,9.79,1.09,0.564490339,382059.0107,0.66216073,230.275495,347.7637449,-117.4882498,5/22/2024 21:00,143,21,2.444417298,0.974746401,0.356485782,0.061049386,8.867589386,0.25,-0.289440325,0,0,0,0,-117.4882498,#VALUE!,
2024,May,5/22/2024,22,Scattered,0.25,0,0,39.8,4.3,10.11666667,8.33,0.84,0.561345108,382059.0107,0.660720645,221.9932926,335.9866143,-113.9933217,5/22/2024 22:00,143,22,2.444417298,0.974746401,0.356485782,0.061049386,9.867589386,0.25,-0.412102879,0,0,0,0,-113.9933217,#VALUE!,
2024,May,5/22/2024,23,Clear,0,0,0,42.2,5.7,8.4,9.14,0.77,0.558353272,382059.0107,0.660277527,226.3560832,342.8196082,-116.463525,5/22/2024 23:00,143,23,2.444417298,0.974746401,0.356485782,0.061049386,10.86758939,0,-0.492054166,0,0,0,0,-116.463525,#VALUE!,
2024,May,5/23/2024,0,Clear,0.125,0,0,56.6,13.7,8.163333333,15.65,1.28,0.555507349,382059.0107,0.663140022,254.5702888,383.8861783,-129.3158895,5/23/2024,144,0,2.461631504,0.974379867,0.359862856,0.059655204,-12.1338048,0,-0.520958114,0,0,0,0,-129.3158895,#VALUE!,
2024,May,5/23/2024,1,Scattered,0.25,0,0,55.4,13,8.283333333,14.98,1.24,0.552800224,382059.0107,0.662940705,252.0186877,380.1526829,-128.1339952,5/23/2024 1:00,144,1,2.461631504,0.974379867,0.359862856,0.059655204,-11.1338048,0.25,-0.502516642,0,0,0,0,-128.1339952,#VALUE!,
2024,May,5/23/2024,2,Clear,0,0,0,53.6,12,10.26,14.03,1.44,0.550225126,382059.0107,0.663905509,248.875895,374.8664406,-125.9905457,5/23/2024 2:00,144,2,2.461631504,0.974379867,0.359862856,0.059655204,-10.1338048,0,-0.435069791,0,0,0,0,-125.9905457,#VALUE!,
2024,May,5/23/2024,3,Clear,0,0,0,51.2,10.7,13.7,12.84,1.76,0.547775618,382059.0107,0.665308948,244.8849062,368.0769768,-123.1920706,5/23/2024 3:00,144,3,2.461631504,0.974379867,0.359862856,0.059655204,-9.133804796,0,-0.323213952,0,0,0,0,-123.1920706,#VALUE!,
2024,May,5/23/2024,4,Clear,0,0,0,48.8,9.3,18.11,11.75,2.13,0.545445574,382059.0107,0.666767826,240.6157271,360.868833,-120.2531059,5/23/2024 4:00,144,4,2.461631504,0.974379867,0.359862856,0.059655204,-8.133804796,0,-0.174571916,0,0,0,0,-120.2531059,#VALUE!,
2024,May,5/23/2024,5,Clear,0,0,0,46.4,8,21.52333333,10.73,2.31,0.543229167,382059.0107,0.667427238,236.45001,354.2708426,-117.8208326,5/23/2024 5:00,144,5,2.461631504,0.974379867,0.359862856,0.059655204,-7.133804796,0,0.000726608,1.001699433,0.457547084,0.457547084,0,-117.3632855,#VALUE!,
2024,May,5/23/2024,6,Clear,0,0,0,45.8,7.7,24.07666667,10.49,2.53,0.541120855,382059.0107,0.668195822,235.7135385,352.7611679,-117.0476294,5/23/2024 6:00,144,6,2.461631504,0.974379867,0.359862856,0.059655204,-6.133804796,0,0.190735315,262.9470347,120.6609105,120.6609105,0,3.613281105,#VALUE!,
2024,May,5/23/2024,7,Clear,0,0,0,44.6,7,24.65666667,10.02,2.47,0.539115368,382059.0107,0.667989996,233.3004221,349.2573594,-115.9569372,5/23/2024 7:00,144,7,2.461631504,0.974379867,0.359862856,0.059655204,-5.133804796,0,0.382505426,527.3206351,243.0339769,243.0339769,0,127.0770396,#VALUE!,
2024,May,5/23/2024,8,Clear,0,0,0,47,8.3,25.77333333,10.98,2.83,0.537207689,382059.0107,0.669186484,238.0867528,355.7853578,-117.698605,5/23/2024 8:00,144,8,2.461631504,0.974379867,0.359862856,0.059655204,-4.133804796,0,0.562968124,776.1058767,359.1758322,359.1758322,0,241.4772273,#VALUE!,
2024,May,5/23/2024,9,Clear,0,0,0,49.4,9.7,21.21,12.01,2.55,0.535393048,382059.0107,0.668263829,242.5245717,362.9174003,-120.3928286,5/23/2024 9:00,144,9,2.461631504,0.974379867,0.359862856,0.059655204,-3.133804796,0,0.719825176,992.3484562,461.0519916,461.0519916,0,340.659163,#VALUE!,
2024,May,5/23/2024,10,Clear,0,0,0,44.6,7,13.91,10.02,1.39,0.533666909,382059.0107,0.663671456,231.79214,349.2573594,-117.4652193,5/23/2024 10:00,144,10,2.461631504,0.974379867,0.359862856,0.059655204,-2.133804796,0,0.842387032,1161.311799,541.558121,541.558121,0,424.0929017,#VALUE!,
2024,May,5/23/2024,11,Clear,0,0,0,41.6,5.3,21.71333333,8.93,1.94,0.606326593,382059.0107,0.666037679,227.0234644,340.8567885,-113.8333241,5/23/2024 11:00,144,11,2.461631504,0.974379867,0.359862856,0.059655204,-1.133804796,0,0.922301303,1271.481334,500.5483885,500.5483885,0,386.7150644,#VALUE!,
2024,May,5/23/2024,12,Clear,0,0,0,39.8,4.3,26.74,8.33,2.23,0.601140984,382059.0107,0.667137789,224.1493669,335.9866143,-111.8372475,5/23/2024 12:00,144,12,2.461631504,0.974379867,0.359862856,0.059655204,-0.133804796,0,0.954121966,1315.349187,524.6388825,524.6388825,0,412.801635,#VALUE!,
2024,May,5/23/2024,13,Clear,0,0,0,44.6,7,28.72666667,10.02,2.88,0.59620828,382059.0107,0.669345824,233.7739549,349.2573594,-115.4834044,5/23/2024 13:00,144,13,2.461631504,0.974379867,0.359862856,0.059655204,0.866195204,0,0.935680494,1289.925838,520.8613729,520.8613729,0,405.3779685,#VALUE!,
2024,May,5/23/2024,14,Clear,0,0,0,50.6,10.3,24.55,12.56,3.08,0.591516147,382059.0107,0.669968235,245.2127886,366.0065893,-120.7938008,5/23/2024 14:00,144,14,2.461631504,0.974379867,0.359862856,0.059655204,1.866195204,0,0.868233642,1196.943846,488.9322341,488.9322341,0,368.1384333,#VALUE!,
2024,May,5/23/2024,15,Clear,0,0,0,53,11.7,14.86333333,13.72,2.04,0.587052852,382059.0107,0.666426618,248.7713077,373.2913737,-124.520066,5/23/2024 15:00,144,15,2.461631504,0.974379867,0.359862856,0.059655204,2.866195204,0,0.756377803,1042.73978,430.5964182,430.5964182,0,306.0763522,#VALUE!,
2024,May,5/23/2024,16,Clear,0,0,0,54.8,12.7,13.98333333,14.66,2.05,0.582807234,382059.0107,0.666464932,252.2976166,378.5609781,-126.2633615,5/23/2024 16:00,144,16,2.461631504,0.974379867,0.359862856,0.059655204,3.866195204,0,0.607735767,837.8223918,349.5334411,349.5334411,0,223.2700795,#VALUE!,
2024,May,5/23/2024,17,Clear,0,0,0,53,11.7,11.74,13.72,1.61,0.578768678,382059.0107,0.664670016,248.1155832,373.2913737,-125.1757905,5/23/2024 17:00,144,17,2.461631504,0.974379867,0.359862856,0.059655204,4.866195204,0,0.432437244,596.1564633,251.1197752,251.1197752,0,125.9439847,#VALUE!,
2024,May,5/23/2024,18,Clear,0.25,0,0,53.6,12,13.14333333,14.03,1.84,0.522567604,382059.0107,0.665637619,249.5252051,374.8664406,-125.3412356,5/23/2024 18:00,144,18,2.461631504,0.974379867,0.359862856,0.059655204,5.866195204,0,0.242428537,279.3165466,133.3547681,133.3547681,0,8.013532531,#VALUE!,
2024,May,5/23/2024,19,Scattered,0.25,0,0,55.4,13,15.5,14.98,2.32,0.521466969,382059.0107,0.667463029,253.7378611,380.1526829,-126.4148218,5/23/2024 19:00,144,19,2.461631504,0.974379867,0.359862856,0.059655204,6.866195204,0.25,0.050658426,58.36662938,27.93036007,27.93036007,0,-98.48446173,#VALUE!,
2024,May,5/23/2024,20,Scattered,0.375,0,0,55.4,13,14.96333333,14.98,2.24,0.520420013,382059.0107,0.667174279,253.6280921,380.1526829,-126.5245908,5/23/2024 20:00,144,20,2.461631504,0.974379867,0.359862856,0.059655204,7.866195204,0.25,-0.129804273,0,0,0,0,-126.5245908,#VALUE!,
2024,May,5/23/2024,21,Scattered,0.458333333,0,0,56.6,13.7,13.48333333,15.65,2.11,0.519424117,382059.0107,0.666692696,255.934111,383.8861783,-127.9520673,5/23/2024 21:00,144,21,2.461631504,0.974379867,0.359862856,0.059655204,8.866195204,0.25,-0.286661324,0,0,0,0,-127.9520673,#VALUE!,
2024,May,5/23/2024,22,Broken,0.541666667,0,0,57.8,14.3,12.55333333,16.34,2.05,0.518476792,382059.0107,0.666464932,257.9940045,387.1081464,-129.1141419,5/23/2024 22:00,144,22,2.461631504,0.974379867,0.359862856,0.059655204,9.866195204,0.75,-0.40922318,0,0,0,0,-129.1141419,#VALUE!,
2024,May,5/23/2024,23,Broken,0.458333333,0,0,57.8,14.3,13.24,16.34,2.16,0.517575668,382059.0107,0.666879798,258.1546026,387.1081464,-128.9535438,5/23/2024 23:00,144,23,2.461631504,0.974379867,0.359862856,0.059655204,10.8661952,0.75,-0.489137452,0,0,0,0,-128.9535438,#VALUE!,
