year,month,date,hour,cloud_type,cloud_fraction,p01mm,precip_m,temp_F,temp_C,relh,es,ea,albedo,cumulative,eps_all,lw_down,lw_up,lw_net,datetime,J,LST,Gamma,E0,delta,Et,t_delta_SN,Ccloud,cos_Z,HK_in,HK_star,sw_net,Q_precip,,Qcum,0
2023,Nov,11/19/2023,15,Overcast,0.666666667,0,0,32,0,80.22,6.11,4.9,0.50002253,6733.878667,0.674810643,212.9951929,315.6369792,-102.6417863,11/19/2023 15:00,323,15,5.542974435,1.024501183,-0.336791688,0.24286709,3.04940709,1,0.316134935,257.529892,128.7591439,128.7591439,0,26.1173576,3826.627199,
2023,Nov,11/19/2023,16,Broken,0.458333333,0,0,33.2,0.7,76.49333333,6.41,4.91,0.500021431,6733.878667,0.674834115,215.1944516,318.8849625,-103.6905109,11/19/2023 16:00,323,16,5.542974435,1.024501183,-0.336791688,0.24286709,4.04940709,0.75,0.160488845,162.5789481,81.2859898,81.2859898,0,-22.40452114,3804.222678,
2023,Nov,11/19/2023,17,Broken,0.541666667,0,0,42.8,6,80.36,9.35,7.52,0.500020386,6733.878667,0.680211349,234.1949151,344.2972768,-110.1023617,11/19/2023 17:00,323,17,5.542974435,1.024501183,-0.336791688,0.24286709,5.04940709,0.75,-0.019945092,0,0,0,0,-110.1023617,3694.120316,
2023,Nov,11/19/2023,18,Scattered,0.666666667,0,0,42.8,6,69.46,9.35,6.5,0.500005841,6733.878667,0.678264375,233.5245772,344.2972768,-110.7726995,11/19/2023 18:00,323,18,5.542974435,1.024501183,-0.336791688,0.24286709,6.04940709,0.25,-0.212870602,0,0,0,0,-110.7726995,3583.347617,
2023,Nov,11/19/2023,19,Broken,0.625,0,0,44.6,7,86.39,10.02,8.66,0.500005556,6733.878667,0.682210337,238.2669807,349.2573594,-110.9903786,11/19/2023 19:00,323,19,5.542974435,1.024501183,-0.336791688,0.24286709,7.04940709,0.75,-0.40514013,0,0,0,0,-110.9903786,3472.357238,
2023,Nov,11/19/2023,20,Overcast,1,0,0,43.4,6.3,92.97,9.57,8.9,0.500005285,6733.878667,0.68261081,236.0329729,345.7797171,-109.7467442,11/19/2023 20:00,323,20,5.542974435,1.024501183,-0.336791688,0.24286709,8.04940709,1,-0.583650825,0,0,0,0,-109.7467442,3362.610494,
2023,Nov,11/19/2023,21,Broken,0.75,0,0,39.2,4,92.97,8.14,7.56,0.500005027,6733.878667,0.680284428,227.5794903,334.5357926,-106.9563023,11/19/2023 21:00,323,21,5.542974435,1.024501183,-0.336791688,0.24286709,9.04940709,0.75,-0.736237479,0,0,0,0,-106.9563023,3255.654191,
2023,Nov,11/19/2023,22,Overcast,0.875,0,0,38.6,3.7,92.97,7.95,7.39,0.500669664,6733.878667,0.679972241,226.4917325,333.0896746,-106.5979421,11/19/2023 22:00,323,22,5.542974435,1.024501183,-0.336791688,0.24286709,10.04940709,1,-0.852501563,0,0,0,0,-106.5979421,3149.056249,
2023,Nov,11/19/2023,23,Overcast,1,0,0,42.2,5.7,92.97,9.14,8.5,0.502653034,6733.878667,0.68193965,233.7822835,342.8196082,-109.0373246,11/19/2023 23:00,323,23,5.542974435,1.024501183,-0.336791688,0.24286709,11.04940709,1,-0.924519873,0,0,0,0,-109.0373246,3040.018925,
2023,Nov,11/20/2023,0,Overcast,1,0,0,41,5,92.97,8.73,8.11,0.504616669,6733.878667,0.681266839,231.2152983,339.3902142,-108.1749159,11/20/2023,324,0,5.560188642,1.024936016,-0.340876402,0.23882006,-11.95463994,1,-0.948693183,0,0,0,0,-108.1749159,2931.844009,
2023,Nov,11/20/2023,1,Overcast,1,0,0,32,0,92.97,6.11,5.68,0.506560766,6733.878667,0.676564939,213.5489136,315.6369792,-102.0880656,11/20/2023 1:00,324,1,5.560188642,1.024936016,-0.340876402,0.23882006,-10.95463994,1,-0.921089392,0,0,0,0,-102.0880656,2829.755943,
2023,Nov,11/20/2023,2,Broken,0.541666667,0,0,32,0,92.97,6.11,5.68,0.508485518,6733.878667,0.676564939,213.5489136,315.6369792,-102.0880656,11/20/2023 2:00,324,2,5.560188642,1.024936016,-0.340876402,0.23882006,-9.95463994,0.75,-0.844727151,0,0,0,0,-102.0880656,2727.667878,
2023,Nov,11/20/2023,3,Scattered,0.583333333,0,0,32,0,92.97,6.11,5.68,0.51039112,6733.878667,0.676564939,213.5489136,315.6369792,-102.0880656,11/20/2023 3:00,324,3,5.560188642,1.024936016,-0.340876402,0.23882006,-8.95463994,0.25,-0.724810418,0,0,0,0,-102.0880656,2625.579812,
2023,Nov,11/20/2023,4,Overcast,1,0,0,32,0,92.97,6.11,5.68,0.512277759,6733.878667,0.676564939,213.5489136,315.6369792,-102.0880656,11/20/2023 4:00,324,4,5.560188642,1.024936016,-0.340876402,0.23882006,-7.95463994,1,-0.569511322,0,0,0,0,-102.0880656,2523.491746,
2023,Nov,11/20/2023,5,Overcast,1,0,0,30.8,-0.7,97.65666667,5.82,5.68,0.514145627,6733.878667,0.676564939,211.3682715,312.4138708,-101.0455994,11/20/2023 5:00,324,5,5.560188642,1.024936016,-0.340876402,0.23882006,-6.95463994,1,-0.389413239,0,0,0,0,-101.0455994,2422.446147,
2023,Nov,11/20/2023,6,Overcast,0.666666667,0,0,30.2,-1,100,5.68,5.68,0.515994909,6733.878667,0.676564939,210.4388411,311.0401219,-100.6012808,11/20/2023 6:00,324,6,5.560188642,1.024936016,-0.340876402,0.23882006,-5.95463994,1,-0.196789556,0,0,0,0,-100.6012808,2321.844866,
2023,Nov,11/20/2023,7,Overcast,0.791666667,0,0,30.2,-1,100,5.68,5.68,0.51782579,6733.878667,0.676564939,210.4388411,311.0401219,-100.6012808,11/20/2023 7:00,324,7,5.560188642,1.024936016,-0.340876402,0.23882006,-4.95463994,1,-0.004767258,0,0,0,0,-100.6012808,2221.243585,
2023,Nov,11/20/2023,8,Scattered,0.375,0,0,30.2,-1,100,5.68,5.68,0.519638454,6733.878667,0.676564939,210.4388411,311.0401219,-100.6012808,11/20/2023 8:00,324,8,5.560188642,1.024936016,-0.340876402,0.23882006,-3.95463994,0.25,0.173567652,189.6831095,91.11647173,91.11647173,0,-9.48480908,2211.758776,
2023,Nov,11/20/2023,9,Scattered,0.666666667,0,0,30.2,-1,92.92,5.68,5.28,0.521433081,6733.878667,0.675683981,210.1648278,311.0401219,-100.8752941,11/20/2023 9:00,324,9,5.560188642,1.024936016,-0.340876402,0.23882006,-2.95463994,0.25,0.326061945,265.7293714,127.1692866,127.1692866,0,26.29399243,2238.052769,
2023,Nov,11/20/2023,10,Scattered,0.375,0,0,30.2,-1,92.92,5.68,5.28,0.522568147,6733.878667,0.675683981,210.1648278,311.0401219,-100.8752941,11/20/2023 10:00,324,10,5.560188642,1.024936016,-0.340876402,0.23882006,-1.95463994,0.25,0.442323386,483.3923507,230.7869057,230.7869057,0,129.9116116,2367.96438,
2023,Nov,11/20/2023,11,Scattered,0.375,0,0,30.2,-1,92.92,5.68,5.28,0.500008289,6733.878667,0.675683981,210.1648278,311.0401219,-100.8752941,11/20/2023 11:00,324,11,5.560188642,1.024936016,-0.340876402,0.23882006,-0.95463994,0.25,0.514428952,562.1927934,281.0917367,281.0917367,0,180.2164425,2548.180823,
2023,Nov,11/20/2023,12,Scattered,0.458333333,0,0,30.2,-1,90.70666667,5.68,5.15,0.500007884,6733.878667,0.675389407,210.0732034,311.0401219,-100.9669185,11/20/2023 12:00,324,12,5.560188642,1.024936016,-0.340876402,0.23882006,0.04536006,0.25,0.537464765,544.6954492,272.3434302,272.3434302,0,171.3765117,2719.557335,
2023,Nov,11/20/2023,13,Broken,0.541666667,0,0,30.2,-1,84.21,5.68,4.78,0.5000075,6733.878667,0.674526805,209.8048997,311.0401219,-101.2352222,11/20/2023 13:00,324,13,5.560188642,1.024936016,-0.340876402,0.23882006,1.04536006,0.75,0.509860975,476.2399042,238.1163803,238.1163803,0,136.8811581,2856.438493,
2023,Nov,11/20/2023,14,Broken,0.458333333,0,0,30.2,-1,84.21,5.68,4.78,0.500007134,6733.878667,0.674526805,209.8048997,311.0401219,-101.2352222,11/20/2023 14:00,324,14,5.560188642,1.024936016,-0.340876402,0.23882006,2.04536006,0.75,0.433498733,439.3307293,219.6622304,219.6622304,0,118.4270082,2974.865501,
2023,Nov,11/20/2023,15,Scattered,0.375,0,0,30.2,-1,78.13333333,5.68,4.44,0.500006786,6733.878667,0.67369971,209.5476401,311.0401219,-101.4924819,11/20/2023 15:00,324,15,5.560188642,1.024936016,-0.340876402,0.23882006,3.04536006,0.25,0.313582001,342.6975494,171.3464491,171.3464491,0,69.85396726,3044.719468,
2023,Nov,11/20/2023,16,Scattered,0.458333333,0,0,30.2,-1,80.07,5.68,4.55,0.500006455,6733.878667,0.673971144,209.6320667,311.0401219,-101.4080552,11/20/2023 16:00,324,16,5.560188642,1.024936016,-0.340876402,0.23882006,4.04536006,0.25,0.158282905,160.4123348,80.20513196,80.20513196,0,-21.20292327,3023.516545,
2023,Nov,11/20/2023,17,Scattered,0.458333333,0,0,33.8,1,76.39333333,6.57,5.02,0.50000614,6733.878667,0.675090518,216.2210976,320.2846018,-104.0635042,11/20/2023 17:00,324,17,5.560188642,1.024936016,-0.340876402,0.23882006,5.04536006,0.25,-0.021815178,0,0,0,0,-104.0635042,2919.453041,
2023,Nov,11/20/2023,18,Scattered,0.541666667,0,0,35.6,2,78.19333333,7.06,5.52,0.516924668,6733.878667,0.676217004,219.7592755,324.9833622,-105.2240867,11/20/2023 18:00,324,18,5.560188642,1.024936016,-0.340876402,0.23882006,6.04536006,0.25,-0.214438862,0,0,0,0,-105.2240867,2814.228954,
2023,Nov,11/20/2023,19,Scattered,0.375,0,0,32,0,67.35666667,6.11,4.12,0.516391929,6733.878667,0.672887564,212.3881979,315.6369792,-103.2487813,11/20/2023 19:00,324,19,5.560188642,1.024936016,-0.340876402,0.23882006,7.04536006,0.25,-0.406461159,0,0,0,0,-103.2487813,2710.980173,
2023,Nov,11/20/2023,20,Scattered,0.375,0,0,32,0,67.35666667,6.11,4.12,0.517926935,6733.878667,0.672887564,212.3881979,315.6369792,-103.2487813,11/20/2023 20:00,324,20,5.560188642,1.024936016,-0.340876402,0.23882006,8.04536006,0.25,-0.584796069,0,0,0,0,-103.2487813,2607.731391,
2023,Nov,11/20/2023,21,Broken,0.541666667,0,0,32,0,59.27,6.11,3.62,0.519738593,6733.878667,0.671543413,211.9639343,315.6369792,-103.6730449,11/20/2023 21:00,324,21,5.560188642,1.024936016,-0.340876402,0.23882006,9.04536006,0.75,-0.737290362,0,0,0,0,-103.6730449,2504.058346,
2023,Nov,11/20/2023,22,Overcast,0.75,0,0,32,0,67.35666667,6.11,4.12,0.521532224,6733.878667,0.672887564,212.3881979,315.6369792,-103.2487813,11/20/2023 22:00,324,22,5.560188642,1.024936016,-0.340876402,0.23882006,10.04536006,1,-0.853551804,0,0,0,0,-103.2487813,2400.809565,
2023,Nov,11/20/2023,23,Scattered,0.541666667,0,0,32,0,63.99,6.11,3.91,0.523308008,6733.878667,0.672334937,212.2137686,315.6369792,-103.4232106,11/20/2023 23:00,324,23,5.560188642,1.024936016,-0.340876402,0.23882006,11.04536006,0.25,-0.925657369,0,0,0,0,-103.4232106,2297.386355,
2023,Nov,11/21/2023,0,Overcast,0.666666667,0,0,32,0,62.41666667,6.11,3.81,0.525066122,6733.878667,0.672065867,212.12884,315.6369792,-103.5081392,11/21/2023,325,0,5.577402848,1.025363481,-0.344857211,0.23456853,-11.95889147,1,-0.949953183,0,0,0,0,-103.5081392,2193.878215,
2023,Nov,11/21/2023,1,Broken,0.458333333,0,0,32,0,69.15666667,6.11,4.23,0.526806744,6733.878667,0.673170662,212.4775543,315.6369792,-103.1594249,11/21/2023 1:00,325,1,5.577402848,1.025363481,-0.344857211,0.23456853,-10.95889147,0.75,-0.922602034,0,0,0,0,-103.1594249,2090.718791,
2023,Nov,11/21/2023,2,Scattered,0.458333333,0,0,31.4,-0.3,74.38,5.96,4.44,0.528530045,6733.878667,0.67369971,211.7118914,314.2526086,-102.5407172,11/21/2023 2:00,325,2,5.577402848,1.025363481,-0.344857211,0.23456853,-9.95889147,0.25,-0.846546488,0,0,0,0,-102.5407172,1988.178073,
2023,Nov,11/21/2023,3,Scattered,0.458333333,0,0,30.2,-1,78.13333333,5.68,4.44,0.5302362,6733.878667,0.67369971,209.5476401,311.0401219,-101.4924819,11/21/2023 3:00,325,3,5.577402848,1.025363481,-0.344857211,0.23456853,-8.95889147,0.25,-0.726969604,0,0,0,0,-101.4924819,1886.685591,
2023,Nov,11/21/2023,4,Clear,0,0,0,29,-1.7,80.12,5.41,4.33,0.531925378,6733.878667,0.673424412,207.3152734,307.8523285,-100.5370551,11/21/2023 4:00,325,4,5.577402848,1.025363481,-0.344857211,0.23456853,-7.95889147,0,-0.572020351,0,0,0,0,-100.5370551,1786.148536,
2023,Nov,11/21/2023,5,Clear,0,0,0,27.8,-2.3,81.97,5.15,4.22,0.533597748,6733.878667,0.6731451,205.4031538,305.1394918,-99.73633799,11/21/2023 5:00,325,5,5.577402848,1.025363481,-0.344857211,0.23456853,-6.95889147,0,-0.392258262,0,0,0,0,-99.73633799,1686.412198,
2023,Nov,11/21/2023,6,Clear,0,0,0,26,-3.3,83.93333333,4.78,4.01,0.535253478,6733.878667,0.672600139,202.2226052,300.6579891,-98.43538398,11/21/2023 6:00,325,6,5.577402848,1.025363481,-0.344857211,0.23456853,-5.95889147,0,-0.199933828,0,0,0,0,-98.43538398,1587.976814,
2023,Nov,11/21/2023,7,Scattered,0.458333333,0,0,24.2,-4.3,85.92333333,4.43,3.81,0.536892734,6733.878667,0.672065867,199.0834054,296.2260327,-97.14262728,11/21/2023 7:00,325,7,5.577402848,1.025363481,-0.344857211,0.23456853,-4.95889147,0.25,-0.008153641,0,0,0,0,-97.14262728,1490.834187,
2023,Nov,11/21/2023,8,Clear,0,0,0,23,-5,83.72333333,4.21,3.53,0.538515678,6733.878667,0.671290533,196.7907979,293.1529468,-96.3621489,11/21/2023 8:00,325,8,5.577402848,1.025363481,-0.344857211,0.23456853,-3.95889147,0,0.170012796,246.6427307,113.8217534,113.8217534,0,17.45960445,1508.293792,
2023,Nov,11/21/2023,9,Clear,0,0,0,21.2,-6,81.45333333,3.9,3.18,0.540122474,6733.878667,0.670270983,193.5771946,288.8043784,-95.22718378,11/21/2023 9:00,325,9,5.577402848,1.025363481,-0.344857211,0.23456853,-2.95889147,0,0.322423735,467.7499128,215.1076727,215.1076727,0,119.8804889,1628.17428,
2023,Nov,11/21/2023,10,Clear,0,0,0,21.2,-6,81.45333333,3.9,3.18,0.541713282,6733.878667,0.670270983,193.5771946,288.8043784,-95.22718378,11/21/2023 10:00,325,10,5.577402848,1.025363481,-0.344857211,0.23456853,-1.95889147,0,0.438692623,636.4247221,291.6649971,291.6649971,0,196.4378133,1824.612094,
2023,Nov,11/21/2023,11,Clear,0,0,0,21.2,-6,79.31,3.9,3.1,0.523686847,6733.878667,0.670029219,193.5073722,288.8043784,-95.29700619,11/21/2023 11:00,325,11,5.577402848,1.025363481,-0.344857211,0.23456853,-0.95889147,0,0.510895926,741.172249,353.0300908,353.0300908,0,257.7330846,2082.345178,
2023,Nov,11/21/2023,12,Clear,0,0,0,20.6,-6.3,79.26,3.81,3.02,0.522845912,6733.878667,0.669783942,192.5691081,287.5092935,-94.94018544,11/21/2023 12:00,325,12,5.577402848,1.025363481,-0.344857211,0.23456853,0.04110853,0,0.53411311,774.8541227,369.7248123,369.7248123,0,274.7846268,2357.129805,
2023,Nov,11/21/2023,13,Clear,0,0,0,20,-6.7,79.21,3.71,2.94,0.521731704,6733.878667,0.669535011,191.3459388,285.7892951,-94.44335626,11/21/2023 13:00,325,13,5.577402848,1.025363481,-0.344857211,0.23456853,1.04110853,0,0.506761961,735.1749793,351.6108846,351.6108846,0,257.1675283,2614.297334,
2023,Nov,11/21/2023,14,Clear,0,0,0,19.4,-7,79.16,3.61,2.86,0.520671837,6733.878667,0.669282274,190.4137315,284.5043696,-94.09063805,11/21/2023 14:00,325,14,5.577402848,1.025363481,-0.344857211,0.23456853,2.04110853,0,0.430706414,624.8388866,299.5028757,299.5028757,0,205.4122377,2819.709571,
2023,Nov,11/21/2023,15,Clear,0,0,0,20,-6.7,77.21333333,3.71,2.86,0.519663659,6733.878667,0.669282274,191.2737094,285.7892951,-94.51558569,11/21/2023 15:00,325,15,5.577402848,1.025363481,-0.344857211,0.23456853,3.04110853,0,0.311129531,451.3650672,216.8070448,216.8070448,0,122.2914592,2942.00103,
2023,Nov,11/21/2023,16,Clear,0,0,0,23,-5,73.51,4.21,3.1,0.518704651,6733.878667,0.670029219,196.4210401,293.1529468,-96.73190671,11/21/2023 16:00,325,16,5.577402848,1.025363481,-0.344857211,0.23456853,4.04110853,0,0.156180277,226.5754751,109.0497224,109.0497224,0,12.31781566,2954.318846,
2023,Nov,11/21/2023,17,Clear,0,0,0,30.8,-0.7,68.6,5.82,3.99,0.517792415,6733.878667,0.672547401,210.1131368,312.4138708,-102.300734,11/21/2023 17:00,325,17,5.577402848,1.025363481,-0.344857211,0.23456853,5.04110853,0,-0.023581811,0,0,0,0,-102.300734,2852.018112,
2023,Nov,11/21/2023,18,Clear,0,0,0,30.8,-0.7,56.25,5.82,3.27,0.530507956,6733.878667,0.670538932,209.4856633,312.4138708,-102.9282075,11/21/2023 18:00,325,18,5.577402848,1.025363481,-0.344857211,0.23456853,6.04110853,0,-0.215906245,0,0,0,0,-102.9282075,2749.089904,
2023,Nov,11/21/2023,19,Clear,0,3.81,0.0381,32,0,42.82666667,6.11,2.62,0.529020065,6733.878667,0.668499558,211.0031812,315.6369792,-104.633798,11/21/2023 19:00,325,19,5.577402848,1.025363481,-0.344857211,0.23456853,7.04110853,0,-0.407686432,0,0,0,0,-104.633798,2644.456107,
2023,Nov,11/21/2023,20,Clear,0,1.016,0.01016,32,0,46.42333333,6.11,2.84,0.529676412,6733.878667,0.669218477,211.2300985,315.6369792,-104.4068807,11/21/2023 20:00,325,20,5.577402848,1.025363481,-0.344857211,0.23456853,8.04110853,0,-0.585852869,0,0,0,0,-104.4068807,2540.049226,
2023,Nov,11/21/2023,21,Clear,0,0,0,32,0,44.13,6.11,2.7,0.53137116,6733.878667,0.668764728,211.0868784,315.6369792,-104.5501007,11/21/2023 21:00,325,21,5.577402848,1.025363481,-0.344857211,0.23456853,9.04110853,0,-0.738263809,0,0,0,0,-104.5501007,2435.499125,
2023,Nov,11/21/2023,22,Clear,0,0,0,32,0,46.05333333,6.11,2.81,0.533049045,6733.878667,0.66912231,211.1997447,315.6369792,-104.4372345,11/21/2023 22:00,325,22,5.577402848,1.025363481,-0.344857211,0.23456853,10.04110853,0,-0.854532696,0,0,0,0,-104.4372345,2331.061891,
2023,Nov,11/21/2023,23,Clear,0,0,0,32,0,49.07,6.11,3,0.534710235,6733.878667,0.669722058,211.3890472,315.6369792,-104.247932,11/21/2023 23:00,325,23,5.577402848,1.025363481,-0.344857211,0.23456853,11.04110853,0,-0.926736,0,0,0,0,-104.247932,2226.813959,
2023,Nov,11/22/2023,0,Clear,0,0,0,32,0,57.06333333,6.11,3.49,0.536354896,6733.878667,0.671176977,211.8482734,315.6369792,-103.7887058,11/22/2023,326,0,5.594617054,1.025783429,-0.348732359,0.230116169,-11.96334383,0,-0.95116496,0,0,0,0,-103.7887058,2123.025253,
2023,Nov,11/22/2023,1,Clear,0,0,0,33.2,0.7,65.83333333,6.41,4.22,0.537983191,6733.878667,0.6731451,214.6558501,318.8849625,-104.2291124,11/22/2023 1:00,326,1,5.594617054,1.025783429,-0.348732359,0.230116169,-10.96334383,0,-0.924075338,0,0,0,0,-104.2291124,2018.79614,
2023,Nov,11/22/2023,2,Clear,0,0,0,32,0,69.04,6.11,4.22,0.539595286,6733.878667,0.6731451,212.469486,315.6369792,-103.1674932,11/22/2023 2:00,326,2,5.594617054,1.025783429,-0.348732359,0.230116169,-9.963343831,0,-0.848333668,0,0,0,0,-103.1674932,1915.628647,
2023,Nov,11/22/2023,3,Clear,0,0,0,30.2,-1,74.26,5.68,4.22,0.541191339,6733.878667,0.6731451,209.3751341,311.0401219,-101.6649879,11/22/2023 3:00,326,3,5.594617054,1.025783429,-0.348732359,0.230116169,-8.963343831,0,-0.729101619,0,0,0,0,-101.6649879,1813.963659,
2023,Nov,11/22/2023,4,Clear,0,0,0,29.6,-1.3,72.39,5.54,4.01,0.542771512,6733.878667,0.672600139,208.284696,309.6709085,-101.3862125,11/22/2023 4:00,326,4,5.594617054,1.025783429,-0.348732359,0.230116169,-7.963343831,0,-0.574504658,0,0,0,0,-101.3862125,1712.577447,
2023,Nov,11/22/2023,5,Clear,0,0,0,28.4,-2,74.08,5.28,3.91,0.544335961,6733.878667,0.672334937,206.066395,306.4936591,-100.427264,11/22/2023 5:00,326,5,5.594617054,1.025783429,-0.348732359,0.230116169,-6.963343831,0,-0.395078313,0,0,0,0,-100.427264,1612.150183,
2023,Nov,11/22/2023,6,Clear,0,0,0,28.4,-2,72.25666667,5.28,3.81,0.545884844,6733.878667,0.672065867,205.9839266,306.4936591,-100.5097324,11/22/2023 6:00,326,6,5.594617054,1.025783429,-0.348732359,0.230116169,-5.963343831,0,-0.203050193,0,0,0,0,-100.5097324,1511.64045,
2023,Nov,11/22/2023,7,Clear,0,0,0,26.6,-3,73.89,4.9,3.62,0.547418316,6733.878667,0.671543413,202.8042444,301.9972209,-99.19297647,11/22/2023 7:00,326,7,5.594617054,1.025783429,-0.348732359,0.230116169,-4.963343831,0,-0.011506696,0,0,0,0,-99.19297647,1412.447474,
2023,Nov,11/22/2023,8,Clear,0,0,0,27.2,-2.7,72.13,5.02,3.62,0.548936529,6733.878667,0.671543413,203.7065978,303.3409217,-99.63432385,11/22/2023 8:00,326,8,5.594617054,1.025783429,-0.348732359,0.230116169,-3.963343831,0,0.166498804,241.6438029,108.9966925,108.9966925,0,9.362368635,1421.809843,
2023,Nov,11/22/2023,9,Clear,0,0,0,26.6,-3,70.23,4.9,3.44,0.549995834,6733.878667,0.671033997,202.6504021,301.9972209,-99.34681873,11/22/2023 9:00,326,9,5.594617054,1.025783429,-0.348732359,0.230116169,-2.963343831,0,0.318835527,462.7338301,208.2321513,208.2321513,0,108.8853326,1530.695175,
2023,Nov,11/22/2023,10,Clear,0,0,0,26,-3.3,70.16666667,4.78,3.35,0.547984635,6733.878667,0.670773659,201.6734596,300.6579891,-98.98452955,11/22/2023 10:00,326,10,5.594617054,1.025783429,-0.348732359,0.230116169,-1.963343831,0,0.435121978,631.5032109,285.4491544,285.4491544,0,186.4646248,1717.1598,
2023,Nov,11/22/2023,11,Clear,0,0,0,27.8,-2.3,65.14,5.15,3.35,0.542875927,6733.878667,0.670773659,204.6795335,305.1394918,-100.4599583,11/22/2023 11:00,326,11,5.594617054,1.025783429,-0.348732359,0.230116169,-0.963343831,0,0.507433425,736.4505908,336.6492936,336.6492936,0,236.1893353,1953.349135,
2023,Nov,11/22/2023,12,Clear,0,0,0,26.6,-3,63.27,4.9,3.1,0.541181433,6733.878667,0.670029219,202.3469621,301.9972209,-99.65025874,11/22/2023 12:00,326,12,5.594617054,1.025783429,-0.348732359,0.230116169,0.036656169,0,0.530841965,770.4239792,353.4848261,353.4848261,0,253.8345674,2207.183703,
2023,Nov,11/22/2023,13,Clear,0,0,0,26,-3.3,61.72,4.78,2.95,0.539172991,6733.878667,0.669566332,201.3104671,300.6579891,-99.34752208,11/22/2023 13:00,326,13,5.594617054,1.025783429,-0.348732359,0.230116169,1.036656169,0,0.503752343,731.1081461,336.9143802,336.9143802,0,237.5668581,2444.750561,
2023,Nov,11/22/2023,14,Clear,0,0,0,27.8,-2.3,58.77666667,5.15,3.03,0.537262501,6733.878667,0.669814799,204.3869473,305.1394918,-100.7525445,11/22/2023 14:00,326,14,5.594617054,1.025783429,-0.348732359,0.230116169,2.036656169,0,0.428010673,621.1824003,287.4443903,287.4443903,0,186.6918458,2631.442407,
2023,Nov,11/22/2023,15,Clear,0,0,0,27.2,-2.7,57.09666667,5.02,2.87,0.535445188,6733.878667,0.66931408,203.0303499,303.3409217,-100.3105718,11/22/2023 15:00,326,15,5.594617054,1.025783429,-0.348732359,0.230116169,3.036656169,0,0.308778624,448.1379998,208.1846642,208.1846642,0,107.8740925,2739.316499,
2023,Nov,11/22/2023,16,Clear,0,0,0,30.8,-0.7,50.66,5.82,2.95,0.533716505,6733.878667,0.669566332,209.1818097,312.4138708,-103.2320612,11/22/2023 16:00,326,16,5.594617054,1.025783429,-0.348732359,0.230116169,4.036656169,0,0.154181664,223.7676345,104.3391547,104.3391547,0,1.107093513,2740.423593,
2023,Nov,11/22/2023,17,Clear,0,0,0,27.2,-2.7,48.48,5.02,2.43,0.532072132,6733.878667,0.66785124,202.5866106,303.3409217,-100.7543111,11/22/2023 17:00,326,17,5.594617054,1.025783429,-0.348732359,0.230116169,5.036656169,0,-0.025244681,0,0,0,0,-100.7543111,2639.669282,
2023,Nov,11/22/2023,18,Clear,0,0,0,30.8,-0.7,39.12,5.82,2.28,0.532165063,6733.878667,0.667319351,208.4798216,312.4138708,-103.9340493,11/22/2023 18:00,326,18,5.594617054,1.025783429,-0.348732359,0.230116169,6.036656169,0,-0.217272802,0,0,0,0,-103.9340493,2535.735232,
2023,Nov,11/22/2023,19,Clear,0,0,0,35,1.7,34.67333333,6.89,2.39,0.530596354,6733.878667,0.667711216,216.0502114,323.5683424,-107.518131,11/22/2023 19:00,326,19,5.594617054,1.025783429,-0.348732359,0.230116169,7.036656169,0,-0.408816298,0,0,0,0,-107.518131,2428.217101,
2023,Nov,11/22/2023,20,Clear,0,0,0,36.2,2.3,30.73333333,7.23,2.22,0.529104153,6733.878667,0.667101208,217.7438477,326.403018,-108.6591704,11/22/2023 20:00,326,20,5.594617054,1.025783429,-0.348732359,0.230116169,8.036656169,0,-0.586821799,0,0,0,0,-108.6591704,2319.557931,
2023,Nov,11/22/2023,21,Clear,0,0,0,36.2,2.3,28.49,7.23,2.06,0.528028387,6733.878667,0.666503144,217.5486378,326.403018,-108.8543803,11/22/2023 21:00,326,21,5.594617054,1.025783429,-0.348732359,0.230116169,9.036656169,0,-0.739158522,0,0,0,0,-108.8543803,2210.703551,
2023,Nov,11/22/2023,22,Clear,0,0,0,39.2,4,28.59,8.14,2.33,0.529044917,6733.878667,0.667498734,223.3022182,334.5357926,-111.2335744,11/22/2023 22:00,326,22,5.594617054,1.025783429,-0.348732359,0.230116169,10.03665617,0,-0.855444972,0,0,0,0,-111.2335744,2099.469976,
2023,Nov,11/22/2023,23,Clear,0,0,0,37.4,3,31.51333333,7.58,2.39,0.529003319,6733.878667,0.667711216,220.1668458,329.7336341,-109.5667883,11/22/2023 23:00,326,23,5.594617054,1.025783429,-0.348732359,0.230116169,11.03665617,0,-0.92775642,0,0,0,0,-109.5667883,1989.903188,
2023,Nov,11/23/2023,0,Clear,0,0,0,36.2,2.3,41.53666667,7.23,3,0.530704764,6733.878667,0.669722058,218.5993009,326.403018,-107.8037171,11/23/2023,327,0,5.611831261,1.026195714,-0.352500122,0.225466862,-11.96799314,0,-0.952328996,0,0,0,0,-107.8037171,1882.099471,
2023,Nov,11/23/2023,1,Clear,0,0,0,36.2,2.3,50.15333333,7.23,3.63,0.53238928,6733.878667,0.671571291,219.2028962,326.403018,-107.2001218,11/23/2023 1:00,327,1,5.611831261,1.026195714,-0.352500122,0.225466862,-10.96799314,0,-0.925509521,0,0,0,0,-107.2001218,1774.899349,
