station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
TEX,2023-12-14 10:35,30.20,28.40,92.92,270.00,4.00,0.00,30.18,M,1.00,M,OVC,M,M,M,500.00,M,M,M,-SN,M,M,M,M,M,M,25.32,KTEX 141035Z AUTO 27004KT 1SM -SN OVC005 M01/M02 A3018 RMK AO2,M
TEX,2023-12-14 10:55,30.20,28.40,92.92,280.00,4.00,0.00,30.18,M,1.00,M,SCT,OVC,M,M,300.00,1200.00,M,M,SN,M,M,M,M,M,M,25.32,KTEX 141055Z AUTO 28004KT 1SM SN SCT003 OVC012 M01/M02 A3018 RMK AO2,M
TEX,2023-12-14 11:15,30.20,28.40,92.92,260.00,4.00,0.00,30.18,M,1.50,M,SCT,OVC,M,M,300.00,1200.00,M,M,-SN,M,M,M,M,M,M,25.32,KTEX 141115Z AUTO 26004KT 1 1/2SM -SN SCT003 OVC012 M01/M02 A3018 RMK AO2,M
TEX,2023-12-14 11:35,30.20,28.40,92.92,260.00,5.00,0.00,30.18,M,0.50,M,OVC,M,M,M,300.00,M,M,M,+SN,M,M,M,M,M,M,24.26,KTEX 141135Z AUTO 26005KT 1/2SM +SN OVC003 M01/M02 A3018 RMK AO2,M
TEX,2023-12-14 11:55,30.20,28.40,92.92,280.00,6.00,0.00,30.18,M,1.25,M,OVC,M,M,M,300.00,M,M,M,SN,M,M,M,M,M,M,23.36,KTEX 141155Z AUTO 28006KT 1 1/4SM SN OVC003 M01/M02 A3018 RMK AO2,M
TEX,2023-12-14 12:15,30.20,28.40,92.92,280.00,4.00,0.00,30.18,M,1.25,M,SCT,OVC,M,M,300.00,1000.00,M,M,SN,M,M,M,M,M,M,25.32,KTEX 141215Z AUTO 28004KT 1 1/4SM SN SCT003 OVC010 M01/M02 A3018 RMK AO2,M
TEX,2023-12-14 12:35,28.40,26.60,92.86,270.00,4.00,0.00,30.19,M,1.25,M,SCT,OVC,M,M,300.00,1000.00,M,M,-SN,M,M,M,M,M,M,23.22,KTEX 141235Z AUTO 27004KT 1 1/4SM -SN SCT003 OVC010 M02/M03 A3019 RMK AO2,M
TEX,2023-12-14 12:55,28.40,26.60,92.86,270.00,3.00,0.00,30.19,M,2.50,M,SCT,BKN,OVC,M,300.00,1400.00,2300.00,M,-SN,M,M,M,M,M,M,24.57,KTEX 141255Z AUTO 27003KT 2 1/2SM -SN SCT003 BKN014 OVC023 M02/M03 A3019 RMK AO2,M
TEX,2023-12-14 13:15,28.40,26.60,92.86,0.00,0.00,0.00,30.20,M,2.50,M,SCT,OVC,M,M,1600.00,2400.00,M,M,-SN,M,M,M,M,M,M,28.40,KTEX 141315Z AUTO 00000KT 2 1/2SM -SN SCT016 OVC024 M02/M03 A3020 RMK AO2,M
TEX,2023-12-14 13:35,28.40,26.60,92.86,0.00,0.00,0.00,30.21,M,3.00,M,SCT,BKN,OVC,M,300.00,1800.00,2500.00,M,-SN,M,M,M,M,M,M,28.40,KTEX 141335Z AUTO 00000KT 3SM -SN SCT003 BKN018 OVC025 M02/M03 A3021 RMK AO2,M
TEX,2023-12-14 13:55,28.40,26.60,92.86,0.00,0.00,0.00,30.20,M,10.00,M,SCT,OVC,M,M,300.00,1800.00,M,M,-SN,M,M,M,M,M,M,28.40,KTEX 141355Z AUTO 00000KT 10SM -SN SCT003 OVC018 M02/M03 A3020 RMK AO2,M
TEX,2023-12-14 14:15,28.40,26.60,92.86,110.00,3.00,0.00,30.20,M,10.00,M,SCT,SCT,SCT,M,300.00,2000.00,12000.00,M,M,M,M,M,M,M,M,24.57,KTEX 141415Z AUTO 11003KT 10SM SCT003 SCT020 SCT120 M02/M03 A3020 RMK AO2,M
TEX,2023-12-14 14:35,28.40,24.80,86.18,0.00,0.00,0.00,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.40,KTEX 141435Z AUTO 00000KT 10SM CLR M02/M04 A3020 RMK AO2,M
TEX,2023-12-14 14:55,26.60,23.00,86.07,120.00,6.00,0.00,30.20,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.03,KTEX 141455Z AUTO 12006KT 10SM CLR M03/M05 A3020 RMK AO2,M
TEX,2023-12-14 15:15,26.60,24.80,92.80,120.00,4.00,0.00,30.20,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,21.11,KTEX 141515Z AUTO 12004KT M1/4SM FZFG OVC001 M03/M04 A3020 RMK AO2,M
TEX,2023-12-14 15:35,26.60,23.00,86.07,160.00,5.00,0.00,30.20,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,19.98,KTEX 141535Z AUTO 16005KT M1/4SM FZFG OVC001 M03/M05 A3020 RMK AO2,M
TEX,2023-12-14 15:55,26.60,26.60,100.00,160.00,3.00,0.00,30.21,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,22.52,KTEX 141555Z AUTO 16003KT M1/4SM FZFG OVC001 M03/M03 A3021 RMK AO2,M
TEX,2023-12-14 16:15,26.60,24.80,92.80,0.00,0.00,0.00,30.22,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,26.60,KTEX 141615Z AUTO 00000KT M1/4SM FZFG OVC001 M03/M04 A3022 RMK AO2,M
TEX,2023-12-14 16:35,28.40,26.60,92.86,250.00,5.00,0.00,30.23,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,22.12,KTEX 141635Z AUTO 25005KT M1/4SM FZFG OVC001 M02/M03 A3023 RMK AO2,M
TEX,2023-12-14 16:55,28.40,26.60,92.86,280.00,5.00,0.00,30.24,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,22.12,KTEX 141655Z AUTO 28005KT M1/4SM FZFG OVC001 M02/M03 A3024 RMK AO2,M
TEX,2023-12-14 17:15,28.40,26.60,92.86,300.00,5.00,0.00,30.24,M,3.00,M,OVC,M,M,M,300.00,M,M,M,BR,M,M,M,M,M,M,22.12,KTEX 141715Z AUTO 30005KT 3SM BR OVC003 M02/M03 A3024 RMK AO2,M
TEX,2023-12-14 17:35,28.40,26.60,92.86,280.00,8.00,0.00,30.25,M,0.50,M,OVC,M,M,M,300.00,M,M,M,FZFG,M,M,M,M,M,M,19.68,KTEX 141735Z AUTO 28008KT 1/2SM FZFG OVC003 M02/M03 A3025 RMK AO2,M
TEX,2023-12-14 17:55,28.40,26.60,92.86,290.00,5.00,0.00,30.25,M,7.00,M,OVC,M,M,M,300.00,M,M,M,M,M,M,M,M,M,M,22.12,KTEX 141755Z AUTO 29005KT 7SM OVC003 M02/M03 A3025 RMK AO2,M
TEX,2023-12-14 18:15,30.20,28.40,92.92,280.00,6.00,0.00,30.25,M,10.00,M,SCT,OVC,M,M,300.00,1100.00,M,M,M,M,M,M,M,M,M,23.36,KTEX 141815Z AUTO 28006KT 10SM SCT003 OVC011 M01/M02 A3025 RMK AO2,M
TEX,2023-12-14 18:35,30.20,28.40,92.92,0.00,0.00,0.00,30.24,M,10.00,M,SCT,OVC,M,M,300.00,1100.00,M,M,M,M,M,M,M,M,M,30.20,KTEX 141835Z AUTO 00000KT 10SM SCT003 OVC011 M01/M02 A3024 RMK AO2,M
TEX,2023-12-14 18:55,30.20,28.40,92.92,280.00,4.00,0.00,30.24,M,10.00,M,SCT,BKN,OVC,M,300.00,900.00,2000.00,M,M,M,M,M,M,M,M,25.32,KTEX 141855Z AUTO 28004KT 10SM SCT003 BKN009 OVC020 M01/M02 A3024 RMK AO2,M
TEX,2023-12-14 19:15,30.20,28.40,92.92,280.00,7.00,0.00,30.23,M,4.00,M,BKN,BKN,OVC,M,300.00,800.00,1800.00,M,BR,M,M,M,M,M,M,22.59,KTEX 141915Z AUTO 28007KT 4SM BR BKN003 BKN008 OVC018 M01/M02 A3023 RMK AO2,M
TEX,2023-12-14 19:35,30.20,28.40,92.92,290.00,4.00,0.00,30.22,M,10.00,M,BKN,OVC,M,M,300.00,1600.00,M,M,M,M,M,M,M,M,M,25.32,KTEX 141935Z AUTO 29004KT 10SM BKN003 OVC016 M01/M02 A3022 RMK AO2,M
TEX,2023-12-14 19:55,30.20,28.40,92.92,290.00,8.00,0.00,30.22,M,10.00,M,BKN,BKN,OVC,M,300.00,1400.00,1900.00,M,M,M,M,M,M,M,M,21.90,KTEX 141955Z AUTO 29008KT 10SM BKN003 BKN014 OVC019 M01/M02 A3022 RMK AO2,M
TEX,2023-12-14 20:15,30.20,28.40,92.92,270.00,8.00,0.00,30.22,M,10.00,M,SCT,SCT,OVC,M,300.00,1100.00,2000.00,M,M,M,M,M,M,M,M,21.90,KTEX 142015Z AUTO 27008KT 10SM SCT003 SCT011 OVC020 M01/M02 A3022 RMK AO2,M
TEX,2023-12-14 20:35,30.20,28.40,92.92,280.00,11.00,0.00,30.22,M,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,20.19,KTEX 142035Z AUTO 28011KT 10SM OVC023 M01/M02 A3022 RMK AO2,M
TEX,2023-12-14 20:55,30.20,26.60,86.28,270.00,9.00,0.00,30.22,M,10.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,21.28,KTEX 142055Z AUTO 27009KT 10SM OVC023 M01/M03 A3022 RMK AO2,M
TEX,2023-12-14 21:15,30.20,26.60,86.28,280.00,10.00,0.00,30.22,M,10.00,M,BKN,OVC,M,M,2500.00,3600.00,M,M,M,M,M,M,M,M,M,20.71,KTEX 142115Z AUTO 28010KT 10SM BKN025 OVC036 M01/M03 A3022 RMK AO2,M
TEX,2023-12-14 21:35,30.20,26.60,86.28,280.00,8.00,0.00,30.23,M,10.00,M,BKN,OVC,M,M,3000.00,3600.00,M,M,M,M,M,M,M,M,M,21.90,KTEX 142135Z AUTO 28008KT 10SM BKN030 OVC036 M01/M03 A3023 RMK AO2,M
TEX,2023-12-14 21:55,32.00,26.60,80.22,270.00,3.00,0.00,30.24,M,10.00,M,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,28.69,KTEX 142155Z AUTO 27003KT 10SM OVC033 00/M03 A3024 RMK AO2,M
TEX,2023-12-14 22:15,30.20,26.60,86.28,260.00,8.00,0.00,30.24,M,10.00,M,BKN,OVC,M,M,3600.00,4200.00,M,M,M,M,M,M,M,M,M,21.90,KTEX 142215Z AUTO 26008KT 10SM BKN036 OVC042 M01/M03 A3024 RMK AO2,M
TEX,2023-12-14 22:35,30.20,26.60,86.28,260.00,5.00,0.00,30.24,M,10.00,M,BKN,OVC,M,M,3600.00,4300.00,M,M,M,M,M,M,M,M,M,24.26,KTEX 142235Z AUTO 26005KT 10SM BKN036 OVC043 M01/M03 A3024 RMK AO2,M
TEX,2023-12-14 22:55,30.20,26.60,86.28,260.00,5.00,0.00,30.25,M,10.00,M,BKN,OVC,M,M,3600.00,4300.00,M,M,M,M,M,M,M,M,M,24.26,KTEX 142255Z AUTO 26005KT 10SM BKN036 OVC043 M01/M03 A3025 RMK AO2,M
TEX,2023-12-14 23:15,30.20,26.60,86.28,280.00,5.00,0.00,30.26,M,10.00,M,SCT,SCT,OVC,M,600.00,1700.00,3800.00,M,M,M,M,M,M,M,M,24.26,KTEX 142315Z AUTO 28005KT 10SM SCT006 SCT017 OVC038 M01/M03 A3026 RMK AO2,M
TEX,2023-12-14 23:35,30.20,26.60,86.28,280.00,3.00,0.00,30.27,M,10.00,M,SCT,BKN,OVC,M,1100.00,3600.00,4300.00,M,M,M,M,M,M,M,M,26.63,KTEX 142335Z AUTO 28003KT 10SM SCT011 BKN036 OVC043 M01/M03 A3027 RMK AO2,M
TEX,2023-12-14 23:55,30.20,26.60,86.28,280.00,5.00,0.00,30.27,M,10.00,M,BKN,OVC,M,M,900.00,1300.00,M,M,M,M,M,M,M,M,M,24.26,KTEX 142355Z AUTO 28005KT 10SM BKN009 OVC013 M01/M03 A3027 RMK AO2,M
TEX,2023-12-15 00:15,30.20,28.40,92.92,0.00,0.00,0.00,30.29,M,5.00,M,SCT,BKN,OVC,M,200.00,900.00,4400.00,M,BR,M,M,M,M,M,M,30.20,KTEX 150015Z AUTO 00000KT 5SM BR SCT002 BKN009 OVC044 M01/M02 A3029 RMK AO2,M
TEX,2023-12-15 00:35,30.20,28.40,92.92,270.00,4.00,0.00,30.29,M,10.00,M,SCT,BKN,OVC,M,200.00,900.00,4400.00,M,M,M,M,M,M,M,M,25.32,KTEX 150035Z AUTO 27004KT 10SM SCT002 BKN009 OVC044 M01/M02 A3029 RMK AO2,M
TEX,2023-12-15 00:55,30.20,28.40,92.92,260.00,4.00,0.00,30.30,M,7.00,M,SCT,BKN,OVC,M,400.00,800.00,4400.00,M,M,M,M,M,M,M,M,25.32,KTEX 150055Z AUTO 26004KT 7SM SCT004 BKN008 OVC044 M01/M02 A3030 RMK AO2,M
TEX,2023-12-15 01:15,30.20,28.40,92.92,300.00,3.00,0.00,30.31,M,0.50,M,OVC,M,M,M,200.00,M,M,M,FZFG,M,M,M,M,M,M,26.63,KTEX 150115Z AUTO 30003KT 1/2SM FZFG OVC002 M01/M02 A3031 RMK AO2,M
TEX,2023-12-15 01:35,30.20,28.40,92.92,0.00,0.00,0.00,30.31,M,5.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,30.20,KTEX 150135Z AUTO 00000KT 5SM BR OVC002 M01/M02 A3031 RMK AO2,M
TEX,2023-12-15 01:55,30.20,28.40,92.92,260.00,6.00,0.00,30.31,M,1.50,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,23.36,KTEX 150155Z AUTO 26006KT 1 1/2SM BR OVC002 M01/M02 A3031 RMK AO2,M
TEX,2023-12-15 02:15,30.20,28.40,92.92,270.00,7.00,0.00,30.33,M,0.75,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,22.59,KTEX 150215Z AUTO 27007KT 3/4SM BR OVC002 M01/M02 A3033 RMK AO2,M
TEX,2023-12-15 02:35,30.20,28.40,92.92,310.00,4.00,0.00,30.33,M,7.00,M,BKN,OVC,M,M,200.00,800.00,M,M,M,M,M,M,M,M,M,25.32,KTEX 150235Z AUTO 31004KT 7SM BKN002 OVC008 M01/M02 A3033 RMK AO2,M
TEX,2023-12-15 02:55,30.20,28.40,92.92,290.00,4.00,0.00,30.33,M,10.00,M,OVC,M,M,M,200.00,M,M,M,M,M,M,M,M,M,M,25.32,KTEX 150255Z AUTO 29004KT 10SM OVC002 M01/M02 A3033 RMK AO2,M
TEX,2023-12-15 03:15,28.40,28.40,100.00,0.00,0.00,0.00,30.33,M,10.00,M,OVC,M,M,M,400.00,M,M,M,M,M,M,M,M,M,M,28.40,KTEX 150315Z AUTO 00000KT 10SM OVC004 M02/M02 A3033 RMK AO2,M
TEX,2023-12-15 03:35,28.40,28.40,100.00,0.00,0.00,0.00,30.34,M,10.00,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,28.40,KTEX 150335Z AUTO 00000KT 10SM OVC008 M02/M02 A3034 RMK AO2,M
TEX,2023-12-15 03:55,28.40,28.40,100.00,0.00,0.00,0.00,30.34,M,7.00,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,28.40,KTEX 150355Z AUTO 00000KT 7SM OVC008 M02/M02 A3034 RMK AO2,M
TEX,2023-12-15 04:15,28.40,28.40,100.00,260.00,3.00,0.00,30.34,M,0.50,M,BKN,OVC,M,M,200.00,1000.00,M,M,FZFG,M,M,M,M,M,M,24.57,KTEX 150415Z AUTO 26003KT 1/2SM FZFG BKN002 OVC010 M02/M02 A3034 RMK AO2,M
TEX,2023-12-15 04:35,28.40,26.60,92.86,250.00,4.00,0.00,30.35,M,0.25,M,BKN,OVC,M,M,200.00,1000.00,M,M,FZFG,M,M,M,M,M,M,23.22,KTEX 150435Z AUTO 25004KT 1/4SM FZFG BKN002 OVC010 M02/M03 A3035 RMK AO2,M
TEX,2023-12-15 04:55,28.40,26.60,92.86,0.00,0.00,0.00,30.35,M,0.25,M,OVC,M,M,M,200.00,M,M,M,FZFG,M,M,M,M,M,M,28.40,KTEX 150455Z AUTO 00000KT M1/4SM FZFG OVC002 M02/M03 A3035 RMK AO2,M
TEX,2023-12-15 05:15,26.60,26.60,100.00,0.00,0.00,0.00,30.35,M,0.75,M,BKN,OVC,M,M,200.00,1000.00,M,M,BR,M,M,M,M,M,M,26.60,KTEX 150515Z AUTO 00000KT 3/4SM BR BKN002 OVC010 M03/M03 A3035 RMK AO2,M
TEX,2023-12-15 05:35,26.60,24.80,92.80,290.00,3.00,0.00,30.36,M,0.25,M,OVC,M,M,M,200.00,M,M,M,FZFG,M,M,M,M,M,M,22.52,KTEX 150535Z AUTO 29003KT 1/4SM FZFG OVC002 M03/M04 A3036 RMK AO2,M
TEX,2023-12-15 05:55,26.60,24.80,92.80,240.00,4.00,0.00,30.37,M,0.50,M,BKN,OVC,M,M,200.00,900.00,M,M,FZFG,M,M,M,M,M,M,21.11,KTEX 150555Z AUTO 24004KT 1/2SM FZFG BKN002 OVC009 M03/M04 A3037 RMK AO2,M
TEX,2023-12-15 06:15,26.60,24.80,92.80,280.00,3.00,0.00,30.37,M,0.25,M,BKN,OVC,M,M,200.00,500.00,M,M,FZFG,M,M,M,M,M,M,22.52,KTEX 150615Z AUTO 28003KT 1/4SM FZFG BKN002 OVC005 M03/M04 A3037 RMK AO2,M
TEX,2023-12-15 06:35,26.60,24.80,92.80,0.00,0.00,0.00,30.37,M,0.50,M,OVC,M,M,M,200.00,M,M,M,FZFG,M,M,M,M,M,M,26.60,KTEX 150635Z AUTO 00000KT 1/2SM FZFG OVC002 M03/M04 A3037 RMK AO2,M
TEX,2023-12-15 06:55,26.60,23.00,86.07,0.00,0.00,0.00,30.38,M,0.25,M,OVC,M,M,M,500.00,M,M,M,FZFG,M,M,M,M,M,M,26.60,KTEX 150655Z AUTO 00000KT 1/4SM FZFG OVC005 M03/M05 A3038 RMK AO2,M
TEX,2023-12-15 07:15,26.60,23.00,86.07,0.00,0.00,0.00,30.38,M,0.50,M,OVC,M,M,M,200.00,M,M,M,FZFG,M,M,M,M,M,M,26.60,KTEX 150715Z AUTO 00000KT 1/2SM FZFG OVC002 M03/M05 A3038 RMK AO2,M
TEX,2023-12-15 07:35,24.80,21.20,85.96,170.00,3.00,0.00,30.38,M,0.75,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,20.46,KTEX 150735Z AUTO 17003KT 3/4SM BR OVC004 M04/M06 A3038 RMK AO2,M
TEX,2023-12-15 07:55,24.80,23.00,92.74,0.00,0.00,0.00,30.39,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,24.80,KTEX 150755Z AUTO 00000KT 1/4SM FZFG OVC001 M04/M05 A3039 RMK AO2,M
TEX,2023-12-15 08:15,24.80,23.00,92.74,0.00,0.00,0.00,30.38,M,0.50,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,24.80,KTEX 150815Z AUTO 00000KT 1/2SM FZFG OVC001 M04/M05 A3038 RMK AO2,M
TEX,2023-12-15 08:35,24.80,23.00,92.74,0.00,0.00,0.00,30.38,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,24.80,KTEX 150835Z AUTO 00000KT M1/4SM FZFG OVC001 M04/M05 A3038 RMK AO2,M
TEX,2023-12-15 08:55,24.80,21.20,85.96,0.00,0.00,0.00,30.38,M,0.50,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,24.80,KTEX 150855Z AUTO 00000KT 1/2SM FZFG OVC001 M04/M06 A3038 RMK AO2 VIS 1/4V5,M
TEX,2023-12-15 09:15,23.00,21.20,92.69,0.00,0.00,0.00,30.38,M,0.50,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,23.00,KTEX 150915Z AUTO 00000KT 1/2SM FZFG OVC001 M05/M06 A3038 RMK AO2,M
TEX,2023-12-15 09:35,23.00,21.20,92.69,140.00,4.00,0.00,30.38,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,16.91,KTEX 150935Z AUTO 14004KT 1/4SM FZFG OVC001 M05/M06 A3038 RMK AO2,M
TEX,2023-12-15 09:55,23.00,19.40,85.85,0.00,0.00,0.00,30.39,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,23.00,KTEX 150955Z AUTO 00000KT 1/4SM FZFG OVC001 M05/M07 A3039 RMK AO2,M
TEX,2023-12-15 10:15,21.20,19.40,92.63,120.00,3.00,0.00,30.39,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,16.34,KTEX 151015Z AUTO 12003KT 1/4SM FZFG OVC001 M06/M07 A3039 RMK AO2,M
TEX,2023-12-15 10:35,21.20,19.40,92.63,0.00,0.00,0.00,30.39,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,21.20,KTEX 151035Z AUTO 00000KT 1/4SM FZFG OVC001 M06/M07 A3039 RMK AO2,M
TEX,2023-12-15 10:55,21.20,17.60,85.74,0.00,0.00,0.00,30.40,M,1.00,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,21.20,KTEX 151055Z AUTO 00000KT 1SM BR OVC001 M06/M08 A3040 RMK AO2 VIS 1/2V5,M
TEX,2023-12-15 11:15,19.40,17.60,92.57,160.00,5.00,0.00,30.40,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,11.43,KTEX 151115Z AUTO 16005KT M1/4SM FZFG OVC001 M07/M08 A3040 RMK AO2,M
TEX,2023-12-15 11:35,19.40,15.80,85.63,0.00,0.00,0.00,30.40,M,0.25,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,19.40,KTEX 151135Z AUTO 00000KT M1/4SM FZFG OVC001 M07/M09 A3040 RMK AO2,M
TEX,2023-12-15 11:55,19.40,15.80,85.63,140.00,4.00,0.00,30.40,M,0.50,M,OVC,M,M,M,100.00,M,M,M,FZFG,M,M,M,M,M,M,12.71,KTEX 151155Z AUTO 14004KT 1/2SM FZFG OVC001 M07/M09 A3040 RMK AO2,M
TEX,2023-12-15 12:15,19.40,14.00,79.16,130.00,4.00,0.00,30.40,M,10.00,M,SCT,M,M,M,100.00,M,M,M,M,M,M,M,M,M,M,12.71,KTEX 151215Z AUTO 13004KT 10SM SCT001 M07/M10 A3040 RMK AO2,M
TEX,2023-12-15 12:35,19.40,14.00,79.16,130.00,6.00,0.00,30.40,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.36,KTEX 151235Z AUTO 13006KT 10SM CLR M07/M10 A3040 RMK AO2,M
TEX,2023-12-15 12:55,17.60,14.00,85.51,130.00,5.00,0.00,30.41,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.29,KTEX 151255Z AUTO 13005KT 10SM CLR M08/M10 A3041 RMK AO2,M
TEX,2023-12-15 13:15,19.40,14.00,79.16,140.00,5.00,0.00,30.42,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,KTEX 151315Z AUTO 14005KT 10SM CLR M07/M10 A3042 RMK AO2,M
TEX,2023-12-15 13:35,19.40,15.80,85.63,130.00,5.00,0.00,30.42,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,KTEX 151335Z AUTO 13005KT 10SM CLR M07/M09 A3042 RMK AO2,M
TEX,2023-12-15 13:55,19.40,15.80,85.63,140.00,5.00,0.00,30.42,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,KTEX 151355Z AUTO 14005KT 10SM CLR M07/M09 A3042 RMK AO2,M
TEX,2023-12-15 14:15,17.60,14.00,85.51,130.00,6.00,0.00,30.42,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.19,KTEX 151415Z AUTO 13006KT 10SM CLR M08/M10 A3042 RMK AO2,M
TEX,2023-12-15 14:35,19.40,14.00,79.16,150.00,5.00,0.00,30.42,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,11.43,KTEX 151435Z AUTO 15005KT 10SM CLR M07/M10 A3042 RMK AO2,M
TEX,2023-12-15 14:55,19.40,14.00,79.16,130.00,4.00,0.00,30.44,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.71,KTEX 151455Z AUTO 13004KT 10SM CLR M07/M10 A3044 RMK AO2,M
TEX,2023-12-15 15:15,19.40,15.80,85.63,130.00,7.00,0.00,30.44,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9.42,KTEX 151515Z AUTO 13007KT 10SM CLR M07/M09 A3044 RMK AO2,M
TEX,2023-12-15 15:35,19.40,15.80,85.63,140.00,6.00,0.00,30.44,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.36,KTEX 151535Z AUTO 14006KT 10SM CLR M07/M09 A3044 RMK AO2,M
TEX,2023-12-15 15:55,21.20,17.60,85.74,140.00,4.00,0.00,30.46,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.81,KTEX 151555Z AUTO 14004KT 10SM CLR M06/M08 A3046 RMK AO2,M
TEX,2023-12-15 16:15,21.20,17.60,85.74,140.00,3.00,0.00,30.47,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16.34,KTEX 151615Z AUTO 14003KT 10SM CLR M06/M08 A3047 RMK AO2,M
TEX,2023-12-15 16:35,21.20,19.40,92.63,130.00,6.00,0.00,30.46,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.52,KTEX 151635Z AUTO 13006KT 10SM CLR M06/M07 A3046 RMK AO2,M
TEX,2023-12-15 16:55,21.20,17.60,85.74,150.00,6.00,0.00,30.46,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.52,KTEX 151655Z AUTO 15006KT 10SM CLR M06/M08 A3046 RMK AO2,M
TEX,2023-12-15 17:15,23.00,19.40,85.85,0.00,0.00,0.00,30.48,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.00,KTEX 151715Z AUTO 00000KT 10SM CLR M05/M07 A3048 RMK AO2,M
TEX,2023-12-15 17:35,26.60,19.40,73.89,0.00,0.00,0.00,30.48,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.60,KTEX 151735Z AUTO 00000KT 10SM CLR M03/M07 A3048 RMK AO2,M
TEX,2023-12-15 17:55,28.40,19.40,68.61,150.00,3.00,0.00,30.47,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.57,KTEX 151755Z AUTO 15003KT 10SM CLR M02/M07 A3047 RMK AO2,M
TEX,2023-12-15 18:15,30.20,17.60,59.01,0.00,0.00,0.00,30.47,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.20,KTEX 151815Z AUTO 00000KT 10SM CLR M01/M08 A3047 RMK AO2,M
