station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
TEX,2023-10-01 00:15,60.80,21.20,21.53,120.00,7.00,0.00,30.12,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,60.80,KTEX 010015Z AUTO 12007KT 10SM SCT110 16/M06 A3012 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 00:35,60.80,21.20,21.53,160.00,10.00,0.00,30.14,M,10.00,17.00,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,60.80,KTEX 010035Z AUTO 16010G17KT 10SM SCT110 16/M06 A3014 RMK AO2 LTG DSNT SE AND S,M
TEX,2023-10-01 00:55,60.80,17.60,18.46,190.00,8.00,0.00,30.14,M,10.00,19.00,SCT,SCT,M,M,9000.00,12000.00,M,M,VCTS,M,M,M,M,M,M,60.80,KTEX 010055Z AUTO 19008G19KT 130V210 10SM VCTS SCT090 SCT120 16/M08 A3014 RMK AO2 LTG DSNT SE AND S,M
TEX,2023-10-01 01:15,62.60,17.60,17.32,200.00,23.00,0.00,30.15,M,10.00,40.00,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,62.60,KTEX 010115Z AUTO 20023G40KT 180V260 10SM BKN100 17/M08 A3015 RMK AO2 LTG DSNT S,M
TEX,2023-10-01 01:35,59.00,21.20,22.95,170.00,10.00,0.00,30.14,M,10.00,15.00,SCT,SCT,BKN,M,5500.00,7000.00,11000.00,M,M,M,M,M,M,M,M,59.00,KTEX 010135Z AUTO 17010G15KT 130V200 10SM SCT055 SCT070 BKN110 15/M06 A3014 RMK AO2,M
TEX,2023-10-01 01:55,59.00,21.20,22.95,140.00,8.00,0.00,30.13,M,10.00,14.00,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010155Z AUTO 14008G14KT 10SM SCT110 15/M06 A3013 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 02:15,59.00,21.20,22.95,270.00,4.00,0.00,30.14,M,10.00,M,SCT,M,M,M,10000.00,M,M,M,TS,M,M,M,M,M,M,59.00,KTEX 010215Z AUTO 27004KT 10SM TS SCT100 15/M06 A3014 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 02:35,59.00,21.20,22.95,0.00,0.00,0.00,30.14,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010235Z AUTO 00000KT 10SM BKN100 15/M06 A3014 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 02:55,59.00,21.20,22.95,0.00,0.00,0.00,30.14,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,VCTS,M,M,M,M,M,M,59.00,KTEX 010255Z AUTO 00000KT 10SM VCTS BKN100 15/M06 A3014 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 03:15,57.20,21.20,24.49,0.00,0.00,0.00,30.14,M,10.00,M,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 010315Z AUTO 00000KT 10SM SCT100 14/M06 A3014 RMK AO2 LTG DSNT E,M
TEX,2023-10-01 03:35,59.00,23.00,24.76,150.00,5.00,0.00,30.14,M,10.00,14.00,SCT,SCT,M,M,8000.00,10000.00,M,M,M,M,M,M,M,M,M,59.00,KTEX 010335Z AUTO 15005G14KT 10SM SCT080 SCT100 15/M05 A3014 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 03:55,59.00,23.00,24.76,160.00,7.00,0.00,30.14,M,10.00,15.00,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010355Z AUTO 16007G15KT 10SM SCT100 15/M05 A3014 RMK AO2 LTG DSNT NE,M
TEX,2023-10-01 04:15,59.00,19.40,21.26,170.00,8.00,0.00,30.14,M,10.00,38.00,SCT,BKN,BKN,M,7000.00,9000.00,11000.00,M,M,M,M,M,M,M,M,59.00,KTEX 010415Z AUTO 17008G38KT 10SM SCT070 BKN090 BKN110 15/M07 A3014 RMK AO2,M
TEX,2023-10-01 04:35,60.80,21.20,21.53,150.00,11.00,0.00,30.14,M,10.00,29.00,SCT,SCT,M,M,8000.00,9000.00,M,M,M,M,M,M,M,M,M,60.80,KTEX 010435Z AUTO 15011G29KT 120V180 10SM SCT080 SCT090 16/M06 A3014 RMK AO2,M
TEX,2023-10-01 04:55,59.00,21.20,22.95,120.00,8.00,0.00,30.14,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010455Z AUTO 12008G16KT 10SM CLR 15/M06 A3014 RMK AO2,M
TEX,2023-10-01 05:15,59.00,21.20,22.95,160.00,9.00,0.00,30.14,M,10.00,16.00,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010515Z AUTO 16009G16KT 10SM SCT110 15/M06 A3014 RMK AO2 LTG DSNT E,M
TEX,2023-10-01 05:35,59.00,19.40,21.26,180.00,16.00,0.00,30.13,M,10.00,23.00,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010535Z AUTO 18016G23KT 10SM SCT085 15/M07 A3013 RMK AO2,M
TEX,2023-10-01 05:55,59.00,19.40,21.26,170.00,11.00,0.00,30.13,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010555Z AUTO 17011G26KT 10SM CLR 15/M07 A3013 RMK AO2,M
TEX,2023-10-01 06:15,59.00,19.40,21.26,150.00,15.00,0.00,30.13,M,10.00,22.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010615Z AUTO 15015G22KT 10SM CLR 15/M07 A3013 RMK AO2,M
TEX,2023-10-01 06:35,59.00,19.40,21.26,170.00,11.00,0.00,30.13,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010635Z AUTO 17011G24KT 130V200 10SM CLR 15/M07 A3013 RMK AO2,M
TEX,2023-10-01 06:55,59.00,19.40,21.26,160.00,17.00,0.00,30.13,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 010655Z AUTO 16017G24KT 10SM CLR 15/M07 A3013 RMK AO2,M
TEX,2023-10-01 07:15,57.20,19.40,22.68,170.00,16.00,0.00,30.13,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 010715Z AUTO 17016G29KT 130V190 10SM CLR 14/M07 A3013 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 07:35,57.20,19.40,22.68,170.00,15.00,0.00,30.13,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 010735Z AUTO 17015G26KT 10SM CLR 14/M07 A3013 RMK AO2 LTG DSNT SE AND W,M
TEX,2023-10-01 07:55,57.20,21.20,24.49,150.00,8.00,0.00,30.14,M,10.00,28.00,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 010755Z AUTO 15008G28KT 120V190 10SM SCT090 14/M06 A3014 RMK AO2,M
TEX,2023-10-01 08:15,55.40,23.00,28.20,170.00,17.00,0.00,30.14,M,10.00,25.00,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,55.40,KTEX 010815Z AUTO 17017G25KT 10SM SCT120 13/M05 A3014 RMK AO2,M
TEX,2023-10-01 08:35,55.40,23.00,28.20,160.00,19.00,0.00,30.14,M,10.00,32.00,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,55.40,KTEX 010835Z AUTO 16019G32KT 10SM SCT110 13/M05 A3014 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 08:55,55.40,23.00,28.20,170.00,18.00,0.00,30.13,M,10.00,28.00,SCT,SCT,BKN,M,7000.00,8000.00,9000.00,M,M,M,M,M,M,M,M,55.40,KTEX 010855Z AUTO 17018G28KT 10SM SCT070 SCT080 BKN090 13/M05 A3013 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 09:15,55.40,23.00,28.20,160.00,14.00,0.00,30.13,M,10.00,37.00,SCT,SCT,BKN,M,7000.00,8000.00,9000.00,M,M,M,M,M,M,M,M,55.40,KTEX 010915Z AUTO 16014G37KT 10SM SCT070 SCT080 BKN090 13/M05 A3013 RMK AO2,M
TEX,2023-10-01 09:35,55.40,21.20,26.13,150.00,22.00,0.00,30.12,M,10.00,38.00,SCT,SCT,SCT,M,5500.00,7000.00,9000.00,M,M,M,M,M,M,M,M,55.40,KTEX 010935Z AUTO 15022G38KT 130V190 10SM SCT055 SCT070 SCT090 13/M06 A3012 RMK AO2,M
TEX,2023-10-01 09:55,53.60,21.20,27.91,170.00,7.00,0.00,30.12,M,10.00,22.00,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 010955Z AUTO 17007G22KT 130V220 10SM SCT090 12/M06 A3012 RMK AO2,M
TEX,2023-10-01 10:15,53.60,23.00,30.11,130.00,12.00,0.00,30.12,M,10.00,20.00,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 011015Z AUTO 13012G20KT 020V170 10SM SCT090 12/M05 A3012 RMK AO2,M
TEX,2023-10-01 10:35,53.60,26.60,34.98,170.00,18.00,0.00,30.11,M,10.00,31.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 011035Z AUTO 17018G31KT 10SM CLR 12/M03 A3011 RMK AO2,M
TEX,2023-10-01 10:55,53.60,28.40,37.67,160.00,13.00,0.00,30.12,M,10.00,33.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 011055Z AUTO 16013G33KT 10SM CLR 12/M02 A3012 RMK AO2 LTG DSNT E AND NW,M
TEX,2023-10-01 11:15,53.60,28.40,37.67,160.00,13.00,0.00,30.12,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 011115Z AUTO 16013G23KT 10SM CLR 12/M02 A3012 RMK AO2 LTG DSNT NW,M
TEX,2023-10-01 11:35,53.60,28.40,37.67,140.00,14.00,0.00,30.12,M,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 011135Z AUTO 14014G21KT 10SM CLR 12/M02 A3012 RMK AO2 LTG DSNT NE,M
TEX,2023-10-01 11:55,53.60,28.40,37.67,190.00,9.00,0.00,30.12,M,10.00,20.00,SCT,SCT,M,M,6000.00,7000.00,M,M,M,M,M,M,M,M,M,53.60,KTEX 011155Z AUTO 19009G20KT 150V220 10SM SCT060 SCT070 12/M02 A3012 RMK AO2,M
TEX,2023-10-01 12:15,53.60,28.40,37.67,160.00,16.00,0.00,30.12,M,10.00,29.00,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 011215Z AUTO 16016G29KT 120V180 10SM SCT060 12/M02 A3012 RMK AO2 LTG DSNT W,M
TEX,2023-10-01 12:35,53.60,28.40,37.67,170.00,18.00,0.00,30.12,M,10.00,30.00,SCT,SCT,SCT,M,5500.00,7000.00,8000.00,M,M,M,M,M,M,M,M,53.60,KTEX 011235Z AUTO 17018G30KT 110V190 10SM SCT055 SCT070 SCT080 12/M02 A3012 RMK AO2,M
TEX,2023-10-01 12:55,53.60,30.20,40.54,160.00,12.00,0.00,30.13,M,10.00,32.00,SCT,BKN,BKN,M,5500.00,7000.00,9000.00,M,-RA,M,M,M,M,M,M,53.60,KTEX 011255Z AUTO 16012G32KT 10SM -RA SCT055 BKN070 BKN090 12/M01 A3013 RMK AO2,M
TEX,2023-10-01 13:15,53.60,28.40,37.67,170.00,18.00,0.00,30.13,M,10.00,30.00,SCT,SCT,OVC,M,4700.00,6000.00,8000.00,M,M,M,M,M,M,M,M,53.60,KTEX 011315Z AUTO 17018G30KT 130V200 10SM SCT047 SCT060 OVC080 12/M02 A3013 RMK AO2,M
TEX,2023-10-01 13:35,53.60,30.20,40.54,150.00,17.00,0.00,30.14,M,10.00,33.00,SCT,SCT,SCT,M,4700.00,6000.00,7500.00,M,M,M,M,M,M,M,M,53.60,KTEX 011335Z AUTO 15017G33KT 10SM SCT047 SCT060 SCT075 12/M01 A3014 RMK AO2,M
TEX,2023-10-01 13:55,53.60,28.40,37.67,150.00,20.00,0.00,30.14,M,10.00,34.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 011355Z AUTO 15020G34KT 10SM CLR 12/M02 A3014 RMK AO2,M
TEX,2023-10-01 14:15,53.60,28.40,37.67,180.00,10.00,0.00,30.15,M,10.00,35.00,SCT,SCT,M,M,6000.00,8500.00,M,M,M,M,M,M,M,M,M,53.60,KTEX 011415Z AUTO 18010G35KT 130V220 10SM SCT060 SCT085 12/M02 A3015 RMK AO2,M
TEX,2023-10-01 14:35,53.60,30.20,40.54,210.00,15.00,0.00,30.15,M,10.00,29.00,SCT,BKN,BKN,M,5500.00,6500.00,8000.00,M,M,M,M,M,M,M,M,53.60,KTEX 011435Z AUTO 21015G29KT 140V260 10SM SCT055 BKN065 BKN080 12/M01 A3015 RMK AO2,M
TEX,2023-10-01 14:55,53.60,28.40,37.67,160.00,17.00,0.00,30.15,M,10.00,24.00,SCT,BKN,BKN,M,5500.00,6500.00,8000.00,M,M,M,M,M,M,M,M,53.60,KTEX 011455Z AUTO 16017G24KT 10SM SCT055 BKN065 BKN080 12/M02 A3015 RMK AO2 LTG DSNT W,M
TEX,2023-10-01 15:15,55.40,28.40,35.28,160.00,24.00,0.00,30.14,M,10.00,41.00,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,55.40,KTEX 011515Z AUTO 16024G41KT 140V210 10SM SCT055 13/M02 A3014 RMK AO2,M
TEX,2023-10-01 15:35,53.60,28.40,37.67,180.00,22.00,0.00,30.15,M,10.00,32.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KTEX 011535Z AUTO 18022G32KT 10SM CLR 12/M02 A3015 RMK AO2,M
TEX,2023-10-01 15:55,55.40,28.40,35.28,150.00,22.00,0.00,30.14,M,10.00,36.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KTEX 011555Z AUTO 15022G36KT 110V190 10SM CLR 13/M02 A3014 RMK AO2,M
TEX,2023-10-01 16:15,55.40,24.80,30.40,170.00,21.00,0.00,30.15,M,10.00,41.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KTEX 011615Z AUTO 17021G41KT 140V200 10SM CLR 13/M04 A3015 RMK AO2 LTG DSNT NW,M
TEX,2023-10-01 16:35,55.40,24.80,30.40,170.00,21.00,0.00,30.16,M,10.00,41.00,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KTEX 011635Z AUTO 17021G41KT 10SM SCT060 13/M04 A3016 RMK AO2,M
TEX,2023-10-01 16:55,57.20,21.20,24.49,150.00,19.00,0.00,30.16,M,10.00,34.00,SCT,SCT,M,M,6000.00,7000.00,M,M,M,M,M,M,M,M,M,57.20,KTEX 011655Z AUTO 15019G34KT 10SM SCT060 SCT070 14/M06 A3016 RMK AO2,M
TEX,2023-10-01 17:15,57.20,23.00,26.42,140.00,28.00,0.00,30.16,M,10.00,43.00,SCT,SCT,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,57.20,KTEX 011715Z AUTO 14028G43KT 110V170 10SM SCT050 SCT060 14/M05 A3016 RMK AO2,M
TEX,2023-10-01 17:35,59.00,21.20,22.95,150.00,19.00,0.00,30.17,M,10.00,35.00,SCT,SCT,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,59.00,KTEX 011735Z AUTO 15019G35KT 130V190 10SM SCT050 SCT070 15/M06 A3017 RMK AO2 LTG DSNT N,M
TEX,2023-10-01 17:55,59.00,23.00,24.76,160.00,21.00,0.00,30.15,M,10.00,36.00,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 011755Z AUTO 16021G36KT 10SM SCT070 15/M05 A3015 RMK AO2,M
TEX,2023-10-01 18:15,59.00,23.00,24.76,150.00,18.00,0.00,30.16,M,10.00,38.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 011815Z AUTO 15018G38KT 10SM CLR 15/M05 A3016 RMK AO2,M
TEX,2023-10-01 18:35,59.00,19.40,21.26,150.00,26.00,0.00,30.14,M,10.00,43.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 011835Z AUTO 15026G43KT 10SM CLR 15/M07 A3014 RMK AO2,M
TEX,2023-10-01 18:55,59.00,17.60,19.68,160.00,18.00,0.00,30.15,M,10.00,36.00,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 011855Z AUTO 16018G36KT 130V190 10SM SCT075 15/M08 A3015 RMK AO2 LTG DSNT NW,M
TEX,2023-10-01 19:15,60.80,17.60,18.46,160.00,20.00,0.00,30.15,M,10.00,40.00,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KTEX 011915Z AUTO 16020G40KT 130V200 10SM SCT075 16/M08 A3015 RMK AO2,M
TEX,2023-10-01 19:35,60.80,17.60,18.46,150.00,13.00,0.00,30.15,M,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KTEX 011935Z AUTO 15013G27KT 120V200 10SM CLR 16/M08 A3015 RMK AO2,M
TEX,2023-10-01 19:55,60.80,19.40,19.94,140.00,19.00,0.00,30.15,M,10.00,37.00,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KTEX 011955Z AUTO 14019G37KT 10SM SCT075 16/M07 A3015 RMK AO2,M
TEX,2023-10-01 20:15,60.80,19.40,19.94,160.00,13.00,0.00,30.16,M,10.00,27.00,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KTEX 012015Z AUTO 16013G27KT 110V180 10SM SCT075 16/M07 A3016 RMK AO2 LTG DSNT NW,M
TEX,2023-10-01 20:35,60.80,19.40,19.94,140.00,15.00,0.00,30.16,M,10.00,25.00,SCT,SCT,M,M,7500.00,8500.00,M,M,M,M,M,M,M,M,M,60.80,KTEX 012035Z AUTO 14015G25KT 100V160 10SM SCT075 SCT085 16/M07 A3016 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 20:55,60.80,17.60,18.46,160.00,23.00,0.00,30.15,M,10.00,39.00,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KTEX 012055Z AUTO 16023G39KT 10SM SCT075 16/M08 A3015 RMK AO2,M
TEX,2023-10-01 21:15,60.80,21.20,21.53,140.00,13.00,0.00,30.17,M,10.00,30.00,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KTEX 012115Z AUTO 14013G30KT 110V180 10SM SCT075 16/M06 A3017 RMK AO2,M
TEX,2023-10-01 21:35,59.00,23.00,24.76,180.00,14.00,0.00,30.16,M,10.00,32.00,SCT,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 012135Z AUTO 18014G32KT 130V200 10SM SCT075 15/M05 A3016 RMK AO2,M
TEX,2023-10-01 21:55,57.20,30.20,35.57,150.00,9.00,0.00,30.19,M,10.00,32.00,SCT,SCT,BKN,M,4000.00,6000.00,8000.00,M,M,M,M,M,M,M,M,57.20,KTEX 012155Z AUTO 15009G32KT 130V200 10SM SCT040 SCT060 BKN080 14/M01 A3019 RMK AO2,M
TEX,2023-10-01 22:15,59.00,28.40,30.98,130.00,11.00,0.00,30.19,M,10.00,16.00,SCT,SCT,BKN,M,4200.00,5000.00,6000.00,M,TS,M,M,M,M,M,M,59.00,KTEX 012215Z AUTO 13011G16KT 120V210 10SM TS SCT042 SCT050 BKN060 15/M02 A3019 RMK AO2 LTG DSNT SE,M
TEX,2023-10-01 22:35,59.00,28.40,30.98,140.00,11.00,0.00,30.19,M,10.00,21.00,SCT,BKN,BKN,M,6000.00,7500.00,8500.00,M,M,M,M,M,M,M,M,59.00,KTEX 012235Z AUTO 14011G21KT 110V170 10SM SCT060 BKN075 BKN085 15/M02 A3019 RMK AO2,M
TEX,2023-10-01 22:55,59.00,28.40,30.98,140.00,8.00,0.00,30.19,M,10.00,18.00,SCT,SCT,BKN,M,5000.00,6000.00,7500.00,M,M,M,M,M,M,M,M,59.00,KTEX 012255Z AUTO 14008G18KT 10SM SCT050 SCT060 BKN075 15/M02 A3019 RMK AO2,M
TEX,2023-10-01 23:15,57.20,26.60,30.69,150.00,16.00,0.00,30.18,M,10.00,34.00,SCT,BKN,BKN,M,5000.00,6000.00,7500.00,M,M,M,M,M,M,M,M,57.20,KTEX 012315Z AUTO 15016G34KT 10SM SCT050 BKN060 BKN075 14/M03 A3018 RMK AO2,M
TEX,2023-10-01 23:35,59.00,24.80,26.70,140.00,11.00,0.00,30.18,M,10.00,23.00,SCT,SCT,M,M,6000.00,8000.00,M,M,M,M,M,M,M,M,M,59.00,KTEX 012335Z AUTO 14011G23KT 10SM SCT060 SCT080 15/M04 A3018 RMK AO2,M
TEX,2023-10-01 23:55,57.20,24.80,28.48,150.00,12.00,0.00,30.20,M,10.00,25.00,SCT,SCT,M,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,57.20,KTEX 012355Z AUTO 15012G25KT 10SM SCT070 SCT080 14/M04 A3020 RMK AO2,M
TEX,2023-10-02 00:15,55.40,28.40,35.28,160.00,20.00,0.00,30.19,M,10.00,32.00,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,55.40,KTEX 020015Z AUTO 16020G32KT 10SM SCT070 13/M02 A3019 RMK AO2,M
TEX,2023-10-02 00:35,57.20,24.80,28.48,160.00,11.00,0.00,30.19,M,10.00,23.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 020035Z AUTO 16011G23KT 10SM CLR 14/M04 A3019 RMK AO2,M
TEX,2023-10-02 00:55,55.40,23.00,28.20,160.00,12.00,0.00,30.20,M,10.00,16.00,SCT,SCT,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,55.40,KTEX 020055Z AUTO 16012G16KT 10SM SCT070 SCT085 13/M05 A3020 RMK AO2,M
TEX,2023-10-02 01:15,57.20,23.00,26.42,160.00,9.00,0.00,30.19,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 020115Z AUTO 16009G14KT 10SM CLR 14/M05 A3019 RMK AO2,M
TEX,2023-10-02 01:35,57.20,23.00,26.42,180.00,10.00,0.00,30.19,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 020135Z AUTO 18010G19KT 10SM CLR 14/M05 A3019 RMK AO2,M
TEX,2023-10-02 01:55,57.20,21.20,24.49,190.00,9.00,0.00,30.20,M,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 020155Z AUTO 19009G25KT 140V210 10SM CLR 14/M06 A3020 RMK AO2,M
TEX,2023-10-02 02:15,57.20,19.40,22.68,160.00,11.00,0.00,30.20,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 020215Z AUTO 16011G14KT 10SM CLR 14/M07 A3020 RMK AO2,M
TEX,2023-10-02 02:35,59.00,19.40,21.26,180.00,6.00,0.00,30.20,M,10.00,18.00,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,59.00,KTEX 020235Z AUTO 18006G18KT 10SM SCT080 15/M07 A3020 RMK AO2,M
TEX,2023-10-02 02:55,57.20,19.40,22.68,200.00,5.00,0.00,30.21,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 020255Z AUTO 20005KT 10SM CLR 14/M07 A3021 RMK AO2,M
TEX,2023-10-02 03:15,57.20,19.40,22.68,160.00,17.00,0.00,30.22,M,10.00,27.00,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,57.20,KTEX 020315Z AUTO 16017G27KT 10SM SCT080 14/M07 A3022 RMK AO2,M
TEX,2023-10-02 03:35,55.40,23.00,28.20,150.00,14.00,0.00,30.22,M,10.00,24.00,SCT,BKN,BKN,M,6000.00,8000.00,8500.00,M,M,M,M,M,M,M,M,55.40,KTEX 020335Z AUTO 15014G24KT 10SM SCT060 BKN080 BKN085 13/M05 A3022 RMK AO2,M
TEX,2023-10-02 03:55,55.40,21.20,26.13,130.00,7.00,0.00,30.22,M,10.00,M,BKN,BKN,M,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,55.40,KTEX 020355Z AUTO 13007KT 10SM BKN070 BKN080 13/M06 A3022 RMK AO2,M
TEX,2023-10-02 04:15,55.40,23.00,28.20,150.00,19.00,0.00,30.22,M,10.00,31.00,SCT,SCT,OVC,M,4800.00,6000.00,7000.00,M,M,M,M,M,M,M,M,55.40,KTEX 020415Z AUTO 15019G31KT 10SM SCT048 SCT060 OVC070 13/M05 A3022 RMK AO2,M
TEX,2023-10-02 04:35,51.80,30.20,43.32,140.00,9.00,0.00,30.25,M,10.00,31.00,SCT,BKN,OVC,M,3700.00,6000.00,7000.00,M,-RA,M,M,M,M,M,M,51.80,KTEX 020435Z AUTO 14009G31KT 10SM -RA SCT037 BKN060 OVC070 11/M01 A3025 RMK AO2,M
TEX,2023-10-02 04:55,51.80,30.20,43.32,150.00,13.00,0.00,30.25,M,10.00,18.00,SCT,BKN,OVC,M,3700.00,5000.00,7000.00,M,M,M,M,M,M,M,M,51.80,KTEX 020455Z AUTO 15013G18KT 10SM SCT037 BKN050 OVC070 11/M01 A3025 RMK AO2,M
TEX,2023-10-02 05:15,51.80,32.00,46.59,140.00,10.00,0.00,30.23,M,10.00,16.00,SCT,BKN,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,51.80,KTEX 020515Z AUTO 14010G16KT 100V170 10SM SCT050 BKN065 11/00 A3023 RMK AO2 LTG DSNT E,M
TEX,2023-10-02 05:35,50.00,32.00,49.81,90.00,8.00,0.00,30.22,M,10.00,M,SCT,SCT,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,50.00,KTEX 020535Z AUTO 09008KT 10SM SCT050 SCT065 10/00 A3022 RMK AO2 LTG DSNT W,M
TEX,2023-10-02 05:55,50.00,32.00,49.81,150.00,19.00,0.00,30.23,M,10.00,27.00,SCT,SCT,BKN,M,3700.00,4800.00,5500.00,M,-VCTSRA,M,M,M,M,M,M,50.00,KTEX 020555Z AUTO 15019G27KT 10SM -VCTSRA SCT037 SCT048 BKN055 10/00 A3023 RMK AO2 LTG DSNT S,M
TEX,2023-10-02 06:15,46.40,35.60,65.83,140.00,9.00,0.00,30.24,M,10.00,19.00,SCT,BKN,OVC,M,2400.00,3400.00,5000.00,M,-RA,M,M,M,M,M,M,41.42,KTEX 020615Z AUTO 14009G19KT 110V170 10SM -RA SCT024 BKN034 OVC050 08/02 A3024 RMK AO2 LTG DSNT SE,M
TEX,2023-10-02 06:35,46.40,33.80,61.28,170.00,11.00,0.00,30.24,M,10.00,19.00,SCT,BKN,BKN,M,3100.00,4400.00,7500.00,M,-RA,M,M,M,M,M,M,40.66,KTEX 020635Z AUTO 17011G19KT 10SM -RA SCT031 BKN044 BKN075 08/01 A3024 RMK AO2 LTG DSNT SE AND W,M
