station,valid,tmpc,dwpc,p01m,snowdepth,hourly_melt
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,9,-9.00,0,M,8.04
TEX,NA,9,-8.00,0,M,8.04
TEX,NA,10,-8.00,0,M,10.049999999999999
TEX,NA,10,-7.00,0,M,10.049999999999999
TEX,NA,10,-8.00,0,M,10.049999999999999
TEX,NA,11,-9.00,0,M,12.059999999999999
TEX,NA,11,-10.00,0,M,12.059999999999999
TEX,NA,12,-10.00,0,M,14.069999999999999
TEX,NA,12,-10.00,0,M,14.069999999999999
TEX,NA,12,-10.00,0,M,14.069999999999999
TEX,NA,13,-10.00,0,M,16.08
TEX,NA,14,-10.00,0,M,18.089999999999996
TEX,NA,15,-11.00,0,M,20.099999999999998
TEX,NA,15,-11.00,0,M,20.099999999999998
TEX,NA,15,-11.00,0,M,20.099999999999998
TEX,NA,14,-12.00,0,M,18.089999999999996
TEX,NA,15,-12.00,0,M,20.099999999999998
TEX,NA,15,-12.00,0,M,20.099999999999998
TEX,NA,15,-12.00,0,M,20.099999999999998
TEX,NA,16,-13.00,0,M,22.11
TEX,NA,16,-15.00,0,M,22.11
TEX,NA,16,-13.00,0,M,22.11
TEX,NA,16,-15.00,0,M,22.11
TEX,NA,17,-16.00,0,M,24.119999999999997
TEX,NA,16,-15.00,0,M,22.11
TEX,NA,17,-16.00,0,M,24.119999999999997
TEX,NA,17,-15.00,0,M,24.119999999999997
TEX,NA,16,-16.00,0,M,22.11
TEX,NA,17,-16.00,0,M,24.119999999999997
TEX,NA,17,-17.00,0,M,24.119999999999997
TEX,NA,17,-18.00,0,M,24.119999999999997
TEX,NA,17,-18.00,0,M,24.119999999999997
TEX,NA,17,-18.00,0,M,24.119999999999997
TEX,NA,16,-19.00,0,M,22.11
TEX,NA,16,-19.00,0,M,22.11
TEX,NA,16,-20.00,0,M,22.11
TEX,NA,16,-18.00,0,M,22.11
TEX,NA,16,-18.00,0,M,22.11
TEX,NA,16,-17.00,0,M,22.11
TEX,NA,15,-17.00,0,M,20.099999999999998
TEX,NA,15,-16.00,0,M,20.099999999999998
TEX,NA,14,-16.00,0,M,18.089999999999996
TEX,NA,14,-16.00,0,M,18.089999999999996
TEX,NA,13,-15.00,0,M,16.08
TEX,NA,12,-13.00,0,M,14.069999999999999
TEX,NA,12,-13.00,0,M,14.069999999999999
TEX,NA,11,-12.00,0,M,12.059999999999999
TEX,NA,11,-12.00,0,M,12.059999999999999
TEX,NA,10,-11.00,0,M,10.049999999999999
TEX,NA,9,-10.00,0,M,8.04
TEX,NA,10,-11.00,0,M,10.049999999999999
TEX,NA,9,-11.00,0,M,8.04
TEX,NA,9,-11.00,0,M,8.04
TEX,NA,9,-10.00,0,M,8.04
TEX,NA,9,-11.00,0,M,8.04
TEX,NA,10,-11.00,0,M,10.049999999999999
TEX,NA,8,-10.00,0,M,6.029999999999999
TEX,NA,8,-11.00,0,M,6.029999999999999
TEX,NA,9,-11.00,0,M,8.04
TEX,NA,10,-11.00,0,M,10.049999999999999
TEX,NA,9,-11.00,0,M,8.04
TEX,NA,9,-12.00,0,M,8.04
TEX,NA,9,-13.00,0,M,8.04
TEX,NA,9,-13.00,0,M,8.04
TEX,NA,8,-13.00,0,M,6.029999999999999
TEX,NA,8,-13.00,0,M,6.029999999999999
TEX,NA,8,-13.00,0,M,6.029999999999999
TEX,NA,8,-13.00,0,M,6.029999999999999
TEX,NA,7,-13.00,0,M,4.02
TEX,NA,7,-13.00,0,M,4.02
TEX,NA,6,-11.00,0,M,2.01
TEX,NA,6,-12.00,0,M,2.01
TEX,NA,7,-11.00,0,M,4.02
TEX,NA,7,-10.00,0,M,4.02
TEX,NA,8,-10.00,0,M,6.029999999999999
TEX,NA,10,-9.00,0,M,10.049999999999999
TEX,NA,11,-12.00,0,M,12.059999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,12,-14.00,0,M,14.069999999999999
TEX,NA,13,-17.00,0,M,16.08
TEX,NA,13,-20.00,0,M,16.08
TEX,NA,13,-22.00,0,M,16.08
TEX,NA,13,-22.00,0,M,16.08
TEX,NA,13,-22.00,0,M,16.08
TEX,NA,14,-22.00,0,M,18.089999999999996
TEX,NA,14,-21.00,0,M,18.089999999999996
TEX,NA,14,-22.00,0,M,18.089999999999996
TEX,NA,15,-23.00,0,M,20.099999999999998
TEX,NA,14,-23.00,0,M,18.089999999999996
TEX,NA,15,-23.00,0,M,20.099999999999998
TEX,NA,15,-22.00,0,M,20.099999999999998
TEX,NA,15,-21.00,0,M,20.099999999999998
TEX,NA,16,-17.00,0,M,22.11
TEX,NA,16,-17.00,0,M,22.11
TEX,NA,17,-16.00,0,M,24.119999999999997
TEX,NA,17,-18.00,0,M,24.119999999999997
TEX,NA,16,-23.00,0,M,22.11
TEX,NA,16,-22.00,0,M,22.11
TEX,NA,16,-25.00,0,M,22.11
TEX,NA,15,-24.00,0,M,20.099999999999998
TEX,NA,15,-24.00,0,M,20.099999999999998
TEX,NA,14,-23.00,0,M,18.089999999999996
TEX,NA,13,-20.00,0,M,16.08
TEX,NA,13,-18.00,0,M,16.08
TEX,NA,13,-17.00,0,M,16.08
TEX,NA,13,-18.00,0,M,16.08
TEX,NA,12,-17.00,0,M,14.069999999999999
TEX,NA,12,-18.00,0,M,14.069999999999999
TEX,NA,12,-17.00,0,M,14.069999999999999
TEX,NA,11,-15.00,0,M,12.059999999999999
TEX,NA,11,-12.00,0,M,12.059999999999999
TEX,NA,10,-11.00,0,M,10.049999999999999
TEX,NA,9,-9.00,0,M,8.04
TEX,NA,7,-5.00,0,M,4.02
TEX,NA,6,-3.00,0,M,2.01
TEX,NA,6,-4.00,0,M,2.01
TEX,NA,7,-5.00,0,M,4.02
TEX,NA,7,-5.00,0,M,4.02
TEX,NA,6,-3.00,0,M,2.01
TEX,NA,5,-3.00,0,M,0
TEX,NA,5,-3.00,0,M,0
TEX,NA,5,-3.00,0,M,0
TEX,NA,5,-2.00,0,M,0
TEX,NA,5,-3.00,0,M,0
TEX,NA,6,-4.00,0,M,2.01
TEX,NA,6,-4.00,0,M,2.01
TEX,NA,6,-5.00,0,M,2.01
TEX,NA,6,-4.00,0,M,2.01
TEX,NA,6,-4.00,0,M,2.01
TEX,NA,6,-2.00,0,M,2.01
TEX,NA,5,-2.00,0,M,0
TEX,NA,4,-1.00,0,M,0
TEX,NA,4,-2.00,0,M,0
TEX,NA,5,-2.00,0,M,0
TEX,NA,5,-2.00,0,M,0
TEX,NA,5,-2.00,0,M,0
TEX,NA,5,-1.00,0,M,0
TEX,NA,3,0.00,0,M,0
TEX,NA,3,0.00,0,M,0
TEX,NA,3,0.00,0,M,0
TEX,NA,1,0.00,0,M,0
TEX,NA,1,0.00,0,M,0
TEX,NA,1,0.00,0,M,0
TEX,NA,1,0.00,0.25,M,0
TEX,NA,1,0.00,0.51,M,0
TEX,NA,1,0.00,0,M,0
TEX,NA,1,0.00,0.25,M,0
TEX,NA,2,0.00,0.25,M,0
TEX,NA,3,0.00,0,M,0
TEX,NA,4,1.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,6,0.00,0,M,2.01
TEX,NA,5,1.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,3,0.00,0,M,0
TEX,NA,3,0.00,0,M,0
TEX,NA,3,0.00,0,M,0
TEX,NA,4,0.00,0,M,0
TEX,NA,3,0.00,0,M,0
TEX,NA,3,-1.00,0,M,0
TEX,NA,5,0.00,0,M,0
TEX,NA,6,-1.00,0,M,2.01
TEX,NA,7,-1.00,0,M,4.02
TEX,NA,7,-2.00,0,M,4.02
TEX,NA,6,-2.00,0,M,2.01
TEX,NA,6,-1.00,0,M,2.01
TEX,NA,3,-1.00,0,M,0
TEX,NA,4,-1.00,0,M,0
TEX,NA,5,-2.00,0,M,0
TEX,NA,6,-2.00,0,M,2.01
TEX,NA,6,-4.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-8.00,0,M,2.01
TEX,NA,6,-10.00,0,M,2.01
TEX,NA,6,-10.00,0,M,2.01
TEX,NA,5,-12.00,0,M,0
TEX,NA,5,-10.00,0,M,0
TEX,NA,4,-11.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,3,-11.00,0,M,0
TEX,NA,2,-8.00,0,M,0
TEX,NA,1,-8.00,0,M,0
TEX,NA,1,-8.00,0,M,0
TEX,NA,1,-8.00,0,M,0
TEX,NA,1,-8.00,0,M,0
TEX,NA,0,-8.00,0,M,0
TEX,NA,0,-8.00,0,M,0
TEX,NA,0,-10.00,0,M,0
TEX,NA,0,-10.00,0,M,0
TEX,NA,0,-11.00,0,M,0
TEX,NA,0,-10.00,0,M,0
TEX,NA,0,-9.00,0,M,0
TEX,NA,0,-12.00,0,M,0
TEX,NA,0,-11.00,0,M,0
TEX,NA,-1,-12.00,0,M,0
TEX,NA,-1,-11.00,0,M,0
TEX,NA,-1,-11.00,0,M,0
TEX,NA,-1,-12.00,0,M,0
TEX,NA,-1,-13.00,0,M,0
TEX,NA,-1,-14.00,0,M,0
TEX,NA,-1,-15.00,0,M,0
TEX,NA,-2,-15.00,0,M,0
TEX,NA,-1,-16.00,0,M,0
TEX,NA,-2,-16.00,0,M,0
TEX,NA,-1,-16.00,0,M,0
TEX,NA,-2,-17.00,0,M,0
TEX,NA,-1,-18.00,0,M,0
TEX,NA,0,-17.00,0,M,0
TEX,NA,0,-17.00,0,M,0
TEX,NA,1,-17.00,0,M,0
TEX,NA,2,-18.00,0,M,0
TEX,NA,3,-19.00,0,M,0
TEX,NA,5,-18.00,0,M,0
TEX,NA,7,-20.00,0,M,4.02
TEX,NA,7,-22.00,0,M,4.02
TEX,NA,8,-26.00,0,M,6.029999999999999
TEX,NA,10,-20.00,0,M,10.049999999999999
TEX,NA,11,-18.00,0,M,12.059999999999999
TEX,NA,11,-14.00,0,M,12.059999999999999
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,11,-13.00,0,M,12.059999999999999
TEX,NA,12,-13.00,0,M,14.069999999999999
TEX,NA,12,-13.00,0,M,14.069999999999999
TEX,NA,12,-14.00,0,M,14.069999999999999
TEX,NA,12,-14.00,0,M,14.069999999999999
TEX,NA,12,-14.00,0,M,14.069999999999999
TEX,NA,13,-15.00,0,M,16.08
TEX,NA,13,-15.00,0,M,16.08
TEX,NA,13,-14.00,0,M,16.08
TEX,NA,13,-17.00,0,M,16.08
TEX,NA,13,-16.00,0,M,16.08
TEX,NA,13,-17.00,0,M,16.08
TEX,NA,14,-16.00,0,M,18.089999999999996
TEX,NA,13,-18.00,0,M,16.08
TEX,NA,14,-18.00,0,M,18.089999999999996
TEX,NA,15,-18.00,0,M,20.099999999999998
TEX,NA,14,-19.00,0,M,18.089999999999996
TEX,NA,14,-20.00,0,M,18.089999999999996
TEX,NA,14,-20.00,0,M,18.089999999999996
TEX,NA,15,-19.00,0,M,20.099999999999998
TEX,NA,14,-19.00,0,M,18.089999999999996
TEX,NA,14,-20.00,0,M,18.089999999999996
TEX,NA,14,-19.00,0,M,18.089999999999996
TEX,NA,13,-20.00,0,M,16.08
TEX,NA,13,-18.00,0,M,16.08
TEX,NA,13,-18.00,0,M,16.08
TEX,NA,13,-17.00,0,M,16.08
TEX,NA,12,-16.00,0,M,14.069999999999999
TEX,NA,12,-15.00,0,M,14.069999999999999
TEX,NA,12,-14.00,0,M,14.069999999999999
TEX,NA,11,-13.00,0,M,12.059999999999999
TEX,NA,11,-13.00,0,M,12.059999999999999
TEX,NA,10,-12.00,0,M,10.049999999999999
TEX,NA,10,-12.00,0,M,10.049999999999999
TEX,NA,10,-12.00,0,M,10.049999999999999
TEX,NA,8,-11.00,0,M,6.029999999999999
TEX,NA,8,-11.00,0,M,6.029999999999999
TEX,NA,8,-12.00,0,M,6.029999999999999
TEX,NA,8,-11.00,0,M,6.029999999999999
TEX,NA,8,-11.00,0,M,6.029999999999999
TEX,NA,7,-11.00,0,M,4.02
TEX,NA,8,-12.00,0,M,6.029999999999999
TEX,NA,7,-11.00,0,M,4.02
TEX,NA,7,-12.00,0,M,4.02
TEX,NA,7,-11.00,0,M,4.02
TEX,NA,7,-11.00,0,M,4.02
TEX,NA,8,-12.00,0,M,6.029999999999999
TEX,NA,10,-16.00,0,M,10.049999999999999
TEX,NA,10,-16.00,0,M,10.049999999999999
TEX,NA,10,-17.00,0,M,10.049999999999999
TEX,NA,9,-17.00,0,M,8.04
TEX,NA,8,-16.00,0,M,6.029999999999999
TEX,NA,6,-12.00,0,M,2.01
TEX,NA,7,-13.00,0,M,4.02
TEX,NA,6,-13.00,0,M,2.01
TEX,NA,5,-12.00,0,M,0
TEX,NA,5,-12.00,0,M,0
TEX,NA,3,-12.00,0,M,0
TEX,NA,5,-13.00,0,M,0
TEX,NA,5,-12.00,0,M,0
TEX,NA,6,-12.00,0,M,2.01
TEX,NA,7,-11.00,0,M,4.02
TEX,NA,8,-13.00,0,M,6.029999999999999
TEX,NA,10,-16.00,0,M,10.049999999999999
TEX,NA,10,-15.00,0,M,10.049999999999999
TEX,NA,11,-15.00,0,M,12.059999999999999
TEX,NA,11,-15.00,0,M,12.059999999999999
TEX,NA,12,-15.00,0,M,14.069999999999999
TEX,NA,12,-15.00,0,M,14.069999999999999
TEX,NA,12,-16.00,0,M,14.069999999999999
TEX,NA,13,-16.00,0,M,16.08
TEX,NA,13,-17.00,0,M,16.08
TEX,NA,13,-16.00,0,M,16.08
TEX,NA,13,-15.00,0,M,16.08
TEX,NA,12,-14.00,0,M,14.069999999999999
TEX,NA,13,-13.00,0,M,16.08
TEX,NA,13,-13.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,14,-12.00,0,M,18.089999999999996
TEX,NA,15,-13.00,0,M,20.099999999999998
TEX,NA,14,-13.00,0,M,18.089999999999996
TEX,NA,14,-13.00,0,M,18.089999999999996
TEX,NA,15,-14.00,0,M,20.099999999999998
TEX,NA,15,-14.00,0,M,20.099999999999998
TEX,NA,15,-13.00,0,M,20.099999999999998
TEX,NA,15,-14.00,0,M,20.099999999999998
TEX,NA,15,-13.00,0,M,20.099999999999998
TEX,NA,15,-13.00,0,M,20.099999999999998
TEX,NA,15,-13.00,0,M,20.099999999999998
TEX,NA,14,-13.00,0,M,18.089999999999996
TEX,NA,14,-13.00,0,M,18.089999999999996
TEX,NA,14,-13.00,0,M,18.089999999999996
TEX,NA,13,-13.00,0,M,16.08
TEX,NA,13,-10.00,0,M,16.08
TEX,NA,13,-10.00,0,M,16.08
TEX,NA,12,-8.00,0,M,14.069999999999999
TEX,NA,11,-8.00,0,M,12.059999999999999
TEX,NA,10,-8.00,0,M,10.049999999999999
TEX,NA,10,-8.00,0,M,10.049999999999999
TEX,NA,9,-8.00,0,M,8.04
TEX,NA,8,-10.00,0,M,6.029999999999999
TEX,NA,8,-11.00,0,M,6.029999999999999
TEX,NA,8,-11.00,0,M,6.029999999999999
TEX,NA,8,-12.00,0,M,6.029999999999999
TEX,NA,8,-13.00,0,M,6.029999999999999
TEX,NA,8,-14.00,0,M,6.029999999999999
TEX,NA,7,-14.00,0,M,4.02
TEX,NA,7,-14.00,0,M,4.02
TEX,NA,7,-13.00,0,M,4.02
TEX,NA,7,-13.00,0,M,4.02
TEX,NA,7,-14.00,0,M,4.02
TEX,NA,6,-12.00,0,M,2.01
TEX,NA,6,-12.00,0,M,2.01
TEX,NA,6,-12.00,0,M,2.01
TEX,NA,6,-11.00,0,M,2.01
TEX,NA,7,-10.00,0,M,4.02
TEX,NA,6,-11.00,0,M,2.01
TEX,NA,6,-10.00,0,M,2.01
TEX,NA,6,-10.00,0,M,2.01
TEX,NA,6,-9.00,0,M,2.01
TEX,NA,5,-9.00,0,M,0
TEX,NA,5,-10.00,0,M,0
TEX,NA,4,-10.00,0,M,0
TEX,NA,4,-11.00,0,M,0
TEX,NA,3,-9.00,0,M,0
TEX,NA,3,-8.00,0,M,0
TEX,NA,3,-8.00,0,M,0
TEX,NA,3,-8.00,0,M,0
TEX,NA,2,-8.00,0,M,0
TEX,NA,2,-8.00,0,M,0
TEX,NA,3,-10.00,0,M,0
TEX,NA,5,-11.00,0,M,0
TEX,NA,5,-10.00,0,M,0
TEX,NA,6,-12.00,0,M,2.01
TEX,NA,7,-12.00,0,M,4.02
TEX,NA,8,-23.00,0,M,6.029999999999999
TEX,NA,10,-23.00,0,M,10.049999999999999
TEX,NA,10,-23.00,0,M,10.049999999999999
TEX,NA,10,-24.00,0,M,10.049999999999999
TEX,NA,10,-23.00,0,M,10.049999999999999
TEX,NA,11,-22.00,0,M,12.059999999999999
TEX,NA,12,-19.00,0,M,14.069999999999999
TEX,NA,12,-16.00,0,M,14.069999999999999
TEX,NA,11,-16.00,0,M,12.059999999999999
TEX,NA,12,-18.00,0,M,14.069999999999999
TEX,NA,12,-15.00,0,M,14.069999999999999
TEX,NA,12,-16.00,0,M,14.069999999999999
TEX,NA,12,-15.00,0,M,14.069999999999999
TEX,NA,12,-13.00,0,M,14.069999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,13,-11.00,0,M,16.08
TEX,NA,14,-12.00,0,M,18.089999999999996
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-11.00,0,M,16.08
TEX,NA,14,-13.00,0,M,18.089999999999996
TEX,NA,15,-12.00,0,M,20.099999999999998
TEX,NA,15,-13.00,0,M,20.099999999999998
TEX,NA,14,-12.00,0,M,18.089999999999996
TEX,NA,14,-12.00,0,M,18.089999999999996
TEX,NA,15,-12.00,0,M,20.099999999999998
TEX,NA,15,-13.00,0,M,20.099999999999998
TEX,NA,15,-12.00,0,M,20.099999999999998
TEX,NA,15,-13.00,0,M,20.099999999999998
TEX,NA,14,-13.00,0,M,18.089999999999996
TEX,NA,14,-15.00,0,M,18.089999999999996
TEX,NA,14,-15.00,0,M,18.089999999999996
TEX,NA,13,-13.00,0,M,16.08
TEX,NA,13,-13.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,11,-11.00,0,M,12.059999999999999
TEX,NA,11,-11.00,0,M,12.059999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,12,-11.00,0,M,14.069999999999999
TEX,NA,11,-11.00,0,M,12.059999999999999
TEX,NA,11,-10.00,0,M,12.059999999999999
TEX,NA,11,-10.00,0,M,12.059999999999999
TEX,NA,10,-10.00,0,M,10.049999999999999
TEX,NA,10,-9.00,0,M,10.049999999999999
TEX,NA,10,-10.00,0,M,10.049999999999999
TEX,NA,9,-9.00,0,M,8.04
TEX,NA,9,-9.00,0,M,8.04
TEX,NA,8,-9.00,0,M,6.029999999999999
TEX,NA,8,-9.00,0,M,6.029999999999999
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,8,-7.00,0,M,6.029999999999999
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,9,-8.00,0,M,8.04
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,9,-8.00,0,M,8.04
TEX,NA,9,-8.00,0,M,8.04
TEX,NA,10,-8.00,0,M,10.049999999999999
TEX,NA,9,-8.00,0,M,8.04
TEX,NA,10,-8.00,0,M,10.049999999999999
TEX,NA,10,-9.00,0,M,10.049999999999999
TEX,NA,10,-10.00,0,M,10.049999999999999
TEX,NA,10,-9.00,0,M,10.049999999999999
TEX,NA,10,-6.00,0,M,10.049999999999999
TEX,NA,10,-5.00,0,M,10.049999999999999
TEX,NA,11,-8.00,0,M,12.059999999999999
TEX,NA,11,-8.00,0,M,12.059999999999999
TEX,NA,11,-7.00,0,M,12.059999999999999
TEX,NA,10,-6.00,0,M,10.049999999999999
TEX,NA,11,-7.00,0,M,12.059999999999999
TEX,NA,10,-5.00,0,M,10.049999999999999
TEX,NA,11,-6.00,0,M,12.059999999999999
TEX,NA,12,-7.00,0,M,14.069999999999999
TEX,NA,11,-7.00,0,M,12.059999999999999
TEX,NA,12,-8.00,0,M,14.069999999999999
TEX,NA,12,-7.00,0,M,14.069999999999999
TEX,NA,12,-10.00,0,M,14.069999999999999
TEX,NA,13,-11.00,0,M,16.08
TEX,NA,13,-11.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-13.00,0,M,16.08
TEX,NA,12,-13.00,0,M,14.069999999999999
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-13.00,0,M,16.08
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,7,0.00,0,M,4.02
TEX,NA,7,0.00,0,M,4.02
TEX,NA,7,0.00,0,M,4.02
TEX,NA,6,0.00,0,M,2.01
TEX,NA,5,0.00,0,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,3,1.00,0.25,M,0
TEX,NA,3,2.00,0.25,M,0
TEX,NA,3,1.00,0.25,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,4,1.00,0,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,3,2.00,0,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,3,1.00,0,M,0
TEX,NA,2,1.00,0,M,0
TEX,NA,2,0.00,0,M,0
TEX,NA,2,0.00,0,M,0
TEX,NA,2,-1.00,0,M,0
TEX,NA,2,-2.00,0,M,0
TEX,NA,2,-3.00,0,M,0
TEX,NA,1,-3.00,0,M,0
TEX,NA,1,-3.00,0,M,0
TEX,NA,2,-3.00,0,M,0
TEX,NA,1,-3.00,0,M,0
TEX,NA,1,-3.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,1,-4.00,0,M,0
TEX,NA,2,-4.00,0,M,0
TEX,NA,2,-4.00,0,M,0
TEX,NA,2,-3.00,0,M,0
TEX,NA,3,-3.00,0,M,0
TEX,NA,4,-3.00,0,M,0
TEX,NA,5,-2.00,0,M,0
TEX,NA,6,-4.00,0,M,2.01
TEX,NA,8,-7.00,0,M,6.029999999999999
TEX,NA,8,-8.00,0,M,6.029999999999999
TEX,NA,8,-9.00,0,M,6.029999999999999
TEX,NA,9,-8.00,0,M,8.04
TEX,NA,9,-7.00,0,M,8.04
TEX,NA,10,-8.00,0,M,10.049999999999999
TEX,NA,10,-7.00,0,M,10.049999999999999
TEX,NA,11,-7.00,0,M,12.059999999999999
TEX,NA,11,-7.00,0,M,12.059999999999999
TEX,NA,11,-8.00,0,M,12.059999999999999
TEX,NA,11,-8.00,0,M,12.059999999999999
TEX,NA,11,-9.00,0,M,12.059999999999999
TEX,NA,12,-8.00,0,M,14.069999999999999
TEX,NA,12,-8.00,0,M,14.069999999999999
TEX,NA,12,-9.00,0,M,14.069999999999999
TEX,NA,13,-11.00,0,M,16.08
TEX,NA,13,-11.00,0,M,16.08
TEX,NA,13,-10.00,0,M,16.08
TEX,NA,13,-10.00,0,M,16.08
TEX,NA,13,-9.00,0,M,16.08
TEX,NA,14,-8.00,0,M,18.089999999999996
TEX,NA,14,-10.00,0,M,18.089999999999996
TEX,NA,13,-8.00,0,M,16.08
TEX,NA,14,-10.00,0,M,18.089999999999996
TEX,NA,14,-11.00,0,M,18.089999999999996
TEX,NA,14,-12.00,0,M,18.089999999999996
TEX,NA,14,-13.00,0,M,18.089999999999996
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-12.00,0,M,16.08
TEX,NA,13,-13.00,0,M,16.08
TEX,NA,12,-13.00,0,M,14.069999999999999
TEX,NA,12,-12.00,0,M,14.069999999999999
TEX,NA,11,-12.00,0,M,12.059999999999999
TEX,NA,11,-12.00,0,M,12.059999999999999
TEX,NA,11,-11.00,0,M,12.059999999999999
TEX,NA,10,-11.00,0,M,10.049999999999999
TEX,NA,9,-10.00,0,M,8.04
TEX,NA,8,-10.00,0,M,6.029999999999999
TEX,NA,7,-9.00,0,M,4.02
TEX,NA,7,-7.00,0,M,4.02
TEX,NA,7,-7.00,0,M,4.02
TEX,NA,7,-7.00,0,M,4.02
TEX,NA,6,-7.00,0,M,2.01
TEX,NA,6,-6.00,0,M,2.01
TEX,NA,6,-7.00,0,M,2.01
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,4,-5.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-6.00,0,M,0
TEX,NA,5,-5.00,0,M,0
TEX,NA,5,-5.00,0,M,0
TEX,NA,4,-5.00,0,M,0
TEX,NA,4,-5.00,0,M,0
TEX,NA,3,-5.00,0,M,0
TEX,NA,4,-5.00,0,M,0
TEX,NA,4,-5.00,0,M,0
TEX,NA,4,-5.00,0,M,0
TEX,NA,3,-5.00,0,M,0
TEX,NA,3,-5.00,0,M,0
TEX,NA,3,-4.00,0,M,0
TEX,NA,3,-4.00,0,M,0
TEX,NA,5,-3.00,0,M,0
TEX,NA,6,-4.00,0,M,2.01
TEX,NA,7,-5.00,0,M,4.02
TEX,NA,7,-3.00,0,M,4.02
TEX,NA,9,-5.00,0,M,8.04
TEX,NA,10,-4.00,0,M,10.049999999999999
TEX,NA,11,-5.00,0,M,12.059999999999999
TEX,NA,12,-7.00,0,M,14.069999999999999
TEX,NA,13,-7.00,0,M,16.08
TEX,NA,13,-7.00,0,M,16.08
TEX,NA,14,-7.00,0,M,18.089999999999996
TEX,NA,15,-9.00,0,M,20.099999999999998
TEX,NA,15,-9.00,0,M,20.099999999999998
TEX,NA,15,-10.00,0,M,20.099999999999998
TEX,NA,15,-10.00,0,M,20.099999999999998
TEX,NA,15,-10.00,0,M,20.099999999999998
TEX,NA,17,-10.00,0,M,24.119999999999997
TEX,NA,17,-9.00,0,M,24.119999999999997
TEX,NA,16,-10.00,0,M,22.11
TEX,NA,16,-11.00,0,M,22.11
TEX,NA,17,-10.00,0,M,24.119999999999997
TEX,NA,16,-12.00,0,M,22.11
TEX,NA,17,-10.00,0,M,24.119999999999997
TEX,NA,17,-11.00,0,M,24.119999999999997
TEX,NA,17,-12.00,0,M,24.119999999999997
TEX,NA,17,-13.00,0,M,24.119999999999997
