"station","valid","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp","vsby","gust","skyc1","skyc2","skyc3","skyc4","skyl1","skyl2","skyl3","skyl4","wxcodes","ice_accretion_1hr","ice_accretion_3hr","ice_accretion_6hr","peak_wind_gust","peak_wind_drct","peak_wind_time","feel","metar","snowdepth","datetime","albedo","snowfall","snow_present"
"TEX","2023-10-01 00:15","60.80","21.20","21.53","120.00","7.00",0,"30.12","M","10.00","M","SCT","M","M","M","11000.00","M","M","M","M","M","M","M","M","M","M","60.80","KTEX 010015Z AUTO 12007KT 10SM SCT110 16/M06 A3012 RMK AO2 LTG DSNT SE","M",2023-10-01 00:15:00,0.2,FALSE,TRUE
"TEX","2023-10-01 00:35","60.80","21.20","21.53","160.00","10.00",0,"30.14","M","10.00","17.00","SCT","M","M","M","11000.00","M","M","M","M","M","M","M","M","M","M","60.80","KTEX 010035Z AUTO 16010G17KT 10SM SCT110 16/M06 A3014 RMK AO2 LTG DSNT SE AND S","M",2023-10-01 00:35:00,0.204958563853515,FALSE,TRUE
"TEX","2023-10-01 00:55","60.80","17.60","18.46","190.00","8.00",0,"30.14","M","10.00","19.00","SCT","SCT","M","M","9000.00","12000.00","M","M","VCTS","M","M","M","M","M","M","60.80","KTEX 010055Z AUTO 19008G19KT 130V210 10SM VCTS SCT090 SCT120 16/M08 A3014 RMK AO2 LTG DSNT SE AND S","M",2023-10-01 00:55:00,0.209835169855398,FALSE,TRUE
"TEX","2023-10-01 01:15","62.60","17.60","17.32","200.00","23.00",0,"30.15","M","10.00","40.00","BKN","M","M","M","10000.00","M","M","M","M","M","M","M","M","M","M","62.60","KTEX 010115Z AUTO 20023G40KT 180V260 10SM BKN100 17/M08 A3015 RMK AO2 LTG DSNT S","M",2023-10-01 01:15:00,0.214631172649786,FALSE,TRUE
"TEX","2023-10-01 01:35","59.00","21.20","22.95","170.00","10.00",0,"30.14","M","10.00","15.00","SCT","SCT","BKN","M","5500.00","7000.00","11000.00","M","M","M","M","M","M","M","M","59.00","KTEX 010135Z AUTO 17010G15KT 130V200 10SM SCT055 SCT070 BKN110 15/M06 A3014 RMK AO2","M",2023-10-01 01:35:00,0.219347904490515,FALSE,TRUE
"TEX","2023-10-01 01:55","59.00","21.20","22.95","140.00","8.00",0,"30.13","M","10.00","14.00","SCT","M","M","M","11000.00","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010155Z AUTO 14008G14KT 10SM SCT110 15/M06 A3013 RMK AO2 LTG DSNT SE","M",2023-10-01 01:55:00,0.223986675611203,FALSE,TRUE
"TEX","2023-10-01 02:15","59.00","21.20","22.95","270.00","4.00",0,"30.14","M","10.00","M","SCT","M","M","M","10000.00","M","M","M","TS","M","M","M","M","M","M","59.00","KTEX 010215Z AUTO 27004KT 10SM TS SCT100 15/M06 A3014 RMK AO2 LTG DSNT SE","M",2023-10-01 02:15:00,0.228548774589212,FALSE,TRUE
"TEX","2023-10-01 02:35","59.00","21.20","22.95","0.00","0.00",0,"30.14","M","10.00","M","BKN","M","M","M","10000.00","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010235Z AUTO 00000KT 10SM BKN100 15/M06 A3014 RMK AO2 LTG DSNT SE","M",2023-10-01 02:35:00,0.233035468703593,FALSE,TRUE
"TEX","2023-10-01 02:55","59.00","21.20","22.95","0.00","0.00",0,"30.14","M","10.00","M","BKN","M","M","M","10000.00","M","M","M","VCTS","M","M","M","M","M","M","59.00","KTEX 010255Z AUTO 00000KT 10SM VCTS BKN100 15/M06 A3014 RMK AO2 LTG DSNT SE","M",2023-10-01 02:55:00,0.237448004287116,FALSE,TRUE
"TEX","2023-10-01 03:15","57.20","21.20","24.49","0.00","0.00",0,"30.14","M","10.00","M","SCT","M","M","M","10000.00","M","M","M","M","M","M","M","M","M","M","57.20","KTEX 010315Z AUTO 00000KT 10SM SCT100 14/M06 A3014 RMK AO2 LTG DSNT E","M",2023-10-01 03:15:00,0.241787607072483,FALSE,TRUE
"TEX","2023-10-01 03:35","59.00","23.00","24.76","150.00","5.00",0,"30.14","M","10.00","14.00","SCT","SCT","M","M","8000.00","10000.00","M","M","M","M","M","M","M","M","M","59.00","KTEX 010335Z AUTO 15005G14KT 10SM SCT080 SCT100 15/M05 A3014 RMK AO2 LTG DSNT SE","M",2023-10-01 03:35:00,0.246055482532816,FALSE,TRUE
"TEX","2023-10-01 03:55","59.00","23.00","24.76","160.00","7.00",0,"30.14","M","10.00","15.00","SCT","M","M","M","10000.00","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010355Z AUTO 16007G15KT 10SM SCT100 15/M05 A3014 RMK AO2 LTG DSNT NE","M",2023-10-01 03:55:00,0.250252816216519,FALSE,TRUE
"TEX","2023-10-01 04:15","59.00","19.40","21.26","170.00","8.00",0,"30.14","M","10.00","38.00","SCT","BKN","BKN","M","7000.00","9000.00","11000.00","M","M","M","M","M","M","M","M","59.00","KTEX 010415Z AUTO 17008G38KT 10SM SCT070 BKN090 BKN110 15/M07 A3014 RMK AO2","M",2023-10-01 04:15:00,0.254380774076605,FALSE,TRUE
"TEX","2023-10-01 04:35","60.80","21.20","21.53","150.00","11.00",0,"30.14","M","10.00","29.00","SCT","SCT","M","M","8000.00","9000.00","M","M","M","M","M","M","M","M","M","60.80","KTEX 010435Z AUTO 15011G29KT 120V180 10SM SCT080 SCT090 16/M06 A3014 RMK AO2","M",2023-10-01 04:35:00,0.258440502794579,FALSE,TRUE
"TEX","2023-10-01 04:55","59.00","21.20","22.95","120.00","8.00",0,"30.14","M","10.00","16.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010455Z AUTO 12008G16KT 10SM CLR 15/M06 A3014 RMK AO2","M",2023-10-01 04:55:00,0.262433130098965,FALSE,TRUE
"TEX","2023-10-01 05:15","59.00","21.20","22.95","160.00","9.00",0,"30.14","M","10.00","16.00","SCT","M","M","M","11000.00","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010515Z AUTO 16009G16KT 10SM SCT110 15/M06 A3014 RMK AO2 LTG DSNT E","M",2023-10-01 05:15:00,0.266359765078579,FALSE,TRUE
"TEX","2023-10-01 05:35","59.00","19.40","21.26","180.00","16.00",0,"30.13","M","10.00","23.00","SCT","M","M","M","8500.00","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010535Z AUTO 18016G23KT 10SM SCT085 15/M07 A3013 RMK AO2","M",2023-10-01 05:35:00,0.270221498490605,FALSE,TRUE
"TEX","2023-10-01 05:55","59.00","19.40","21.26","170.00","11.00",0,"30.13","M","10.00","26.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010555Z AUTO 17011G26KT 10SM CLR 15/M07 A3013 RMK AO2","M",2023-10-01 05:55:00,0.274019403063603,FALSE,TRUE
"TEX","2023-10-01 06:15","59.00","19.40","21.26","150.00","15.00",0,"30.13","M","10.00","22.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010615Z AUTO 15015G22KT 10SM CLR 15/M07 A3013 RMK AO2","M",2023-10-01 06:15:00,0.277754533795485,FALSE,TRUE
"TEX","2023-10-01 06:35","59.00","19.40","21.26","170.00","11.00",0,"30.13","M","10.00","24.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010635Z AUTO 17011G24KT 130V200 10SM CLR 15/M07 A3013 RMK AO2","M",2023-10-01 06:35:00,0.281427928246582,FALSE,TRUE
"TEX","2023-10-01 06:55","59.00","19.40","21.26","160.00","17.00",0,"30.13","M","10.00","24.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 010655Z AUTO 16017G24KT 10SM CLR 15/M07 A3013 RMK AO2","M",2023-10-01 06:55:00,0.285040606827863,FALSE,TRUE
"TEX","2023-10-01 07:15","57.20","19.40","22.68","170.00","16.00",0,"30.13","M","10.00","29.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","57.20","KTEX 010715Z AUTO 17016G29KT 130V190 10SM CLR 14/M07 A3013 RMK AO2 LTG DSNT SE","M",2023-10-01 07:15:00,0.288593573084386,FALSE,TRUE
"TEX","2023-10-01 07:35","57.20","19.40","22.68","170.00","15.00",0,"30.13","M","10.00","26.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","57.20","KTEX 010735Z AUTO 17015G26KT 10SM CLR 14/M07 A3013 RMK AO2 LTG DSNT SE AND W","M",2023-10-01 07:35:00,0.292087813974068,FALSE,TRUE
"TEX","2023-10-01 07:55","57.20","21.20","24.49","150.00","8.00",0,"30.14","M","10.00","28.00","SCT","M","M","M","9000.00","M","M","M","M","M","M","M","M","M","M","57.20","KTEX 010755Z AUTO 15008G28KT 120V190 10SM SCT090 14/M06 A3014 RMK AO2","M",2023-10-01 07:55:00,0.295524300141846,FALSE,TRUE
"TEX","2023-10-01 08:15","55.40","23.00","28.20","170.00","17.00",0,"30.14","M","10.00","25.00","SCT","M","M","M","12000.00","M","M","M","M","M","M","M","M","M","M","55.40","KTEX 010815Z AUTO 17017G25KT 10SM SCT120 13/M05 A3014 RMK AO2","M",2023-10-01 08:15:00,0.298903986189308,FALSE,TRUE
"TEX","2023-10-01 08:35","55.40","23.00","28.20","160.00","19.00",0,"30.14","M","10.00","32.00","SCT","M","M","M","11000.00","M","M","M","M","M","M","M","M","M","M","55.40","KTEX 010835Z AUTO 16019G32KT 10SM SCT110 13/M05 A3014 RMK AO2 LTG DSNT SE","M",2023-10-01 08:35:00,0.302227810939867,FALSE,TRUE
"TEX","2023-10-01 08:55","55.40","23.00","28.20","170.00","18.00",0,"30.13","M","10.00","28.00","SCT","SCT","BKN","M","7000.00","8000.00","9000.00","M","M","M","M","M","M","M","M","55.40","KTEX 010855Z AUTO 17018G28KT 10SM SCT070 SCT080 BKN090 13/M05 A3013 RMK AO2 LTG DSNT SE","M",2023-10-01 08:55:00,0.305496697699547,FALSE,TRUE
"TEX","2023-10-01 09:15","55.40","23.00","28.20","160.00","14.00",0,"30.13","M","10.00","37.00","SCT","SCT","BKN","M","7000.00","8000.00","9000.00","M","M","M","M","M","M","M","M","55.40","KTEX 010915Z AUTO 16014G37KT 10SM SCT070 SCT080 BKN090 13/M05 A3013 RMK AO2","M",2023-10-01 09:15:00,0.308711554513468,FALSE,TRUE
"TEX","2023-10-01 09:35","55.40","21.20","26.13","150.00","22.00",0,"30.12","M","10.00","38.00","SCT","SCT","SCT","M","5500.00","7000.00","9000.00","M","M","M","M","M","M","M","M","55.40","KTEX 010935Z AUTO 15022G38KT 130V190 10SM SCT055 SCT070 SCT090 13/M06 A3012 RMK AO2","M",2023-10-01 09:35:00,0.311873274418083,FALSE,TRUE
"TEX","2023-10-01 09:55","53.60","21.20","27.91","170.00","7.00",0,"30.12","M","10.00","22.00","SCT","M","M","M","9000.00","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 010955Z AUTO 17007G22KT 130V220 10SM SCT090 12/M06 A3012 RMK AO2","M",2023-10-01 09:55:00,0.314982735689252,FALSE,TRUE
"TEX","2023-10-01 10:15","53.60","23.00","30.11","130.00","12.00",0,"30.12","M","10.00","20.00","SCT","M","M","M","9000.00","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 011015Z AUTO 13012G20KT 020V170 10SM SCT090 12/M05 A3012 RMK AO2","M",2023-10-01 10:15:00,0.31804080208621,FALSE,TRUE
"TEX","2023-10-01 10:35","53.60","26.60","34.98","170.00","18.00",0,"30.11","M","10.00","31.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 011035Z AUTO 17018G31KT 10SM CLR 12/M03 A3011 RMK AO2","M",2023-10-01 10:35:00,0.32104832309151,FALSE,TRUE
"TEX","2023-10-01 10:55","53.60","28.40","37.67","160.00","13.00",0,"30.12","M","10.00","33.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 011055Z AUTO 16013G33KT 10SM CLR 12/M02 A3012 RMK AO2 LTG DSNT E AND NW","M",2023-10-01 10:55:00,0.324006134146991,FALSE,TRUE
"TEX","2023-10-01 11:15","53.60","28.40","37.67","160.00","13.00",0,"30.12","M","10.00","23.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 011115Z AUTO 16013G23KT 10SM CLR 12/M02 A3012 RMK AO2 LTG DSNT NW","M",2023-10-01 11:15:00,0.326915056885854,FALSE,TRUE
"TEX","2023-10-01 11:35","53.60","28.40","37.67","140.00","14.00",0,"30.12","M","10.00","21.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 011135Z AUTO 14014G21KT 10SM CLR 12/M02 A3012 RMK AO2 LTG DSNT NE","M",2023-10-01 11:35:00,0.329775899360899,FALSE,TRUE
"TEX","2023-10-01 11:55","53.60","28.40","37.67","190.00","9.00",0,"30.12","M","10.00","20.00","SCT","SCT","M","M","6000.00","7000.00","M","M","M","M","M","M","M","M","M","53.60","KTEX 011155Z AUTO 19009G20KT 150V220 10SM SCT060 SCT070 12/M02 A3012 RMK AO2","M",2023-10-01 11:55:00,0.332589456268986,FALSE,TRUE
"TEX","2023-10-01 12:15","53.60","28.40","37.67","160.00","16.00",0,"30.12","M","10.00","29.00","SCT","M","M","M","6000.00","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 011215Z AUTO 16016G29KT 120V180 10SM SCT060 12/M02 A3012 RMK AO2 LTG DSNT W","M",2023-10-01 12:15:00,0.335356509171792,FALSE,TRUE
"TEX","2023-10-01 12:35","53.60","28.40","37.67","170.00","18.00",0,"30.12","M","10.00","30.00","SCT","SCT","SCT","M","5500.00","7000.00","8000.00","M","M","M","M","M","M","M","M","53.60","KTEX 011235Z AUTO 17018G30KT 110V190 10SM SCT055 SCT070 SCT080 12/M02 A3012 RMK AO2","M",2023-10-01 12:35:00,0.338077826712916,FALSE,TRUE
"TEX","2023-10-01 12:55","53.60","30.20","40.54","160.00","12.00",0,"30.13","M","10.00","32.00","SCT","BKN","BKN","M","5500.00","7000.00","9000.00","M","-RA","M","M","M","M","M","M","53.60","KTEX 011255Z AUTO 16012G32KT 10SM -RA SCT055 BKN070 BKN090 12/M01 A3013 RMK AO2","M",2023-10-01 12:55:00,0.340754164831396,FALSE,TRUE
"TEX","2023-10-01 13:15","53.60","28.40","37.67","170.00","18.00",0,"30.13","M","10.00","30.00","SCT","SCT","OVC","M","4700.00","6000.00","8000.00","M","M","M","M","M","M","M","M","53.60","KTEX 011315Z AUTO 17018G30KT 130V200 10SM SCT047 SCT060 OVC080 12/M02 A3013 RMK AO2","M",2023-10-01 13:15:00,0.343386266971695,FALSE,TRUE
"TEX","2023-10-01 13:35","53.60","30.20","40.54","150.00","17.00",0,"30.14","M","10.00","33.00","SCT","SCT","SCT","M","4700.00","6000.00","7500.00","M","M","M","M","M","M","M","M","53.60","KTEX 011335Z AUTO 15017G33KT 10SM SCT047 SCT060 SCT075 12/M01 A3014 RMK AO2","M",2023-10-01 13:35:00,0.345974864290223,FALSE,TRUE
"TEX","2023-10-01 13:55","53.60","28.40","37.67","150.00","20.00",0,"30.14","M","10.00","34.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 011355Z AUTO 15020G34KT 10SM CLR 12/M02 A3014 RMK AO2","M",2023-10-01 13:55:00,0.348520675858433,FALSE,TRUE
"TEX","2023-10-01 14:15","53.60","28.40","37.67","180.00","10.00",0,"30.15","M","10.00","35.00","SCT","SCT","M","M","6000.00","8500.00","M","M","M","M","M","M","M","M","M","53.60","KTEX 011415Z AUTO 18010G35KT 130V220 10SM SCT060 SCT085 12/M02 A3015 RMK AO2","M",2023-10-01 14:15:00,0.351024408862577,FALSE,TRUE
"TEX","2023-10-01 14:35","53.60","30.20","40.54","210.00","15.00",0,"30.15","M","10.00","29.00","SCT","BKN","BKN","M","5500.00","6500.00","8000.00","M","M","M","M","M","M","M","M","53.60","KTEX 011435Z AUTO 21015G29KT 140V260 10SM SCT055 BKN065 BKN080 12/M01 A3015 RMK AO2","M",2023-10-01 14:35:00,0.353486758800144,FALSE,TRUE
"TEX","2023-10-01 14:55","53.60","28.40","37.67","160.00","17.00",0,"30.15","M","10.00","24.00","SCT","BKN","BKN","M","5500.00","6500.00","8000.00","M","M","M","M","M","M","M","M","53.60","KTEX 011455Z AUTO 16017G24KT 10SM SCT055 BKN065 BKN080 12/M02 A3015 RMK AO2 LTG DSNT W","M",2023-10-01 14:55:00,0.35590840967306,FALSE,TRUE
"TEX","2023-10-01 15:15","55.40","28.40","35.28","160.00","24.00",0,"30.14","M","10.00","41.00","SCT","M","M","M","5500.00","M","M","M","M","M","M","M","M","M","M","55.40","KTEX 011515Z AUTO 16024G41KT 140V210 10SM SCT055 13/M02 A3014 RMK AO2","M",2023-10-01 15:15:00,0.358290034177696,FALSE,TRUE
"TEX","2023-10-01 15:35","53.60","28.40","37.67","180.00","22.00",0,"30.15","M","10.00","32.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","53.60","KTEX 011535Z AUTO 18022G32KT 10SM CLR 12/M02 A3015 RMK AO2","M",2023-10-01 15:35:00,0.360632293891727,FALSE,TRUE
"TEX","2023-10-01 15:55","55.40","28.40","35.28","150.00","22.00",0,"30.14","M","10.00","36.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","55.40","KTEX 011555Z AUTO 15022G36KT 110V190 10SM CLR 13/M02 A3014 RMK AO2","M",2023-10-01 15:55:00,0.362935839457912,FALSE,TRUE
"TEX","2023-10-01 16:15","55.40","24.80","30.40","170.00","21.00",0,"30.15","M","10.00","41.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","55.40","KTEX 011615Z AUTO 17021G41KT 140V200 10SM CLR 13/M04 A3015 RMK AO2 LTG DSNT NW","M",2023-10-01 16:15:00,0.365201310764834,FALSE,TRUE
"TEX","2023-10-01 16:35","55.40","24.80","30.40","170.00","21.00",0,"30.16","M","10.00","41.00","SCT","M","M","M","6000.00","M","M","M","M","M","M","M","M","M","M","55.40","KTEX 011635Z AUTO 17021G41KT 10SM SCT060 13/M04 A3016 RMK AO2","M",2023-10-01 16:35:00,0.367429337124642,FALSE,TRUE
"TEX","2023-10-01 16:55","57.20","21.20","24.49","150.00","19.00",0,"30.16","M","10.00","34.00","SCT","SCT","M","M","6000.00","7000.00","M","M","M","M","M","M","M","M","M","57.20","KTEX 011655Z AUTO 15019G34KT 10SM SCT060 SCT070 14/M06 A3016 RMK AO2","M",2023-10-01 16:55:00,0.369620537447877,FALSE,TRUE
"TEX","2023-10-01 17:15","57.20","23.00","26.42","140.00","28.00",0,"30.16","M","10.00","43.00","SCT","SCT","M","M","5000.00","6000.00","M","M","M","M","M","M","M","M","M","57.20","KTEX 011715Z AUTO 14028G43KT 110V170 10SM SCT050 SCT060 14/M05 A3016 RMK AO2","M",2023-10-01 17:15:00,0.371775520415382,FALSE,TRUE
"TEX","2023-10-01 17:35","59.00","21.20","22.95","150.00","19.00",0,"30.17","M","10.00","35.00","SCT","SCT","M","M","5000.00","7000.00","M","M","M","M","M","M","M","M","M","59.00","KTEX 011735Z AUTO 15019G35KT 130V190 10SM SCT050 SCT070 15/M06 A3017 RMK AO2 LTG DSNT N","M",2023-10-01 17:35:00,0.373894884647396,FALSE,TRUE
"TEX","2023-10-01 17:55","59.00","23.00","24.76","160.00","21.00",0,"30.15","M","10.00","36.00","SCT","M","M","M","7000.00","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 011755Z AUTO 16021G36KT 10SM SCT070 15/M05 A3015 RMK AO2","M",2023-10-01 17:55:00,0.375979218869831,FALSE,TRUE
"TEX","2023-10-01 18:15","59.00","23.00","24.76","150.00","18.00",0,"30.16","M","10.00","38.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 011815Z AUTO 15018G38KT 10SM CLR 15/M05 A3016 RMK AO2","M",2023-10-01 18:15:00,0.37802910207782,FALSE,TRUE
"TEX","2023-10-01 18:35","59.00","19.40","21.26","150.00","26.00",0,"30.14","M","10.00","43.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 011835Z AUTO 15026G43KT 10SM CLR 15/M07 A3014 RMK AO2","M",2023-10-01 18:35:00,0.380045103696546,FALSE,TRUE
"TEX","2023-10-01 18:55","59.00","17.60","19.68","160.00","18.00",0,"30.15","M","10.00","36.00","SCT","M","M","M","7500.00","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 011855Z AUTO 16018G36KT 130V190 10SM SCT075 15/M08 A3015 RMK AO2 LTG DSNT NW","M",2023-10-01 18:55:00,0.382027783739421,FALSE,TRUE
"TEX","2023-10-01 19:15","60.80","17.60","18.46","160.00","20.00",0,"30.15","M","10.00","40.00","SCT","M","M","M","7500.00","M","M","M","M","M","M","M","M","M","M","60.80","KTEX 011915Z AUTO 16020G40KT 130V200 10SM SCT075 16/M08 A3015 RMK AO2","M",2023-10-01 19:15:00,0.38397769296365,FALSE,TRUE
"TEX","2023-10-01 19:35","60.80","17.60","18.46","150.00","13.00",0,"30.15","M","10.00","27.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","60.80","KTEX 011935Z AUTO 15013G27KT 120V200 10SM CLR 16/M08 A3015 RMK AO2","M",2023-10-01 19:35:00,0.385895373023223,FALSE,TRUE
"TEX","2023-10-01 19:55","60.80","19.40","19.94","140.00","19.00",0,"30.15","M","10.00","37.00","SCT","M","M","M","7500.00","M","M","M","M","M","M","M","M","M","M","60.80","KTEX 011955Z AUTO 14019G37KT 10SM SCT075 16/M07 A3015 RMK AO2","M",2023-10-01 19:55:00,0.387781356619375,FALSE,TRUE
"TEX","2023-10-01 20:15","60.80","19.40","19.94","160.00","13.00",0,"30.16","M","10.00","27.00","SCT","M","M","M","7500.00","M","M","M","M","M","M","M","M","M","M","60.80","KTEX 012015Z AUTO 16013G27KT 110V180 10SM SCT075 16/M07 A3016 RMK AO2 LTG DSNT NW","M",2023-10-01 20:15:00,0.389636167648567,FALSE,TRUE
"TEX","2023-10-01 20:35","60.80","19.40","19.94","140.00","15.00",0,"30.16","M","10.00","25.00","SCT","SCT","M","M","7500.00","8500.00","M","M","M","M","M","M","M","M","M","60.80","KTEX 012035Z AUTO 14015G25KT 100V160 10SM SCT075 SCT085 16/M07 A3016 RMK AO2 LTG DSNT SE","M",2023-10-01 20:35:00,0.391460321348011,FALSE,TRUE
"TEX","2023-10-01 20:55","60.80","17.60","18.46","160.00","23.00",0,"30.15","M","10.00","39.00","SCT","M","M","M","7500.00","M","M","M","M","M","M","M","M","M","M","60.80","KTEX 012055Z AUTO 16023G39KT 10SM SCT075 16/M08 A3015 RMK AO2","M",2023-10-01 20:55:00,0.393254324438798,FALSE,TRUE
"TEX","2023-10-01 21:15","60.80","21.20","21.53","140.00","13.00",0,"30.17","M","10.00","30.00","SCT","M","M","M","7500.00","M","M","M","M","M","M","M","M","M","M","60.80","KTEX 012115Z AUTO 14013G30KT 110V180 10SM SCT075 16/M06 A3017 RMK AO2","M",2023-10-01 21:15:00,0.395018675266654,FALSE,TRUE
"TEX","2023-10-01 21:35","59.00","23.00","24.76","180.00","14.00",0,"30.16","M","10.00","32.00","SCT","M","M","M","7500.00","M","M","M","M","M","M","M","M","M","M","59.00","KTEX 012135Z AUTO 18014G32KT 130V200 10SM SCT075 15/M05 A3016 RMK AO2","M",2023-10-01 21:35:00,0.396753863940376,FALSE,TRUE
"TEX","2023-10-01 21:55","57.20","30.20","35.57","150.00","9.00",0,"30.19","M","10.00","32.00","SCT","SCT","BKN","M","4000.00","6000.00","8000.00","M","M","M","M","M","M","M","M","57.20","KTEX 012155Z AUTO 15009G32KT 130V200 10SM SCT040 SCT060 BKN080 14/M01 A3019 RMK AO2","M",2023-10-01 21:55:00,0.398460372467977,FALSE,TRUE
"TEX","2023-10-01 22:15","59.00","28.40","30.98","130.00","11.00",0,"30.19","M","10.00","16.00","SCT","SCT","BKN","M","4200.00","5000.00","6000.00","M","TS","M","M","M","M","M","M","59.00","KTEX 012215Z AUTO 13011G16KT 120V210 10SM TS SCT042 SCT050 BKN060 15/M02 A3019 RMK AO2 LTG DSNT SE","M",2023-10-01 22:15:00,0.400138674890576,FALSE,TRUE
"TEX","2023-10-01 22:35","59.00","28.40","30.98","140.00","11.00",0,"30.19","M","10.00","21.00","SCT","BKN","BKN","M","6000.00","7500.00","8500.00","M","M","M","M","M","M","M","M","59.00","KTEX 012235Z AUTO 14011G21KT 110V170 10SM SCT060 BKN075 BKN085 15/M02 A3019 RMK AO2","M",2023-10-01 22:35:00,0.401789237414082,FALSE,TRUE
"TEX","2023-10-01 22:55","59.00","28.40","30.98","140.00","8.00",0,"30.19","M","10.00","18.00","SCT","SCT","BKN","M","5000.00","6000.00","7500.00","M","M","M","M","M","M","M","M","59.00","KTEX 012255Z AUTO 14008G18KT 10SM SCT050 SCT060 BKN075 15/M02 A3019 RMK AO2","M",2023-10-01 22:55:00,0.403412518538697,FALSE,TRUE
"TEX","2023-10-01 23:15","57.20","26.60","30.69","150.00","16.00",0,"30.18","M","10.00","34.00","SCT","BKN","BKN","M","5000.00","6000.00","7500.00","M","M","M","M","M","M","M","M","57.20","KTEX 012315Z AUTO 15016G34KT 10SM SCT050 BKN060 BKN075 14/M03 A3018 RMK AO2","M",2023-10-01 23:15:00,0.405008969186284,FALSE,TRUE
"TEX","2023-10-01 23:35","59.00","24.80","26.70","140.00","11.00",0,"30.18","M","10.00","23.00","SCT","SCT","M","M","6000.00","8000.00","M","M","M","M","M","M","M","M","M","59.00","KTEX 012335Z AUTO 14011G23KT 10SM SCT060 SCT080 15/M04 A3018 RMK AO2","M",2023-10-01 23:35:00,0.406579032825621,FALSE,TRUE
"TEX","2023-10-01 23:55","57.20","24.80","28.48","150.00","12.00",0,"30.20","M","10.00","25.00","SCT","SCT","M","M","7000.00","8000.00","M","M","M","M","M","M","M","M","M","57.20","KTEX 012355Z AUTO 15012G25KT 10SM SCT070 SCT080 14/M04 A3020 RMK AO2","M",2023-10-01 23:55:00,0.408123145595592,FALSE,TRUE
"TEX","2023-10-02 00:15","55.40","28.40","35.28","160.00","20.00",0,"30.19","M","10.00","32.00","SCT","M","M","M","7000.00","M","M","M","M","M","M","M","M","M","M","55.40","KTEX 020015Z AUTO 16020G32KT 10SM SCT070 13/M02 A3019 RMK AO2","M",2023-10-02 00:15:00,0.409641736426339,FALSE,TRUE
"TEX","2023-10-02 00:35","57.20","24.80","28.48","160.00","11.00",0,"30.19","M","10.00","23.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","57.20","KTEX 020035Z AUTO 16011G23KT 10SM CLR 14/M04 A3019 RMK AO2","M",2023-10-02 00:35:00,0.411135227158415,FALSE,TRUE
"TEX","2023-10-02 00:55","55.40","23.00","28.20","160.00","12.00",0,"30.20","M","10.00","16.00","SCT","SCT","M","M","7000.00","8500.00","M","M","M","M","M","M","M","M","M","55.40","KTEX 020055Z AUTO 16012G16KT 10SM SCT070 SCT085 13/M05 A3020 RMK AO2","M",2023-10-02 00:55:00,0.412604032659959,FALSE,TRUE
"TEX","2023-10-02 01:15","57.20","23.00","26.42","160.00","9.00",0,"30.19","M","10.00","14.00","CLR","M","M","M","M","M","M","M","M","M","M","M","M","M","M","57.20","KTEX 020115Z AUTO 16009G14KT 10SM CLR 14/M05 A3019 RMK AO2","M",2023-10-02 01:15:00,0.414048560941943,FALSE,TRUE
