station,valid,tmpc,relh,drct,sped,p01m
TEX,2023-10-01 00:15,16.00,21.53,120.00,8.05,0.00
TEX,2023-10-01 00:35,16.00,21.53,160.00,11.50,0.00
TEX,2023-10-01 00:55,16.00,18.46,190.00,9.20,0.00
TEX,2023-10-01 01:15,17.00,17.32,200.00,26.45,0.00
TEX,2023-10-01 01:35,15.00,22.95,170.00,11.50,0.00
TEX,2023-10-01 01:55,15.00,22.95,140.00,9.20,0.00
TEX,2023-10-01 02:15,15.00,22.95,270.00,4.60,0.00
TEX,2023-10-01 02:35,15.00,22.95,0.00,0.00,0.00
TEX,2023-10-01 02:55,15.00,22.95,0.00,0.00,0.00
TEX,2023-10-01 03:15,14.00,24.49,0.00,0.00,0.00
TEX,2023-10-01 03:35,15.00,24.76,150.00,5.75,0.00
TEX,2023-10-01 03:55,15.00,24.76,160.00,8.05,0.00
TEX,2023-10-01 04:15,15.00,21.26,170.00,9.20,0.00
TEX,2023-10-01 04:35,16.00,21.53,150.00,12.65,0.00
TEX,2023-10-01 04:55,15.00,22.95,120.00,9.20,0.00
TEX,2023-10-01 05:15,15.00,22.95,160.00,10.35,0.00
TEX,2023-10-01 05:35,15.00,21.26,180.00,18.40,0.00
TEX,2023-10-01 05:55,15.00,21.26,170.00,12.65,0.00
TEX,2023-10-01 06:15,15.00,21.26,150.00,17.25,0.00
TEX,2023-10-01 06:35,15.00,21.26,170.00,12.65,0.00
TEX,2023-10-01 06:55,15.00,21.26,160.00,19.55,0.00
TEX,2023-10-01 07:15,14.00,22.68,170.00,18.40,0.00
TEX,2023-10-01 07:35,14.00,22.68,170.00,17.25,0.00
TEX,2023-10-01 07:55,14.00,24.49,150.00,9.20,0.00
TEX,2023-10-01 08:15,13.00,28.20,170.00,19.55,0.00
TEX,2023-10-01 08:35,13.00,28.20,160.00,21.85,0.00
TEX,2023-10-01 08:55,13.00,28.20,170.00,20.70,0.00
TEX,2023-10-01 09:15,13.00,28.20,160.00,16.10,0.00
TEX,2023-10-01 09:35,13.00,26.13,150.00,25.30,0.00
TEX,2023-10-01 09:55,12.00,27.91,170.00,8.05,0.00
TEX,2023-10-01 10:15,12.00,30.11,130.00,13.80,0.00
TEX,2023-10-01 10:35,12.00,34.98,170.00,20.70,0.00
TEX,2023-10-01 10:55,12.00,37.67,160.00,14.95,0.00
TEX,2023-10-01 11:15,12.00,37.67,160.00,14.95,0.00
TEX,2023-10-01 11:35,12.00,37.67,140.00,16.10,0.00
TEX,2023-10-01 11:55,12.00,37.67,190.00,10.35,0.00
TEX,2023-10-01 12:15,12.00,37.67,160.00,18.40,0.00
TEX,2023-10-01 12:35,12.00,37.67,170.00,20.70,0.00
TEX,2023-10-01 12:55,12.00,40.54,160.00,13.80,0.00
TEX,2023-10-01 13:15,12.00,37.67,170.00,20.70,0.00
TEX,2023-10-01 13:35,12.00,40.54,150.00,19.55,0.00
TEX,2023-10-01 13:55,12.00,37.67,150.00,23.00,0.00
TEX,2023-10-01 14:15,12.00,37.67,180.00,11.50,0.00
TEX,2023-10-01 14:35,12.00,40.54,210.00,17.25,0.00
TEX,2023-10-01 14:55,12.00,37.67,160.00,19.55,0.00
TEX,2023-10-01 15:15,13.00,35.28,160.00,27.60,0.00
TEX,2023-10-01 15:35,12.00,37.67,180.00,25.30,0.00
TEX,2023-10-01 15:55,13.00,35.28,150.00,25.30,0.00
TEX,2023-10-01 16:15,13.00,30.40,170.00,24.15,0.00
TEX,2023-10-01 16:35,13.00,30.40,170.00,24.15,0.00
TEX,2023-10-01 16:55,14.00,24.49,150.00,21.85,0.00
TEX,2023-10-01 17:15,14.00,26.42,140.00,32.20,0.00
TEX,2023-10-01 17:35,15.00,22.95,150.00,21.85,0.00
TEX,2023-10-01 17:55,15.00,24.76,160.00,24.15,0.00
TEX,2023-10-01 18:15,15.00,24.76,150.00,20.70,0.00
TEX,2023-10-01 18:35,15.00,21.26,150.00,29.90,0.00
TEX,2023-10-01 18:55,15.00,19.68,160.00,20.70,0.00
TEX,2023-10-01 19:15,16.00,18.46,160.00,23.00,0.00
TEX,2023-10-01 19:35,16.00,18.46,150.00,14.95,0.00
TEX,2023-10-01 19:55,16.00,19.94,140.00,21.85,0.00
TEX,2023-10-01 20:15,16.00,19.94,160.00,14.95,0.00
TEX,2023-10-01 20:35,16.00,19.94,140.00,17.25,0.00
TEX,2023-10-01 20:55,16.00,18.46,160.00,26.45,0.00
TEX,2023-10-01 21:15,16.00,21.53,140.00,14.95,0.00
TEX,2023-10-01 21:35,15.00,24.76,180.00,16.10,0.00
TEX,2023-10-01 21:55,14.00,35.57,150.00,10.35,0.00
TEX,2023-10-01 22:15,15.00,30.98,130.00,12.65,0.00
TEX,2023-10-01 22:35,15.00,30.98,140.00,12.65,0.00
TEX,2023-10-01 22:55,15.00,30.98,140.00,9.20,0.00
TEX,2023-10-01 23:15,14.00,30.69,150.00,18.40,0.00
TEX,2023-10-01 23:35,15.00,26.70,140.00,12.65,0.00
TEX,2023-10-01 23:55,14.00,28.48,150.00,13.80,0.00
TEX,2023-10-02 00:15,13.00,35.28,160.00,23.00,0.00
TEX,2023-10-02 00:35,14.00,28.48,160.00,12.65,0.00
TEX,2023-10-02 00:55,13.00,28.20,160.00,13.80,0.00
TEX,2023-10-02 01:15,14.00,26.42,160.00,10.35,0.00
TEX,2023-10-02 01:35,14.00,26.42,180.00,11.50,0.00
TEX,2023-10-02 01:55,14.00,24.49,190.00,10.35,0.00
TEX,2023-10-02 02:15,14.00,22.68,160.00,12.65,0.00
TEX,2023-10-02 02:35,15.00,21.26,180.00,6.90,0.00
TEX,2023-10-02 02:55,14.00,22.68,200.00,5.75,0.00
TEX,2023-10-02 03:15,14.00,22.68,160.00,19.55,0.00
TEX,2023-10-02 03:35,13.00,28.20,150.00,16.10,0.00
TEX,2023-10-02 03:55,13.00,26.13,130.00,8.05,0.00
TEX,2023-10-02 04:15,13.00,28.20,150.00,21.85,0.00
TEX,2023-10-02 04:35,11.00,43.32,140.00,10.35,0.00
TEX,2023-10-02 04:55,11.00,43.32,150.00,14.95,0.00
TEX,2023-10-02 05:15,11.00,46.59,140.00,11.50,0.00
TEX,2023-10-02 05:35,10.00,49.81,90.00,9.20,0.00
TEX,2023-10-02 05:55,10.00,49.81,150.00,21.85,0.00
TEX,2023-10-02 06:15,8.00,65.83,140.00,10.35,0.00
TEX,2023-10-02 06:35,8.00,61.28,170.00,12.65,0.00
TEX,2023-10-02 06:55,8.00,65.83,110.00,4.60,0.00
TEX,2023-10-02 07:15,7.00,70.48,120.00,9.20,0.00
TEX,2023-10-02 07:35,8.00,65.83,110.00,8.05,0.00
TEX,2023-10-02 07:55,8.00,61.28,150.00,9.20,0.00
TEX,2023-10-02 08:15,8.00,65.83,100.00,9.20,0.00
TEX,2023-10-02 08:35,9.00,61.52,0.00,0.00,0.00
TEX,2023-10-02 08:55,8.00,65.83,150.00,4.60,0.25
TEX,2023-10-02 09:15,7.00,75.68,80.00,3.45,0.00
TEX,2023-10-02 09:35,7.00,75.68,120.00,4.60,0.25
TEX,2023-10-02 09:55,8.00,65.83,140.00,3.45,0.25
TEX,2023-10-02 10:15,9.00,61.52,160.00,5.75,0.25
TEX,2023-10-02 10:35,9.00,61.52,120.00,8.05,0.25
TEX,2023-10-02 10:55,10.00,57.52,130.00,14.95,0.25
TEX,2023-10-02 11:15,10.00,53.54,140.00,11.50,0.25
TEX,2023-10-02 11:35,10.00,53.54,140.00,18.40,0.25
TEX,2023-10-02 11:55,10.00,53.54,140.00,14.95,0.25
TEX,2023-10-02 12:15,11.00,46.59,150.00,19.55,0.00
TEX,2023-10-02 12:35,11.00,46.59,200.00,21.85,0.00
TEX,2023-10-02 12:55,11.00,46.59,160.00,23.00,0.00
TEX,2023-10-02 13:15,11.00,46.59,170.00,11.50,0.00
TEX,2023-10-02 13:35,11.00,46.59,140.00,12.65,0.00
TEX,2023-10-02 13:55,11.00,46.59,160.00,25.30,0.00
TEX,2023-10-02 14:15,10.00,49.81,230.00,5.75,0.00
TEX,2023-10-02 14:35,10.00,53.54,150.00,14.95,0.00
TEX,2023-10-02 14:55,10.00,53.54,130.00,6.90,0.00
TEX,2023-10-02 15:15,8.00,57.00,220.00,6.90,0.00
TEX,2023-10-02 15:35,8.00,61.28,40.00,4.60,0.25
TEX,2023-10-02 15:55,8.00,65.83,0.00,0.00,0.25
TEX,2023-10-02 16:15,10.00,53.54,200.00,14.95,0.25
TEX,2023-10-02 16:35,7.00,70.48,270.00,18.40,0.25
TEX,2023-10-02 16:55,7.00,75.68,40.00,4.60,0.25
TEX,2023-10-02 17:15,10.00,61.76,110.00,4.60,0.25
TEX,2023-10-02 17:35,11.00,50.08,160.00,8.05,0.25
TEX,2023-10-02 17:55,11.00,46.59,180.00,17.25,0.25
TEX,2023-10-02 18:15,11.00,50.08,150.00,18.40,0.25
TEX,2023-10-02 18:35,11.00,46.59,170.00,14.95,0.25
TEX,2023-10-02 18:55,11.00,46.59,250.00,14.95,0.25
TEX,2023-10-02 19:15,7.00,65.61,270.00,16.10,0.25
TEX,2023-10-02 19:35,7.00,75.68,290.00,3.45,0.25
TEX,2023-10-02 19:55,10.00,57.52,260.00,5.75,0.51
TEX,2023-10-02 20:15,8.00,65.83,280.00,14.95,0.00
TEX,2023-10-02 20:35,7.00,70.48,290.00,5.75,0.00
TEX,2023-10-02 20:55,7.00,65.61,270.00,9.20,0.00
TEX,2023-10-02 21:15,7.00,65.61,250.00,9.20,0.25
TEX,2023-10-02 21:35,6.00,70.28,250.00,8.05,0.25
TEX,2023-10-02 21:55,6.00,75.50,0.00,0.00,0.51
TEX,2023-10-02 22:15,5.00,80.93,70.00,3.45,0.00
TEX,2023-10-02 22:35,6.00,75.50,100.00,10.35,0.00
TEX,2023-10-02 22:55,6.00,75.50,160.00,6.90,0.25
TEX,2023-10-02 23:15,7.00,65.61,100.00,5.75,0.25
TEX,2023-10-02 23:35,7.00,65.61,110.00,3.45,0.25
TEX,2023-10-02 23:55,7.00,65.61,120.00,3.45,0.25
TEX,2023-10-03 00:15,7.00,70.48,190.00,3.45,0.00
TEX,2023-10-03 00:35,7.00,61.03,0.00,0.00,0.25
TEX,2023-10-03 00:55,7.00,65.61,150.00,4.60,0.25
TEX,2023-10-03 01:15,7.00,65.61,0.00,0.00,0.00
TEX,2023-10-03 01:35,6.00,70.28,0.00,0.00,0.25
TEX,2023-10-03 01:55,6.00,75.50,190.00,3.45,0.25
TEX,2023-10-03 02:15,6.00,75.50,170.00,3.45,0.00
TEX,2023-10-03 02:35,6.00,70.28,150.00,5.75,0.25
TEX,2023-10-03 02:55,5.00,75.33,140.00,8.05,0.25
TEX,2023-10-03 03:15,5.00,75.33,120.00,4.60,0.25
TEX,2023-10-03 03:35,5.00,75.33,140.00,5.75,0.25
TEX,2023-10-03 03:55,4.00,80.79,140.00,5.75,0.25
TEX,2023-10-03 04:15,3.00,86.69,140.00,4.60,0.00
TEX,2023-10-03 04:35,3.00,80.65,130.00,5.75,0.00
TEX,2023-10-03 04:55,3.00,80.65,160.00,3.45,0.00
TEX,2023-10-03 05:15,3.00,80.65,0.00,0.00,0.00
TEX,2023-10-03 05:35,3.00,80.65,0.00,0.00,0.00
TEX,2023-10-03 05:55,3.00,80.65,0.00,0.00,0.00
TEX,2023-10-03 06:15,3.00,86.69,0.00,0.00,0.00
TEX,2023-10-03 06:35,3.00,80.65,0.00,0.00,0.00
TEX,2023-10-03 06:55,3.00,80.65,160.00,5.75,0.00
TEX,2023-10-03 07:15,3.00,80.65,0.00,0.00,0.00
TEX,2023-10-03 07:35,2.00,86.59,0.00,0.00,0.00
TEX,2023-10-03 07:55,3.00,80.65,260.00,4.60,0.00
TEX,2023-10-03 08:15,3.00,74.98,260.00,12.65,0.00
TEX,2023-10-03 08:35,2.00,86.59,0.00,0.00,0.00
TEX,2023-10-03 08:55,2.00,86.59,80.00,3.45,0.00
TEX,2023-10-03 09:15,2.00,86.59,0.00,0.00,0.00
TEX,2023-10-03 09:35,2.00,86.59,160.00,4.60,0.00
TEX,2023-10-03 09:55,1.00,93.03,0.00,0.00,0.00
TEX,2023-10-03 10:15,2.00,86.59,0.00,0.00,0.00
TEX,2023-10-03 10:35,2.00,86.59,0.00,0.00,0.00
TEX,2023-10-03 10:55,2.00,86.59,150.00,3.45,0.00
TEX,2023-10-03 11:15,2.00,86.59,0.00,0.00,0.00
TEX,2023-10-03 11:35,1.00,93.03,130.00,6.90,0.00
TEX,2023-10-03 11:55,1.00,93.03,130.00,5.75,0.00
TEX,2023-10-03 12:15,1.00,93.03,0.00,0.00,0.00
TEX,2023-10-03 12:35,1.00,93.03,100.00,3.45,0.00
TEX,2023-10-03 12:55,0.00,100.00,100.00,4.60,0.00
TEX,2023-10-03 13:15,0.00,100.00,100.00,5.75,0.00
TEX,2023-10-03 13:35,0.00,92.97,120.00,4.60,0.00
TEX,2023-10-03 13:55,1.00,86.49,120.00,5.75,0.00
TEX,2023-10-03 14:15,1.00,93.03,100.00,4.60,0.00
TEX,2023-10-03 14:35,2.00,80.51,130.00,3.45,0.00
TEX,2023-10-03 14:55,2.00,86.59,130.00,5.75,0.00
TEX,2023-10-03 15:15,3.00,80.65,100.00,4.60,0.00
TEX,2023-10-03 15:35,4.00,69.88,110.00,5.75,0.00
TEX,2023-10-03 15:55,5.00,65.16,110.00,3.45,0.00
TEX,2023-10-03 16:15,6.00,48.67,0.00,0.00,0.00
TEX,2023-10-03 16:35,6.00,48.67,80.00,3.45,0.00
TEX,2023-10-03 16:55,7.00,45.44,0.00,0.00,0.00
TEX,2023-10-03 17:15,7.00,45.44,310.00,3.45,0.00
TEX,2023-10-03 17:35,7.00,42.14,300.00,5.75,0.00
TEX,2023-10-03 17:55,7.00,36.18,250.00,8.05,0.00
TEX,2023-10-03 18:15,8.00,39.36,270.00,6.90,0.00
TEX,2023-10-03 18:35,7.00,42.14,260.00,5.75,0.00
TEX,2023-10-03 18:55,8.00,39.36,250.00,9.20,0.00
TEX,2023-10-03 19:15,8.00,36.48,250.00,9.20,0.00
TEX,2023-10-03 19:35,8.00,39.36,260.00,4.60,0.00
TEX,2023-10-03 19:55,10.00,31.87,240.00,9.20,0.00
TEX,2023-10-03 20:15,9.00,36.78,280.00,8.05,0.00
TEX,2023-10-03 20:35,10.00,31.87,210.00,8.05,0.00
TEX,2023-10-03 20:55,10.00,29.52,210.00,9.20,0.00
TEX,2023-10-03 21:15,10.00,27.33,250.00,10.35,0.00
TEX,2023-10-03 21:35,11.00,25.56,280.00,9.20,0.00
TEX,2023-10-03 21:55,10.00,27.33,270.00,5.75,0.00
TEX,2023-10-03 22:15,11.00,25.56,310.00,5.75,0.00
TEX,2023-10-03 22:35,10.00,27.33,260.00,6.90,0.00
TEX,2023-10-03 22:55,10.00,31.87,290.00,5.75,0.00
TEX,2023-10-03 23:15,10.00,31.87,270.00,9.20,0.00
TEX,2023-10-03 23:35,10.00,31.87,270.00,10.35,0.00
TEX,2023-10-03 23:55,9.00,34.09,270.00,8.05,0.00
TEX,2023-10-04 00:15,9.00,34.09,280.00,9.20,0.00
TEX,2023-10-04 00:35,8.00,36.48,280.00,8.05,0.00
TEX,2023-10-04 00:55,7.00,42.14,290.00,6.90,0.00
TEX,2023-10-04 01:15,7.00,42.14,300.00,5.75,0.00
TEX,2023-10-04 01:35,7.00,45.44,250.00,4.60,0.00
TEX,2023-10-04 01:55,6.00,52.45,0.00,0.00,0.00
TEX,2023-10-04 02:15,6.00,52.45,160.00,4.60,0.00
TEX,2023-10-04 02:35,5.00,60.54,150.00,5.75,0.00
TEX,2023-10-04 02:55,4.00,64.93,130.00,8.05,0.00
TEX,2023-10-04 03:15,4.00,64.93,130.00,5.75,0.00
TEX,2023-10-04 03:35,3.00,69.67,140.00,4.60,0.00
TEX,2023-10-04 03:55,3.00,69.67,150.00,6.90,0.00
TEX,2023-10-04 04:15,3.00,69.67,140.00,6.90,0.00
TEX,2023-10-04 04:35,3.00,69.67,140.00,4.60,0.00
TEX,2023-10-04 04:55,3.00,69.67,0.00,0.00,0.00
TEX,2023-10-04 05:15,3.00,69.67,0.00,0.00,0.00
TEX,2023-10-04 05:35,3.00,64.70,0.00,0.00,0.00
TEX,2023-10-04 05:55,3.00,69.67,0.00,0.00,0.00
TEX,2023-10-04 06:15,2.00,74.80,0.00,0.00,0.00
TEX,2023-10-04 06:35,2.00,74.80,0.00,0.00,0.00
TEX,2023-10-04 06:55,2.00,74.80,150.00,5.75,0.00
TEX,2023-10-04 07:15,2.00,74.80,130.00,4.60,0.00
TEX,2023-10-04 07:35,2.00,74.80,100.00,4.60,0.00
TEX,2023-10-04 07:55,2.00,74.80,130.00,3.45,0.00
TEX,2023-10-04 08:15,2.00,74.80,140.00,5.75,0.00
TEX,2023-10-04 08:35,2.00,74.80,140.00,5.75,0.00
TEX,2023-10-04 08:55,2.00,74.80,120.00,3.45,0.00
TEX,2023-10-04 09:15,2.00,74.80,140.00,3.45,0.00
TEX,2023-10-04 09:35,2.00,69.46,0.00,0.00,0.00
TEX,2023-10-04 09:55,1.00,80.36,140.00,4.60,0.00
TEX,2023-10-04 10:15,1.00,80.36,140.00,4.60,0.00
TEX,2023-10-04 10:35,1.00,80.36,130.00,4.60,0.00
TEX,2023-10-04 10:55,1.00,80.36,130.00,4.60,0.00
TEX,2023-10-04 11:15,1.00,74.63,120.00,4.60,0.00
TEX,2023-10-04 11:35,1.00,74.63,0.00,0.00,0.00
TEX,2023-10-04 11:55,1.00,74.63,150.00,3.45,0.00
TEX,2023-10-04 12:15,1.00,74.63,150.00,4.60,0.00
TEX,2023-10-04 12:35,1.00,80.36,0.00,0.00,0.00
TEX,2023-10-04 12:55,1.00,80.36,130.00,4.60,0.00
TEX,2023-10-04 13:15,1.00,80.36,150.00,4.60,0.00
TEX,2023-10-04 13:35,1.00,80.36,130.00,3.45,0.00
TEX,2023-10-04 13:55,1.00,74.63,0.00,0.00,0.00
TEX,2023-10-04 14:15,2.00,69.46,0.00,0.00,0.00
TEX,2023-10-04 14:35,2.00,69.46,0.00,0.00,0.00
TEX,2023-10-04 14:55,3.00,69.67,0.00,0.00,0.00
TEX,2023-10-04 15:15,3.00,69.67,M,M,0.00
TEX,2023-10-04 15:35,5.00,56.22,M,M,0.00
TEX,2023-10-04 15:55,6.00,52.45,M,M,0.00
TEX,2023-10-04 16:10,7.00,48.96,M,M,0.00
TEX,2023-10-04 18:15,10.00,34.39,M,M,0.00
TEX,2023-10-04 18:35,10.00,31.87,260.00,5.75,0.00
TEX,2023-10-04 18:55,11.00,29.82,260.00,3.45,0.00
TEX,2023-10-04 19:15,11.00,32.17,280.00,8.05,0.00
TEX,2023-10-04 19:35,12.00,27.91,290.00,4.60,0.00
TEX,2023-10-04 19:55,M,M,M,M,0.00
TEX,2023-10-04 20:15,12.00,27.91,270.00,11.50,0.00
TEX,2023-10-04 20:55,12.00,25.85,270.00,13.80,0.00
TEX,2023-10-04 21:15,13.00,26.13,260.00,12.65,0.00
TEX,2023-10-04 21:35,12.00,27.91,290.00,9.20,0.00
TEX,2023-10-04 21:55,12.00,27.91,280.00,11.50,0.00
TEX,2023-10-04 22:15,12.00,27.91,300.00,12.65,0.00
TEX,2023-10-04 22:35,12.00,30.11,320.00,3.45,0.00
TEX,2023-10-04 22:55,12.00,30.11,330.00,4.60,0.00
TEX,2023-10-04 23:15,12.00,30.11,0.00,0.00,0.00
TEX,2023-10-04 23:35,11.00,34.69,0.00,0.00,0.00
TEX,2023-10-04 23:55,10.00,37.08,350.00,5.75,0.00
TEX,2023-10-05 00:15,10.00,39.95,310.00,8.05,0.00
TEX,2023-10-05 00:35,9.00,42.73,0.00,0.00,0.00
TEX,2023-10-05 00:55,8.00,45.73,10.00,3.45,0.00
TEX,2023-10-05 01:15,8.00,45.73,340.00,4.60,0.00
TEX,2023-10-05 01:35,8.00,42.44,270.00,3.45,0.00
TEX,2023-10-05 01:55,8.00,45.73,260.00,4.60,0.00
TEX,2023-10-05 02:15,7.00,48.96,170.00,3.45,0.00
TEX,2023-10-05 02:35,6.00,56.48,0.00,0.00,0.00
TEX,2023-10-05 02:55,6.00,56.48,0.00,0.00,0.00
TEX,2023-10-05 03:15,6.00,52.45,0.00,0.00,0.00
TEX,2023-10-05 03:35,5.00,60.54,0.00,0.00,0.00
TEX,2023-10-05 03:55,5.00,60.54,140.00,6.90,0.00
TEX,2023-10-05 04:15,4.00,64.93,150.00,6.90,0.00
TEX,2023-10-05 04:35,5.00,60.54,130.00,4.60,0.00
TEX,2023-10-05 04:55,4.00,64.93,130.00,3.45,0.00
TEX,2023-10-05 05:15,3.00,69.67,150.00,8.05,0.00
TEX,2023-10-05 05:35,3.00,69.67,120.00,4.60,0.00
TEX,2023-10-05 06:00,3.00,69.67,0.00,0.00,0.00
TEX,2023-10-05 06:15,3.00,69.67,130.00,5.75,0.00
TEX,2023-10-05 16:55,11.00,23.65,0.00,0.00,0.00
TEX,2023-10-05 17:15,13.00,22.41,290.00,4.60,0.00
TEX,2023-10-05 17:35,13.00,17.70,280.00,5.75,0.00
TEX,2023-10-05 17:55,13.00,20.73,270.00,6.90,0.00
TEX,2023-10-05 18:15,15.00,19.68,260.00,8.05,0.00
TEX,2023-10-05 18:35,15.00,19.68,280.00,9.20,0.00
TEX,2023-10-05 18:55,15.00,19.68,280.00,11.50,0.00
TEX,2023-10-05 19:15,15.00,19.68,260.00,10.35,0.00
TEX,2023-10-05 19:35,16.00,18.46,280.00,10.35,0.00
TEX,2023-10-05 19:55,16.00,18.46,280.00,10.35,0.00
TEX,2023-10-05 20:15,16.00,19.94,260.00,13.80,0.00
TEX,2023-10-05 20:35,16.00,19.94,270.00,12.65,0.00
TEX,2023-10-05 20:55,16.00,19.94,250.00,13.80,0.00
TEX,2023-10-05 21:15,16.00,21.53,280.00,12.65,0.00
TEX,2023-10-05 21:35,16.00,21.53,260.00,11.50,0.00
TEX,2023-10-05 21:55,16.00,21.53,280.00,11.50,0.00
TEX,2023-10-05 22:15,16.00,21.53,280.00,12.65,0.00
TEX,2023-10-05 22:35,16.00,21.53,270.00,12.65,0.00
TEX,2023-10-05 22:55,16.00,23.23,260.00,11.50,0.00
TEX,2023-10-05 23:15,16.00,23.23,290.00,10.35,0.00
TEX,2023-10-05 23:35,15.00,24.76,270.00,11.50,0.00
TEX,2023-10-05 23:55,15.00,26.70,280.00,11.50,0.00
TEX,2023-10-06 00:15,14.00,28.48,290.00,10.35,0.00
TEX,2023-10-06 00:35,13.00,32.76,280.00,9.20,0.00
TEX,2023-10-06 00:55,13.00,32.76,280.00,9.20,0.00
TEX,2023-10-06 01:15,12.00,37.67,260.00,5.75,0.00
TEX,2023-10-06 01:35,11.00,40.25,290.00,5.75,0.00
TEX,2023-10-06 01:55,11.00,40.25,250.00,3.45,0.00
TEX,2023-10-06 02:15,10.00,43.03,0.00,0.00,0.00
TEX,2023-10-06 02:35,10.00,43.03,0.00,0.00,0.00
TEX,2023-10-06 02:55,9.00,46.02,0.00,0.00,0.00
TEX,2023-10-06 03:15,8.00,49.24,0.00,0.00,0.00
TEX,2023-10-06 03:35,8.00,53.00,140.00,5.75,0.00
TEX,2023-10-06 03:55,7.00,56.74,140.00,5.75,0.00
TEX,2023-10-06 04:15,7.00,56.74,140.00,5.75,0.00
TEX,2023-10-06 04:35,7.00,56.74,140.00,5.75,0.00
TEX,2023-10-06 04:55,7.00,56.74,140.00,5.75,0.00
TEX,2023-10-06 05:15,6.00,60.79,130.00,3.45,0.00
TEX,2023-10-06 05:35,6.00,60.79,130.00,6.90,0.00
TEX,2023-10-06 05:55,6.00,60.79,140.00,8.05,0.00
TEX,2023-10-06 06:15,6.00,60.79,130.00,5.75,0.00
TEX,2023-10-06 06:35,5.00,65.16,150.00,4.60,0.00
TEX,2023-10-06 06:55,5.00,65.16,140.00,4.60,0.00
TEX,2023-10-06 07:15,5.00,65.16,130.00,4.60,0.00
TEX,2023-10-06 07:35,5.00,65.16,140.00,4.60,0.00
TEX,2023-10-06 07:55,5.00,65.16,140.00,6.90,0.00
TEX,2023-10-06 08:15,5.00,65.16,140.00,3.45,0.00
TEX,2023-10-06 08:35,4.00,69.88,140.00,5.75,0.00
TEX,2023-10-06 08:55,3.00,74.98,120.00,3.45,0.00
TEX,2023-10-06 09:15,4.00,69.88,150.00,6.90,0.00
TEX,2023-10-06 09:35,4.00,64.93,140.00,5.75,0.00
TEX,2023-10-06 09:55,3.00,69.67,130.00,8.05,0.00
TEX,2023-10-07 23:35,16.00,19.94,280.00,13.80,0.00
TEX,2023-10-07 23:55,16.00,19.94,280.00,12.65,0.00
TEX,2023-10-08 00:15,16.00,18.46,290.00,10.35,0.00
TEX,2023-10-08 00:35,15.00,19.68,310.00,4.60,0.00
TEX,2023-10-08 00:55,14.00,20.99,290.00,5.75,0.00
TEX,2023-10-08 01:15,14.00,20.99,280.00,5.75,0.00
TEX,2023-10-08 01:35,13.00,24.21,0.00,0.00,0.00
TEX,2023-10-08 01:55,12.00,27.91,0.00,0.00,0.00
TEX,2023-10-08 02:15,12.00,27.91,140.00,3.45,0.00
TEX,2023-10-08 02:35,10.00,34.39,150.00,5.75,0.00
TEX,2023-10-08 02:55,10.00,34.39,140.00,6.90,0.00
TEX,2023-10-08 03:15,10.00,37.08,150.00,4.60,0.00
TEX,2023-10-08 03:35,9.00,39.66,150.00,6.90,0.00
TEX,2023-10-08 03:55,8.00,42.44,150.00,4.60,0.00
TEX,2023-10-08 04:15,8.00,42.44,150.00,5.75,0.00
TEX,2023-10-08 04:35,8.00,45.73,150.00,6.90,0.00
TEX,2023-10-08 04:55,7.00,48.96,150.00,4.60,0.00
TEX,2023-10-08 05:15,8.00,42.44,150.00,5.75,0.00
TEX,2023-10-08 05:35,7.00,48.96,140.00,6.90,0.00
TEX,2023-10-08 05:55,7.00,48.96,130.00,5.75,0.00
TEX,2023-10-08 06:15,7.00,45.44,140.00,3.45,0.00
TEX,2023-10-08 06:35,7.00,48.96,150.00,6.90,0.00
TEX,2023-10-08 06:55,6.00,52.45,150.00,4.60,0.00
TEX,2023-10-08 07:15,6.00,52.45,150.00,6.90,0.00
TEX,2023-10-08 07:35,6.00,52.45,150.00,8.05,0.00
TEX,2023-10-08 07:55,6.00,52.45,130.00,4.60,0.00
TEX,2023-10-08 08:15,6.00,52.45,150.00,6.90,0.00
TEX,2023-10-08 08:35,5.00,56.22,100.00,3.45,0.00
TEX,2023-10-08 08:55,5.00,56.22,140.00,3.45,0.00
TEX,2023-10-08 09:15,5.00,56.22,140.00,6.90,0.00
TEX,2023-10-08 09:35,5.00,56.22,150.00,5.75,0.00
TEX,2023-10-08 09:55,5.00,56.22,150.00,4.60,0.00
TEX,2023-10-08 10:15,5.00,56.22,140.00,5.75,0.00
TEX,2023-10-08 10:35,5.00,56.22,140.00,5.75,0.00
TEX,2023-10-08 10:55,5.00,56.22,130.00,4.60,0.00
TEX,2023-10-08 11:15,4.00,60.29,140.00,4.60,0.00
TEX,2023-10-08 11:35,4.00,60.29,140.00,4.60,0.00
TEX,2023-10-08 11:55,5.00,56.22,140.00,5.75,0.00
TEX,2023-10-08 12:15,4.00,60.29,160.00,6.90,0.00
TEX,2023-10-08 12:35,4.00,60.29,140.00,5.75,0.00
TEX,2023-10-08 12:55,5.00,56.22,120.00,4.60,0.00
TEX,2023-10-08 13:15,5.00,56.22,130.00,5.75,0.00
TEX,2023-10-08 13:35,5.00,56.22,150.00,6.90,0.00
TEX,2023-10-08 13:55,5.00,56.22,140.00,5.75,0.00
TEX,2023-10-08 14:15,6.00,52.45,140.00,4.60,0.00
TEX,2023-10-08 14:35,7.00,48.96,120.00,3.45,0.00
TEX,2023-10-08 14:55,7.00,48.96,0.00,0.00,0.00
