station,valid,tmpc,relh,drct,sped,p01m
TEX,2024-01-03 07:55,-6.00,45.10,130.00,5.75,0.00
TEX,2024-01-03 08:15,-7.00,48.69,140.00,6.90,0.00
TEX,2024-01-03 08:35,-7.00,48.69,120.00,5.75,0.00
TEX,2024-01-03 08:55,-7.00,48.69,140.00,4.60,0.00
TEX,2024-01-03 09:15,-7.00,44.79,160.00,6.90,0.00
TEX,2024-01-03 09:35,-7.00,44.79,150.00,5.75,0.00
TEX,2024-01-03 09:55,-7.00,44.79,150.00,8.05,0.00
TEX,2024-01-03 10:15,-7.00,44.79,130.00,4.60,0.00
TEX,2024-01-03 10:35,-7.00,37.82,140.00,8.05,0.00
TEX,2024-01-03 10:55,-7.00,37.82,150.00,6.90,0.00
TEX,2024-01-03 11:15,-6.00,38.13,140.00,6.90,0.00
TEX,2024-01-03 11:35,-8.00,37.50,140.00,8.05,0.00
TEX,2024-01-03 11:55,-8.00,37.50,170.00,6.90,0.00
TEX,2024-01-03 12:15,-6.00,35.03,140.00,6.90,0.00
TEX,2024-01-03 12:35,-8.00,37.50,130.00,6.90,0.00
TEX,2024-01-03 12:55,-7.00,34.71,140.00,6.90,0.00
TEX,2024-01-03 13:15,-7.00,34.71,130.00,6.90,0.00
TEX,2024-01-03 13:35,-8.00,37.50,150.00,5.75,0.00
TEX,2024-01-03 13:55,-7.00,34.71,150.00,5.75,0.00
TEX,2024-01-03 14:15,-7.00,31.83,130.00,6.90,0.00
TEX,2024-01-03 14:35,-7.00,31.83,130.00,5.75,0.00
TEX,2024-01-03 14:55,-7.00,34.71,140.00,5.75,0.00
TEX,2024-01-03 15:15,-7.00,31.83,140.00,5.75,0.00
TEX,2024-01-03 15:35,-6.00,29.48,120.00,3.45,0.00
TEX,2024-01-03 15:55,-5.00,27.33,140.00,5.75,0.00
TEX,2024-01-03 16:15,-5.00,29.80,90.00,3.45,0.00
TEX,2024-01-03 16:35,-3.00,30.42,0.00,0.00,0.00
TEX,2024-01-03 16:55,-3.00,30.42,0.00,0.00,0.00
TEX,2024-01-03 17:15,-2.00,23.81,0.00,0.00,0.00
TEX,2024-01-03 17:35,-1.00,26.25,0.00,0.00,0.00
TEX,2024-01-03 17:55,0.00,18.87,0.00,0.00,0.00
TEX,2024-01-03 18:15,1.00,16.08,0.00,0.00,0.00
TEX,2024-01-03 18:35,1.00,17.55,0.00,0.00,0.00
TEX,2024-01-03 18:55,2.00,16.34,0.00,0.00,0.00
TEX,2024-01-03 19:15,2.00,16.34,0.00,0.00,0.00
TEX,2024-01-03 19:35,2.00,16.34,0.00,0.00,0.00
TEX,2024-01-03 19:55,2.00,14.97,0.00,0.00,0.00
TEX,2024-01-03 20:15,3.00,15.22,120.00,3.45,0.00
TEX,2024-01-03 20:35,3.00,15.22,0.00,0.00,0.00
TEX,2024-01-03 20:55,3.00,13.94,260.00,5.75,0.00
TEX,2024-01-03 21:15,3.00,16.59,260.00,3.45,0.00
TEX,2024-01-03 21:35,3.00,13.94,280.00,5.75,0.00
TEX,2024-01-03 21:55,2.00,21.13,280.00,9.20,0.00
TEX,2024-01-03 22:15,2.00,21.13,240.00,3.45,0.00
TEX,2024-01-03 22:35,2.00,21.13,260.00,4.60,0.00
TEX,2024-01-03 22:55,2.00,22.99,260.00,6.90,0.00
TEX,2024-01-03 23:15,1.00,24.70,260.00,6.90,0.00
TEX,2024-01-03 23:35,0.00,28.86,270.00,8.05,0.00
TEX,2024-01-03 23:55,0.00,28.86,260.00,3.45,0.00
TEX,2024-01-04 00:15,0.00,28.86,240.00,3.45,0.00
TEX,2024-01-04 00:35,0.00,28.86,100.00,3.45,0.00
TEX,2024-01-04 00:55,0.00,26.55,150.00,5.75,0.00
TEX,2024-01-04 01:15,0.00,24.40,120.00,5.75,0.00
TEX,2024-01-04 01:35,0.00,24.40,0.00,0.00,0.00
TEX,2024-01-04 01:55,0.00,24.40,0.00,0.00,0.00
TEX,2024-01-04 02:15,0.00,24.40,0.00,0.00,0.00
TEX,2024-01-04 02:35,0.00,17.29,160.00,11.50,0.00
TEX,2024-01-04 02:55,0.00,15.83,150.00,9.20,0.00
TEX,2024-01-04 03:15,0.00,18.87,210.00,6.90,0.00
TEX,2024-01-04 03:35,0.00,18.87,190.00,4.60,0.00
TEX,2024-01-04 03:55,0.00,24.40,160.00,9.20,0.00
TEX,2024-01-04 04:15,-1.00,39.70,170.00,19.55,0.00
TEX,2024-01-04 04:35,-1.00,43.04,170.00,8.05,0.00
TEX,2024-01-04 04:55,-2.00,46.32,150.00,8.05,0.00
TEX,2024-01-04 05:15,-2.00,50.17,160.00,6.90,0.00
TEX,2024-01-04 05:35,-2.00,50.17,150.00,5.75,0.00
TEX,2024-01-04 05:55,-2.00,46.32,150.00,6.90,0.00
TEX,2024-01-04 06:15,-2.00,50.17,120.00,4.60,0.00
TEX,2024-01-04 06:35,-2.00,50.17,130.00,5.75,0.00
TEX,2024-01-04 06:55,-2.00,50.17,80.00,3.45,0.00
TEX,2024-01-04 07:15,-2.00,50.17,140.00,6.90,0.00
TEX,2024-01-04 07:35,-2.00,50.17,110.00,4.60,0.00
TEX,2024-01-04 07:55,-2.00,46.32,190.00,3.45,0.00
TEX,2024-01-04 08:15,-2.00,46.32,0.00,0.00,0.00
TEX,2024-01-04 08:35,-2.00,46.32,0.00,0.00,0.00
TEX,2024-01-04 08:55,-2.00,46.32,0.00,0.00,0.00
TEX,2024-01-04 09:15,-2.00,46.32,0.00,0.00,0.00
TEX,2024-01-04 09:35,-2.00,54.31,140.00,3.45,0.00
TEX,2024-01-04 09:55,-2.00,54.31,0.00,0.00,0.00
TEX,2024-01-04 10:15,-2.00,58.75,0.00,0.00,0.00
TEX,2024-01-04 10:35,-3.00,58.49,0.00,0.00,0.00
TEX,2024-01-04 10:55,-3.00,63.27,0.00,0.00,0.00
TEX,2024-01-04 11:15,-3.00,49.88,260.00,4.60,0.00
TEX,2024-01-04 11:35,-3.00,49.88,270.00,4.60,0.00
TEX,2024-01-04 11:55,-3.00,58.49,0.00,0.00,0.00
TEX,2024-01-04 12:15,-5.00,79.47,0.00,0.00,0.00
TEX,2024-01-04 12:35,-5.00,85.85,270.00,3.45,0.00
TEX,2024-01-04 12:55,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 13:15,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 13:35,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 13:55,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 14:15,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 14:35,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 14:55,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 15:15,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 15:35,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 15:55,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 16:15,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-04 16:35,-5.00,85.85,220.00,4.60,0.00
TEX,2024-01-04 16:55,-3.00,73.89,0.00,0.00,0.00
TEX,2024-01-04 17:15,-3.00,73.89,0.00,0.00,0.00
TEX,2024-01-04 17:35,-3.00,73.89,0.00,0.00,0.00
TEX,2024-01-04 17:55,-3.00,73.89,0.00,0.00,0.00
TEX,2024-01-04 18:15,-3.00,73.89,260.00,3.45,0.00
TEX,2024-01-04 18:35,-2.00,68.61,260.00,5.75,0.00
TEX,2024-01-04 18:55,-2.00,63.51,220.00,6.90,0.00
TEX,2024-01-04 19:15,-2.00,68.61,250.00,5.75,0.00
TEX,2024-01-04 19:35,-2.00,63.51,270.00,4.60,0.00
TEX,2024-01-04 19:55,-2.00,63.51,250.00,4.60,0.00
TEX,2024-01-04 20:15,-2.00,63.51,280.00,6.90,0.00
TEX,2024-01-04 20:35,-2.00,63.51,280.00,8.05,0.00
TEX,2024-01-04 20:55,-2.00,63.51,280.00,9.20,0.00
TEX,2024-01-04 21:15,-3.00,68.40,280.00,9.20,0.00
TEX,2024-01-04 21:35,-3.00,73.89,280.00,10.35,0.00
TEX,2024-01-04 21:55,-3.00,73.89,280.00,10.35,0.00
TEX,2024-01-04 22:15,-2.00,68.61,290.00,6.90,0.00
TEX,2024-01-04 22:35,-3.00,73.89,290.00,6.90,0.00
TEX,2024-01-04 22:55,-3.00,73.89,0.00,0.00,0.00
TEX,2024-01-04 23:15,-3.00,73.89,260.00,5.75,0.00
TEX,2024-01-04 23:35,-3.00,73.89,0.00,0.00,0.00
TEX,2024-01-04 23:55,-4.00,79.62,280.00,3.45,0.00
TEX,2024-01-05 00:15,-4.00,73.70,270.00,3.45,0.00
TEX,2024-01-05 00:35,-4.00,79.62,0.00,0.00,0.00
TEX,2024-01-05 00:55,-4.00,79.62,0.00,0.00,0.00
TEX,2024-01-05 01:15,-5.00,85.85,290.00,4.60,0.00
TEX,2024-01-05 01:35,-5.00,92.69,0.00,0.00,0.00
TEX,2024-01-05 01:55,-5.00,92.69,290.00,3.45,0.00
TEX,2024-01-05 02:15,-5.00,92.69,0.00,0.00,0.00
TEX,2024-01-05 02:35,-5.00,92.69,0.00,0.00,0.00
TEX,2024-01-05 02:55,-5.00,92.69,270.00,5.75,0.00
TEX,2024-01-05 03:15,-5.00,92.69,280.00,8.05,0.00
TEX,2024-01-05 03:35,-5.00,92.69,280.00,5.75,0.00
TEX,2024-01-05 03:55,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-05 04:15,-5.00,85.85,280.00,9.20,0.00
TEX,2024-01-05 04:35,-5.00,92.69,280.00,5.75,0.00
TEX,2024-01-05 04:55,-5.00,85.85,280.00,3.45,0.00
TEX,2024-01-05 05:15,-5.00,85.85,300.00,6.90,0.00
TEX,2024-01-05 05:35,-5.00,85.85,290.00,6.90,0.00
TEX,2024-01-05 05:55,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-05 06:15,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-05 06:35,-5.00,85.85,0.00,0.00,0.00
TEX,2024-01-05 06:55,-5.00,79.47,230.00,4.60,0.00
TEX,2024-01-05 07:15,-6.00,85.74,240.00,6.90,0.00
TEX,2024-01-05 07:35,-6.00,85.74,260.00,4.60,0.00
TEX,2024-01-05 07:55,-6.00,85.74,270.00,6.90,0.00
TEX,2024-01-05 08:15,-6.00,85.74,270.00,5.75,0.00
TEX,2024-01-05 08:35,-6.00,85.74,0.00,0.00,0.00
TEX,2024-01-05 08:55,-6.00,85.74,0.00,0.00,0.00
TEX,2024-01-05 09:15,-6.00,85.74,290.00,3.45,0.00
TEX,2024-01-05 09:35,-7.00,92.57,270.00,5.75,0.00
TEX,2024-01-05 09:55,-6.00,85.74,260.00,6.90,0.00
TEX,2024-01-05 10:15,-7.00,92.57,270.00,4.60,0.00
TEX,2024-01-05 10:35,-7.00,92.57,0.00,0.00,0.00
TEX,2024-01-05 10:55,-7.00,85.63,270.00,4.60,0.00
TEX,2024-01-05 11:15,-7.00,85.63,290.00,4.60,0.00
TEX,2024-01-05 11:35,-7.00,85.63,290.00,3.45,0.00
TEX,2024-01-05 11:55,-7.00,85.63,260.00,3.45,0.00
TEX,2024-01-05 12:15,-7.00,85.63,280.00,4.60,0.00
TEX,2024-01-05 12:35,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-05 12:55,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 13:15,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 13:35,-8.00,85.51,270.00,3.45,0.00
TEX,2024-01-05 13:55,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 14:15,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 14:35,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 14:55,-8.00,85.51,290.00,3.45,0.00
TEX,2024-01-05 15:15,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 15:35,-8.00,79.00,0.00,0.00,0.00
TEX,2024-01-05 15:55,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 16:15,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 16:35,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-05 16:55,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-05 17:15,-7.00,73.13,0.00,0.00,0.00
TEX,2024-01-05 17:35,-6.00,67.73,290.00,3.45,0.00
TEX,2024-01-05 17:55,-5.00,62.78,0.00,0.00,0.00
TEX,2024-01-05 18:15,-6.00,62.53,0.00,0.00,0.00
TEX,2024-01-05 18:35,-5.00,57.96,0.00,0.00,0.25
TEX,2024-01-05 18:55,-4.00,58.22,250.00,5.75,0.25
TEX,2024-01-05 19:15,-5.00,62.78,230.00,3.45,0.00
TEX,2024-01-05 19:35,-3.00,54.03,270.00,9.20,0.00
TEX,2024-01-05 19:55,-4.00,58.22,260.00,6.90,0.00
TEX,2024-01-05 20:15,-4.00,58.22,280.00,9.20,0.00
TEX,2024-01-05 20:35,-3.00,49.88,260.00,8.05,0.00
TEX,2024-01-05 20:55,-4.00,53.75,280.00,11.50,0.00
TEX,2024-01-05 21:15,-3.00,49.88,290.00,13.80,0.00
TEX,2024-01-05 21:35,-5.00,67.96,280.00,11.50,0.00
TEX,2024-01-05 21:55,-5.00,73.51,280.00,11.50,0.00
TEX,2024-01-05 22:15,-6.00,85.74,270.00,13.80,0.00
TEX,2024-01-05 22:35,-6.00,79.31,280.00,8.05,0.00
TEX,2024-01-05 22:55,-6.00,79.31,280.00,8.05,0.00
TEX,2024-01-05 23:15,-5.00,53.47,350.00,6.90,0.00
TEX,2024-01-05 23:35,-5.00,53.47,340.00,5.75,0.00
TEX,2024-01-05 23:55,-6.00,57.69,270.00,8.05,0.00
TEX,2024-01-06 00:15,-6.00,57.69,270.00,11.50,0.00
TEX,2024-01-06 00:35,-6.00,57.69,280.00,10.35,0.00
TEX,2024-01-06 00:55,-6.00,62.53,270.00,13.80,0.00
TEX,2024-01-06 01:15,-6.00,62.53,280.00,9.20,0.00
TEX,2024-01-06 01:35,-7.00,67.51,270.00,10.35,0.00
TEX,2024-01-06 01:55,-7.00,67.51,280.00,14.95,0.00
TEX,2024-01-06 02:15,-7.00,67.51,270.00,11.50,0.00
TEX,2024-01-06 02:35,-7.00,73.13,270.00,13.80,0.00
TEX,2024-01-06 02:55,-7.00,73.13,280.00,10.35,0.00
TEX,2024-01-06 03:15,-7.00,73.13,260.00,10.35,0.00
TEX,2024-01-06 03:35,-7.00,73.13,260.00,9.20,0.00
TEX,2024-01-06 03:55,-8.00,79.00,270.00,9.20,0.00
TEX,2024-01-06 04:15,-8.00,79.00,260.00,5.75,0.00
TEX,2024-01-06 04:35,-8.00,79.00,250.00,6.90,0.00
TEX,2024-01-06 04:55,-8.00,72.93,250.00,6.90,0.00
TEX,2024-01-06 05:15,-8.00,72.93,250.00,8.05,0.00
TEX,2024-01-06 05:35,-8.00,72.93,270.00,5.75,0.00
TEX,2024-01-06 05:55,-9.00,85.40,240.00,4.60,0.00
TEX,2024-01-06 06:15,-9.00,85.40,310.00,5.75,0.00
TEX,2024-01-06 06:35,-8.00,79.00,270.00,8.05,0.00
TEX,2024-01-06 06:55,-8.00,79.00,300.00,5.75,0.00
TEX,2024-01-06 07:15,-8.00,85.51,260.00,8.05,0.00
TEX,2024-01-06 07:35,-8.00,85.51,270.00,10.35,0.00
TEX,2024-01-06 07:55,-8.00,85.51,270.00,10.35,0.00
TEX,2024-01-06 08:15,-8.00,85.51,270.00,11.50,0.00
TEX,2024-01-06 08:35,-8.00,85.51,280.00,9.20,0.00
TEX,2024-01-06 08:55,-8.00,85.51,280.00,10.35,0.00
TEX,2024-01-06 09:15,-8.00,85.51,280.00,11.50,0.00
TEX,2024-01-06 09:35,-8.00,85.51,270.00,13.80,0.00
TEX,2024-01-06 09:55,-8.00,85.51,280.00,13.80,0.00
TEX,2024-01-06 10:15,-8.00,85.51,270.00,13.80,0.00
TEX,2024-01-06 10:35,-8.00,79.00,270.00,16.10,0.00
TEX,2024-01-06 10:55,-8.00,85.51,270.00,13.80,0.00
TEX,2024-01-06 11:15,-8.00,79.00,270.00,11.50,0.00
TEX,2024-01-06 11:35,-8.00,79.00,270.00,14.95,0.00
TEX,2024-01-06 11:55,-8.00,79.00,280.00,10.35,0.00
TEX,2024-01-06 12:15,-8.00,85.51,280.00,12.65,0.00
TEX,2024-01-06 12:35,-8.00,85.51,290.00,12.65,0.00
TEX,2024-01-06 12:55,-8.00,79.00,270.00,11.50,0.00
TEX,2024-01-06 13:15,-9.00,85.40,330.00,4.60,0.00
TEX,2024-01-06 13:35,-9.00,85.40,280.00,6.90,0.00
TEX,2024-01-06 13:55,-9.00,78.84,280.00,11.50,0.00
TEX,2024-01-06 14:15,-9.00,85.40,280.00,13.80,0.00
TEX,2024-01-06 14:35,-10.00,85.28,280.00,10.35,0.00
TEX,2024-01-06 14:55,-10.00,85.28,300.00,5.75,0.00
TEX,2024-01-06 15:15,-10.00,85.28,240.00,3.45,0.00
TEX,2024-01-06 15:35,-10.00,85.28,230.00,4.60,0.00
TEX,2024-01-06 16:15,-10.00,85.28,0.00,0.00,0.00
TEX,2024-01-06 16:35,-10.00,85.28,0.00,0.00,0.00
TEX,2024-01-06 16:55,-10.00,85.28,130.00,3.45,0.00
TEX,2024-01-06 17:15,-9.00,72.73,0.00,0.00,0.00
TEX,2024-01-06 17:35,-8.00,62.02,100.00,3.45,0.00
TEX,2024-01-06 17:55,-8.00,57.14,160.00,4.60,0.00
TEX,2024-01-06 18:15,-7.00,52.89,0.00,0.00,0.25
TEX,2024-01-06 18:35,-7.00,48.69,0.00,0.00,0.25
TEX,2024-01-06 19:15,-6.00,38.13,0.00,0.00,0.00
TEX,2024-01-06 19:35,-5.00,29.80,0.00,0.00,0.00
TEX,2024-01-06 19:55,-3.00,16.51,280.00,4.60,0.00
TEX,2024-01-06 20:15,-4.00,21.27,270.00,6.90,0.00
TEX,2024-01-06 20:35,-5.00,38.45,270.00,8.05,0.00
TEX,2024-01-06 20:55,-6.00,45.10,280.00,9.20,0.25
TEX,2024-01-06 21:15,-5.00,41.80,260.00,6.90,0.00
TEX,2024-01-06 21:35,-6.00,41.49,240.00,4.60,0.00
TEX,2024-01-06 21:55,-5.00,35.34,270.00,3.45,0.00
TEX,2024-01-06 22:15,-5.00,38.45,280.00,8.05,0.00
TEX,2024-01-06 22:35,-6.00,45.10,280.00,4.60,0.00
TEX,2024-01-06 22:55,-5.00,41.80,0.00,0.00,0.00
TEX,2024-01-06 23:15,-6.00,41.49,0.00,0.00,0.00
TEX,2024-01-06 23:35,-6.00,41.49,0.00,0.00,0.00
TEX,2024-01-06 23:55,-6.00,41.49,0.00,0.00,0.00
TEX,2024-01-07 00:15,-6.00,41.49,0.00,0.00,0.00
TEX,2024-01-07 00:35,-7.00,44.79,0.00,0.00,0.00
TEX,2024-01-07 00:55,-7.00,48.69,0.00,0.00,0.00
TEX,2024-01-07 01:15,-7.00,52.89,0.00,0.00,0.00
TEX,2024-01-07 01:35,-7.00,41.17,90.00,3.45,0.00
TEX,2024-01-07 01:55,-7.00,31.83,110.00,5.75,0.00
TEX,2024-01-07 02:15,-8.00,37.50,0.00,0.00,0.00
TEX,2024-01-07 02:35,-8.00,37.50,0.00,0.00,0.00
TEX,2024-01-07 02:55,-7.00,29.17,100.00,3.45,0.00
TEX,2024-01-07 03:15,-7.00,31.83,0.00,0.00,0.00
TEX,2024-01-07 03:35,-7.00,29.17,0.00,0.00,0.00
TEX,2024-01-07 03:55,-7.00,31.83,110.00,5.75,0.00
TEX,2024-01-07 04:15,-7.00,41.17,100.00,8.05,0.00
TEX,2024-01-07 04:35,-7.00,41.17,110.00,10.35,0.00
TEX,2024-01-07 04:55,-7.00,44.79,150.00,6.90,0.00
TEX,2024-01-07 05:35,-7.00,48.69,130.00,4.60,0.00
TEX,2024-01-07 05:55,-7.00,52.89,130.00,6.90,0.00
TEX,2024-01-07 06:15,-7.00,62.28,130.00,12.65,0.00
TEX,2024-01-07 06:35,-7.00,62.28,150.00,13.80,0.00
TEX,2024-01-07 06:55,-7.00,67.51,110.00,5.75,0.00
TEX,2024-01-07 07:15,-7.00,62.28,150.00,12.65,0.00
TEX,2024-01-07 07:35,-7.00,62.28,100.00,4.60,0.00
TEX,2024-01-07 07:55,-7.00,62.28,90.00,4.60,0.00
TEX,2024-01-07 08:15,-7.00,62.28,90.00,5.75,0.00
TEX,2024-01-07 08:35,-7.00,62.28,0.00,0.00,0.00
TEX,2024-01-07 08:55,-7.00,57.41,150.00,6.90,0.00
TEX,2024-01-07 09:15,-6.00,48.99,140.00,13.80,0.00
TEX,2024-01-07 09:35,-7.00,57.41,140.00,13.80,0.00
TEX,2024-01-07 09:55,-7.00,62.28,160.00,11.50,0.00
TEX,2024-01-07 10:15,-7.00,62.28,150.00,10.35,0.00
TEX,2024-01-07 10:35,-7.00,62.28,160.00,10.35,0.00
TEX,2024-01-07 10:55,-7.00,62.28,170.00,10.35,0.00
TEX,2024-01-07 11:15,-7.00,67.51,170.00,8.05,0.00
TEX,2024-01-07 11:35,-7.00,67.51,160.00,8.05,0.00
TEX,2024-01-07 11:55,-7.00,67.51,170.00,10.35,0.00
TEX,2024-01-07 12:15,-7.00,62.28,150.00,12.65,0.00
TEX,2024-01-07 12:35,-7.00,67.51,160.00,10.35,0.00
TEX,2024-01-07 12:55,-7.00,67.51,130.00,9.20,0.00
TEX,2024-01-07 13:15,-8.00,72.93,0.00,0.00,0.00
TEX,2024-01-07 13:35,-8.00,67.28,70.00,4.60,0.00
TEX,2024-01-07 13:55,-8.00,67.28,130.00,8.05,0.00
TEX,2024-01-07 14:15,-7.00,62.28,0.00,0.00,0.00
TEX,2024-01-07 14:35,-7.00,62.28,130.00,5.75,0.00
TEX,2024-01-07 14:55,-8.00,67.28,130.00,4.60,0.00
TEX,2024-01-07 15:15,-8.00,67.28,0.00,0.00,0.00
TEX,2024-01-07 15:35,-8.00,67.28,0.00,0.00,0.00
TEX,2024-01-07 15:55,-8.00,72.93,0.00,0.00,0.00
TEX,2024-01-07 16:15,-8.00,72.93,0.00,0.00,0.00
TEX,2024-01-07 16:35,-8.00,72.93,0.00,0.00,0.00
TEX,2024-01-07 16:55,-7.00,62.28,0.00,0.00,0.00
TEX,2024-01-07 17:15,-7.00,62.28,150.00,6.90,0.00
TEX,2024-01-07 17:35,-6.00,57.69,110.00,4.60,0.00
TEX,2024-01-07 17:55,-6.00,53.18,170.00,11.50,0.00
TEX,2024-01-07 18:15,-6.00,57.69,180.00,10.35,0.00
TEX,2024-01-07 18:35,-6.00,57.69,170.00,8.05,0.00
TEX,2024-01-07 18:55,-6.00,57.69,150.00,9.20,0.00
TEX,2024-01-07 19:15,-6.00,57.69,170.00,11.50,0.00
TEX,2024-01-07 19:35,-6.00,62.53,150.00,6.90,0.00
TEX,2024-01-07 19:55,-6.00,62.53,160.00,9.20,0.00
TEX,2024-01-07 20:15,-6.00,57.69,170.00,9.20,0.00
TEX,2024-01-07 20:35,-6.00,57.69,180.00,4.60,0.00
TEX,2024-01-07 20:55,-6.00,57.69,0.00,0.00,0.00
TEX,2024-01-07 21:15,-5.00,53.47,0.00,0.00,0.00
TEX,2024-01-07 21:35,-5.00,49.29,0.00,0.00,0.00
TEX,2024-01-07 21:55,-5.00,53.47,150.00,6.90,0.00
TEX,2024-01-07 22:15,-6.00,62.53,120.00,4.60,0.00
TEX,2024-01-07 22:35,-6.00,62.53,190.00,3.45,0.00
TEX,2024-01-07 22:55,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-07 23:15,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-07 23:35,-7.00,85.63,0.00,0.00,0.00
TEX,2024-01-07 23:55,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-08 00:15,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-08 00:35,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-08 00:55,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-08 01:15,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-08 01:35,-7.00,79.16,0.00,0.00,0.00
TEX,2024-01-08 01:55,-7.00,79.16,270.00,4.60,0.00
TEX,2024-01-08 02:15,-8.00,85.51,260.00,4.60,0.00
TEX,2024-01-08 02:35,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-08 02:55,-8.00,85.51,300.00,3.45,0.00
TEX,2024-01-08 03:15,-8.00,85.51,270.00,3.45,0.00
TEX,2024-01-08 03:35,-8.00,85.51,260.00,4.60,0.00
TEX,2024-01-08 03:55,-8.00,85.51,260.00,3.45,0.00
TEX,2024-01-08 04:15,-8.00,85.51,270.00,3.45,0.00
TEX,2024-01-08 04:35,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-08 04:55,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-08 05:15,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-08 05:35,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-08 05:55,-8.00,85.51,0.00,0.00,0.00
TEX,2024-01-08 06:15,-9.00,85.40,0.00,0.00,0.00
TEX,2024-01-08 06:35,-9.00,85.40,0.00,0.00,0.00
TEX,2024-01-08 06:55,-8.00,79.00,0.00,0.00,0.00
TEX,2024-01-08 07:15,-9.00,85.40,0.00,0.00,0.00
TEX,2024-01-08 07:35,-9.00,85.40,0.00,0.00,0.00
TEX,2024-01-08 07:55,-10.00,92.38,210.00,3.45,0.00
TEX,2024-01-08 08:15,-9.00,85.40,0.00,0.00,0.00
TEX,2024-01-08 08:35,-10.00,92.38,280.00,4.60,0.00
TEX,2024-01-08 08:55,-10.00,92.38,260.00,4.60,0.00
TEX,2024-01-08 09:15,-10.00,92.38,280.00,8.05,0.00
TEX,2024-01-08 09:35,-10.00,85.28,250.00,5.75,0.00
TEX,2024-01-08 09:55,-10.00,85.28,240.00,4.60,0.00
TEX,2024-01-08 10:15,-10.00,85.28,270.00,5.75,0.00
TEX,2024-01-08 10:35,-10.00,85.28,270.00,8.05,0.00
TEX,2024-01-08 10:55,-10.00,85.28,280.00,6.90,0.00
TEX,2024-01-08 11:15,-10.00,85.28,270.00,5.75,0.00
TEX,2024-01-08 11:35,-10.00,85.28,280.00,5.75,0.00
TEX,2024-01-08 11:55,-10.00,85.28,270.00,5.75,0.00
TEX,2024-01-08 12:15,-10.00,85.28,280.00,6.90,0.00
TEX,2024-01-08 12:35,-10.00,78.68,310.00,3.45,0.00
TEX,2024-01-08 12:55,-11.00,85.17,290.00,3.45,0.00
TEX,2024-01-08 13:15,-11.00,85.17,280.00,6.90,0.00
TEX,2024-01-08 13:35,-11.00,85.17,280.00,6.90,0.00
TEX,2024-01-08 13:55,-11.00,85.17,290.00,5.75,0.00
TEX,2024-01-08 14:15,-11.00,85.17,270.00,5.75,0.00
TEX,2024-01-08 14:35,-11.00,85.17,280.00,8.05,0.00
TEX,2024-01-08 14:55,-11.00,85.17,270.00,9.20,0.00
TEX,2024-01-08 15:15,-11.00,85.17,280.00,12.65,0.00
TEX,2024-01-08 15:35,-11.00,85.17,280.00,14.95,0.00
TEX,2024-01-08 15:55,-11.00,85.17,270.00,14.95,0.00
TEX,2024-01-08 16:15,-11.00,85.17,280.00,13.80,0.00
TEX,2024-01-08 16:35,-11.00,85.17,280.00,12.65,0.00
TEX,2024-01-08 16:55,-11.00,85.17,280.00,11.50,0.00
TEX,2024-01-08 17:15,-10.00,85.28,280.00,10.35,0.00
TEX,2024-01-08 17:35,-10.00,85.28,280.00,8.05,0.00
TEX,2024-01-08 17:55,-10.00,85.28,280.00,12.65,0.00
TEX,2024-01-08 18:15,-10.00,78.68,310.00,5.75,0.00
